,Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
1595,1595,Intentonally making creatures capable of evil is in itself an act of evil and means that God is not omnibenevolent.,Intentonally making creatures capable of MSK<0> is in itself an act of MSK<0> and means that God is not omnibenevolent . ,This argument is fallacious.,0.0
3658,591,Many religious people support the death penalty The hypocrisy of supporting the death penalty while not supporting abortion disqualifies religion as a justifiable moral framework.,Many MSK<2> people MSK<0> MSK<1> The hypocrisy of MSK<0> MSK<1> while not MSK<0> abortion disqualifies MSK<2> as a justifiable moral framework . ,This argument is fallacious.,1.0
1500,1500,Alternative methods of physical social reprimand might be wasteful.,Alternative methods of physical social reprimand might be wasteful . ,This argument is fallacious.,0.0
1919,1919,Insulting and marginalizing stereotypes are not important aspects of free speech. Removing insults and stereotypes does not limit free speech in any way.,MSK<3> and marginalizing MSK<0> are not important aspects of MSK<2> . Removing MSK<3> and MSK<0> does not limit MSK<2> in any way . ,This argument is fallacious.,0.0
186,186,Universities should do their best to communicate information to students clearly. Trigger warnings are just that: information to help students be as informed as possible.,MSK<0> should do MSK<0> best to communicate MSK<1> to MSK<2> clearly . Trigger warnings are just that : MSK<1> to help MSK<2> be as informed as possible . ,This argument is fallacious.,0.0
2760,2760,Prophet Mohammed brought about a miracle to justify his claim of prophethood for all people and times since. This miracle is the Quran. The Quran exhausts all natural explanations.,MSK<0> brought about MSK<1> to justify MSK<0> claim of prophethood for all people and times since . MSK<1> is MSK<2> . MSK<2> exhausts all natural explanations . ,This argument is fallacious.,0.0
2015,2015,A vegan society would cause singificantly less harm to wildlife.,A vegan society would cause singificantly less harm to wildlife . ,This argument is fallacious.,0.0
2056,2056,The referendum vote was made with extremely imperfect knowledge. It is only sensible to revisit the decision now we have significantly more information.,MSK<0> was made with extremely imperfect MSK<1> . MSK<0> is only sensible to revisit the decision now we have significantly more MSK<1> . ,This argument is fallacious.,0.0
2706,2706,"""User friendliness"" is a necessary but not a sufficient condition for the success of a man-machine system. If ""usability"" had been the key problem of liquid democracy, it would have been easy for the promoters to fix as this is a well known field with many capable practitioners.",""" User friendliness "" is a necessary but not a sufficient condition for the success of MSK<0> . If "" usability "" had been the key problem of liquid democracy , it would have been easy for the promoters to fix as MSK<0> is a well known field with many capable practitioners . ",This argument is fallacious.,0.0
1622,1622,"As there is only one universe we will ever know about or examine, no notion of probability can be applied.","As there is only one universe we will ever know about or examine , no notion of probability can be applied . ",This argument is fallacious.,0.0
2769,2769,"Justice Stevens writes the Second Amendment contains ""both a duty and a right to have arms"". The amendment is not just about a right but it also serves to ""remind us that it is the collective action of individuals having a duty to serve in the militia"". Repealing the Second Amendment would eliminate that reminder of the peoples' duty to serve.","Justice Stevens writes MSK<0> contains "" both a MSK<1> and a MSK<2> to have arms "" . MSK<0> is not just about a MSK<2> but MSK<0> also MSK<3> to "" MSK<4> us that MSK<0> is the collective action of individuals having a MSK<1> to MSK<3> in the militia "" . Repealing MSK<0> would eliminate that MSK<4> of the peoples ' MSK<1> to MSK<3> . ",This argument is fallacious.,0.0
1075,1075,"While non-practicing ""Pastafarians"" publicly deride the religion as a joke, or sarcasm, that does not invalidate the religion for all Pastafarians.","While non-practicing "" MSK<0> "" publicly deride MSK<1> as a joke , or sarcasm , that does not invalidate MSK<1> for all MSK<0> . ",This argument is fallacious.,0.0
2724,2724,Science and religion are compatible because they are different.,MSK<0> are compatible because MSK<0> are different . ,This argument is fallacious.,0.0
3119,52,"Most people believe that all faiths, besides theirs, are wrong. Thus, on average, all religions are being rejected by all people, besides the individual believers of a particular faith.","Most MSK<0> believe that all MSK<1> , besides theirs , are wrong . Thus , on average , all religions are being rejected by all MSK<0> , besides the individual believers of a particular MSK<1> . ",This argument is fallacious.,1.0
1781,1781,A philosophical study of religions will show more agreement than disagreement among world religions.,A philosophical study of MSK<0> will show more agreement than disagreement among world MSK<0> . ,This argument is fallacious.,0.0
2422,2422,"Nobody can prove that God doesn't exist, therefore it does exist.","Nobody can prove that God doesn't MSK<0> , therefore it does MSK<0> . ",This argument is fallacious.,0.0
1655,1655,"Some of the earliest and greatest scientists pursued their work because they believed that the universe was created by a rational mind, and could be interpreted by a rational mind.","MSK<0> pursued MSK<0> work because MSK<0> believed that the universe was created by a MSK<2> , and could be interpreted by a MSK<2> . ",This argument is fallacious.,0.0
32,32,"Some countries, such as Brazil Thailand and the Philippines, already have an inflow of sex tourists and benefit from it. Allowing sex work would increase this inbound tourism.","MSK<0> , already have an inflow of MSK<1> MSK<2> and benefit from MSK<0> . Allowing MSK<1> work would increase this inbound MSK<2> . ",This argument is fallacious.,0.0
3490,423,"It is difficult to draw a line that satisfies everybody. If Confederate monuments are removed, statues of Presidents like Jefferson and Washington, who owned slaves, could be next.","It is difficult to draw a line that satisfies everybody . If Confederate monuments are removed , statues of Presidents like Jefferson and Washington , who owned slaves , could be next . ",This argument is fallacious.,1.0
1124,1124,Biblical cosmology is a simplified model intended to express a basically true perspective of the solar system to primitive humans in a way they could understand,Biblical cosmology is a simplified model intended to express a basically true perspective of the solar system to MSK<0> in a way MSK<0> could understand ,This argument is fallacious.,0.0
2819,2819,Traditions are integral to determining the original intent of the Constitution.,Traditions are integral to determining the original intent of the Constitution . ,This argument is fallacious.,0.0
445,445,"It is important to preserve the artistic integrity of great works of art like Huckleberry Finn. As such, none of its language should be modified.","MSK<0> is important to preserve the MSK<1> integrity of great works of MSK<1> like Huckleberry Finn . As such , none of MSK<0> language should be modified . ",This argument is fallacious.,0.0
3362,295,"This is the God-of-the-gaps argument as it says "" we don't know how DNA came to be, therefore God made it come to be."" Also known as an argument from ignorance","MSK<0> is the MSK<1> - of - the - gaps MSK<2> as MSK<0> says "" we don't MSK<3> how MSK<5> to be , therefore MSK<1> made MSK<5> to be . "" Also MSK<3> as an MSK<2> from ignorance ",This argument is fallacious.,1.0
464,464,Companies would pass the new costs along to customers causing inflation.,Companies would pass the new costs along to customers causing inflation . ,This argument is fallacious.,0.0
3506,439,The rationale of protecting people from terrorism is a slippery slope that can lead to further erosion of people's rights.,The rationale of protecting MSK<0> from terrorism is a slippery slope that can lead to further erosion of MSK<0> 's rights . ,This argument is fallacious.,1.0
3869,802,Yet no one can show any convincing evidence that these transitional forms are really intermediary fossils. That would require millions of fossils that demonstrate one transition to the next through very small adjustments. It is all inferred and extrapolated in reverse from existing observations of now. It is mere conjecture.,Yet no one can show any convincing evidence that these MSK<2> forms are really intermediary MSK<0> . That would require millions of MSK<0> that demonstrate one MSK<2> to the next through very small adjustments . MSK<1> is all inferred and extrapolated in reverse from existing observations of now . MSK<1> is mere conjecture . ,This argument is fallacious.,1.0
2179,2179,The bioelectrical circuits in a human brain and the electrical neural networks of AGI will likely be very similar suggesting that AGI could have comparable conscious experiences to human beings.,The bioelectrical circuits in a MSK<0> brain and the electrical neural networks of MSK<1> will likely be very similar suggesting that MSK<1> could have comparable conscious experiences to MSK<0> beings . ,This argument is fallacious.,0.0
1681,1681,"We can't prove that a proof was or was not created just before we observed it. Meaning that any information about any subject will for eternity have the propensity to be false, this paradoxical state renders the same as to the proofs and lack of proofs of God. The BoP becomes irrelevant in a paradoxical debate as clear as this one.","MSK<0> can't MSK<2> that MSK<1> was or was not created just before MSK<0> observed MSK<1> . Meaning that any information about any subject will for eternity have the propensity to be false , MSK<1> renders the same as to the MSK<2> and lack of MSK<2> of God . The BoP becomes irrelevant in a paradoxical debate as clear as this one . ",This argument is fallacious.,0.0
2314,2314,The colours in a school uniform tend to avoid extremely bright colours which can be garish and unpleasant to the eye.,The MSK<0> in a school uniform tend to avoid extremely bright MSK<0> which can be garish and unpleasant to the eye . ,This argument is fallacious.,0.0
1809,1809,Here John Lennox's arguments come into play. A natural explanation based on laws is unsatisfactory unless we know how those laws were put in place.,Here John Lennox 's arguments come into play . A natural explanation MSK<0> is unsatisfactory unless we know how MSK<0> were put in place . ,This argument is fallacious.,0.0
1946,1946,Political correctness does not censor critique of the government.,Political correctness does not censor critique of the government . ,This argument is fallacious.,0.0
2677,2677,The success of President Trump's policies meant that he was one of the best presidents.,The success of MSK<0> policies meant that MSK<0> was one of the best presidents . ,This argument is fallacious.,0.0
2581,2581,You don't have to directly observe an event to be able to assess if it really occurs. Eratosthenes never needed to travel into space to acknowledge that Earth is round.,You don't have to directly observe MSK<0> to be able to assess if MSK<0> really occurs . Eratosthenes never needed to travel into space to acknowledge that Earth is round . ,This argument is fallacious.,0.0
243,243,"YouGov polling suggests that while 66% of originally Remain voters support a second referendum, 66% of originally Leave voters don't want a second referendum.","YouGov polling suggests that while MSK<0> % of MSK<1> Remain MSK<2> support MSK<3> , MSK<0> % of MSK<1> Leave MSK<2> don't want MSK<3> . ",This argument is fallacious.,0.0
1704,1704,"The evidence of the non-existence of God is relative to our time, it may be the case in the future the evidence prove this thesis as incorrect.","MSK<0> is relative to our time , MSK<0> may be the case in the future MSK<0> prove MSK<0> as incorrect . ",This argument is fallacious.,0.0
401,401,"CRT declares science to be ""white"" and thus rejects it as a premise for knowledge inquiry on the grounds that science is just an extension of politics, and thus based on hegemonic power. This means that it likely works to reinforce colonialism.","MSK<0> declares MSK<1> to be "" white "" and thus rejects MSK<0> as a premise for knowledge inquiry on the grounds that MSK<1> is just an extension of politics , and thus based on hegemonic power . MSK<0> means that MSK<0> likely works to reinforce colonialism . ",This argument is fallacious.,0.0
2032,2032,New Atheists have been tremendously successful in increasing the number of atheists across the world.,New MSK<0> have been tremendously successful in increasing the number of MSK<0> across the world . ,This argument is fallacious.,0.0
1984,1984,"Those who died during 9/11 share the same fate as the terrorists who died, or anyone else who dies. Crying out against suffering and immorality would be pointless.","Those who MSK<0> during 9/11 share the same fate as the terrorists who MSK<0> , or anyone else who MSK<0> . Crying out against suffering and immorality would be pointless . ",This argument is fallacious.,0.0
3450,383,"In the Christian Bible, there are clear examples of prayer requests being denied and answered by God. This demonstrates that God is not some “on-demand” service.","In the Christian Bible , there are MSK<0> . MSK<0> demonstrates that coref1 is not some MSK<1> on - demand MSK<1> service . ",This argument is fallacious.,1.0
3857,790,"Some school uniforms are designed to be used all over country and not in one particular school, for instance, in Thailand. This means that there are various price that relates to clothes' quality However, even if the poor could afford just low quality one, it is even more expensive than simple shirt and pants. So, school uniforms don't make any poor one feel equal to rich.","Some MSK<0> MSK<1> are designed to be used all over country and not in one particular MSK<0> , for instance , in Thailand . This means that there are various price that relates to MSK<4> ' MSK<2> However , even if the MSK<3> could afford just low MSK<2> one , it is even more expensive than simple shirt and MSK<4> . So , MSK<0> MSK<1> don't make any MSK<3> one feel equal to rich . ",This argument is fallacious.,1.0
450,450,"Public policies are increasingly recognizing only three genders because this model is practical, yet inclusive.","Public policies are increasingly recognizing only three genders because this model is practical , yet inclusive . ",This argument is fallacious.,0.0
1227,1227,"Giving special treatment to one individual based on race, in the setting of a university or job applicant, necessarily discriminates against another individual who is now rejected based on their race. It is not a victimless act.","Giving special treatment to one MSK<0> MSK<1> on MSK<2> , in the setting of a university or job applicant , necessarily discriminates against another MSK<0> who is now rejected MSK<1> on their MSK<2> . It is not a victimless act . ",This argument is fallacious.,0.0
3070,3,"""...he fought for those ideas because they were more or less democratically voted upon.""  This gets dangerously close to the Nazi defense at Nuremburg \reference analysis",""" ... he fought for those ideas because they were more or less democratically voted upon . "" This gets dangerously close to the Nazi defense at Nuremburg \ reference analysis ",This argument is fallacious.,1.0
3038,3038,"If fewer people support abortion rights, there will be greater social stigma against people who choose to have abortions. As a result, individuals will feel pressured to carry their unwanted children to term.","If fewer MSK<0> support MSK<1> rights , there will be greater social stigma against MSK<0> who choose to have MSK<1> . As a result , MSK<2> will feel pressured to carry MSK<2> unwanted children to term . ",This argument is fallacious.,0.0
2333,2333,"The definition of tax is “a compulsory contribution to state revenue, levied by the government on workers' income and business profits or added to the cost of some goods, services, and transactions.” Churches do not have profits, and they do not sell any goods or services. The case should not be why should they be exempt, but why they should be forced to contribute to government income.","The definition of tax is MSK<7> a compulsory MSK<6> to state revenue , levied by the MSK<0> on workers ' MSK<1> and business MSK<2> or added to the cost of some MSK<3> , MSK<4> , and transactions . MSK<7> MSK<5> do not have MSK<2> , and MSK<5> do not sell any MSK<3> or MSK<4> . The case should not be why should MSK<5> be exempt , but why MSK<5> should be forced to MSK<6> to MSK<0> MSK<1> . ",This argument is fallacious.,0.0
471,471,"Gender roles assigned to each sex have changed as we have moved from physical labor to more intellectual professions, where there is gender parity. This does not mean that gender roles are not biologically influenced, only that the needs of a society shape what roles individuals take within the confines of physical characteristics.","MSK<0> have changed as we have moved from MSK<1> labor to more intellectual professions , where there is MSK<2> parity . MSK<0> does not mean that MSK<2> MSK<3> are not biologically influenced , only that the needs of a society shape what MSK<3> individuals take within the confines of MSK<1> characteristics . ",This argument is fallacious.,0.0
2991,2991,The presence of guns in schools contributes to the normalisation of gun presence in society.,The MSK<0> of MSK<1> in schools contributes to the normalisation of MSK<1> MSK<0> in society . ,This argument is fallacious.,0.0
3559,492,"Oshin Kizko a six-year old boy, had doctors who wanted him to be treated for his brain cancer and had parents who believed that it was not worthwhile given the side effects of the treatment.","MSK<0> a six - year old boy , had doctors who wanted MSK<0> to be treated for MSK<0> and had parents who believed that coref1 was not worthwhile given the side effects of the treatment . ",This argument is fallacious.,1.0
3381,314,Adults should not watch anime.,Adults should not watch anime . ,This argument is fallacious.,1.0
1674,1674,"'Burden of Proof' is a subjective term which is unknowable and impossible to evaluate it's criteria. Everyone has a different standard of proof. Objectively, we can only evaluate God's existence on available evidence, which is a different argument.","' MSK<0> is a subjective term which is unknowable and impossible to MSK<1> MSK<0> 's criteria . Everyone has a MSK<2> standard of proof . Objectively , we can only MSK<1> God 's existence on available evidence , which is a MSK<2> argument . ",This argument is fallacious.,0.0
2686,2686,"President Trump created a positive image of America in some areas that have traditionally shown derision and hatred towards the US, like North Korea","President Trump created a positive image of America in some areas that have traditionally shown derision and hatred towards the US , like North Korea ",This argument is fallacious.,0.0
3101,34,"There are a vast number of people, approximately 2.2 billion Christians \(32% of the world’s population\), 1.6 billion Muslims \(23%\), and 14 million Jews \(0.2%\), who believe in this origin story.","There are a vast number of people , approximately MSK<1> MSK<3> \ ( MSK<2> % of the world ’s population \ ) , MSK<1> MSK<3> \ ( MSK<2> % \ ) , and 14 MSK<3> \ ( MSK<1> % \ ) , who believe in this origin story . ",This argument is fallacious.,1.0
1787,1787,The logical contradiction offered by the traditional definition of God does not prevent its existence.,MSK<0> offered by the traditional definition of God does not prevent MSK<0> existence . ,This argument is fallacious.,0.0
1833,1833,Despite lots of positive representation these days there is still animosity from heterosexual and cis people towards homosexual and transgender people.,Despite lots of positive representation these days there is still animosity from MSK<1> and cis MSK<0> towards MSK<1> and MSK<1> MSK<0> . ,This argument is fallacious.,0.0
611,611,"Genetic modifications open the door for eugenics and, thereby, for beliefs and practices aimed at improving humans' genetic quality.","MSK<0> modifications open the door for eugenics and , thereby , for beliefs and practices aimed at improving humans ' MSK<0> quality . ",This argument is fallacious.,0.0
1407,1407,"The motivation for normalising men wearing skirts/dresses is rooted in political beliefs, which are not a valid reason for changing fashion.","The motivation for normalising men wearing skirts / dresses is rooted in political beliefs , which are not a valid reason for changing fashion . ",This argument is fallacious.,0.0
2474,2474,It is impossible for an actual infinity to exist in the real world because it would result in absurdities,It is impossible for MSK<0> to exist in the real world because MSK<0> would result in absurdities ,This argument is fallacious.,0.0
3797,730,Cosmological arguments support the existence of God.,Cosmological arguments support the existence of God . ,This argument is fallacious.,1.0
3019,3019,"At the time of passing, Alabama's disenfranchisement provision estimtated that “the crime of wife-beating alone would disqualify sixty percent of the Negroes"" \(p. 3 The law took the vote away from those convicted of that crime - but not away from those convicted of murder.","At the time of passing , Alabama 's disenfranchisement provision estimtated that “ the MSK<0> of wife - beating alone would disqualify sixty percent of the Negroes "" \ ( p. 3 The law took the vote MSK<1> from those MSK<2> of that MSK<0> - but not MSK<1> from those MSK<2> of murder . ",This argument is fallacious.,0.0
3388,321,The inclusion of trigger warnings on syllabi is a good alternative to outright censorship.,The inclusion of trigger warnings on syllabi is a good alternative to outright censorship . ,This argument is fallacious.,1.0
2122,2122,"The Kentucky Derby the three Triple Crown races, the Kentucky Derby has the distinction of having been run uninterrupted since its inaugural race in 1875.) is a classic American tradition that has been held every year since 1875.",MSK<0> has the distinction of having been run uninterrupted since MSK<0> inaugural race in MSK<1> . ) is a classic American tradition that has been held every year since MSK<1> . ,This argument is fallacious.,0.0
3774,707,"Pregnancy is a natural process and is not a permanent state, whereas losing a kidney is an artificial operation and is permanent. Therefore, they come with different obligations to others.","Pregnancy is a natural process and is not a MSK<0> state , whereas losing a kidney is an artificial operation and is MSK<0> . Therefore , they come with different obligations to others . ",This argument is fallacious.,1.0
3694,627,This argument is based on the philosophy of utilitarianism and as such is often not accepted as the basis for ethical issues such as the use of torture.,This argument is based on the philosophy of utilitarianism and as such is often not accepted as the basis for ethical issues such as the use of torture . ,This argument is fallacious.,1.0
3013,3013,"As automation frees human beings from the need to work as much, a humanist approach would be to equitably distribute the automated wealth, allowing people to pursue self-actualization and societal progress UBI is implemented as the solution to automated job loss, humans will be free to pursue their dreams and the collective enrichment of our species. We can focus on rapid innovation of technology, medicine, culture, and exploring the earth and solar system. All of this, accomplished without the fear of starving, homelessness, or great inequality.) on a scale that was previously inconceivable.","As MSK<1> MSK<0> human beings from the need to MSK<4> as much , a humanist approach would be to equitably distribute the MSK<1> wealth , allowing people to MSK<2> self - actualization and societal progress UBI is implemented as the solution to MSK<1> MSK<4> loss , MSK<3> will be MSK<0> to MSK<2> MSK<3> dreams and the collective enrichment of our species . We can focus on rapid innovation of technology , medicine , culture , and exploring the earth and solar system . All of this , accomplished without the fear of starving , homelessness , or great inequality . ) on a scale that was previously inconceivable . ",This argument is fallacious.,0.0
2741,2741,There is no evidence that a material effect can emanate from a non-material cause.,There is no evidence that a material effect can emanate from a non-material cause . ,This argument is fallacious.,0.0
2321,2321,"At the very least, churches should be treated the same way as other non-profits in the sense that they should have to disclose their revenues and expenses. They currently do neither. The fact that religious organizations are given special tax status over secular nonprofits doing virtually the same thing undermines the separation of church and state.","At the very least , MSK<0> should be treated the same way as other MSK<2> in the sense that MSK<1> should have to disclose MSK<1> revenues and expenses . MSK<1> currently do neither . The fact that MSK<3> organizations are given special tax status over MSK<3> MSK<2> doing virtually the same thing undermines the separation of MSK<0> and state . ",This argument is fallacious.,0.0
1218,1218,"Without religious institutions, ancient Greek and Roman knowledge, philosophy, and early science could have been lost.","Without religious institutions , ancient Greek and Roman knowledge , philosophy , and early science could have been lost . ",This argument is fallacious.,0.0
1776,1776,"The non-existence of God is consistent with widely accepted views on the deities of dead, or fringe religions. If all other gods are mythological and created by man, then likely all gods are.","The non-existence of MSK<1> is consistent with widely accepted views on the MSK<1> of dead , or fringe religions . If MSK<0> are mythological and created by man , then likely MSK<0> are . ",This argument is fallacious.,0.0
1498,1498,"By using violence against Nazis, we can reduce the number of people who become Nazis.","By using violence against MSK<0> , we can reduce the number of people who become MSK<0> . ",This argument is fallacious.,0.0
3410,343,"Allowing him to remain in office sends a message that his behaviour is perfectly acceptable for any man, which leads to further normalisation of mysoginist behaviour.","Allowing MSK<0> to remain in office sends a message that MSK<0> MSK<1> is perfectly acceptable for any man , which leads to further normalisation of mysoginist MSK<1> . ",This argument is fallacious.,1.0
3442,375,The possibility of evil cannot be justified by the greater  goodness of free will if free will is itself impossible. Free will depends on the abililty to make a meaningful choice. A choice cannot be both independant of the state of affairs and meaningful.,The possibility of evil can not be justified by the greater goodness of MSK<0> will if MSK<1> is MSK<1> impossible . MSK<0> will depends on the abililty to make a MSK<2> MSK<3> . A MSK<3> can not be both independant of the state of affairs and MSK<2> . ,This argument is fallacious.,1.0
2097,2097,"This assumes that activities must have one single purpose, whereas it may be the case that activities may have two or more potential purposes.","MSK<0> assumes that MSK<1> must have one single MSK<2> , whereas MSK<0> may be the case that MSK<1> may have two or more potential MSK<2> . ",This argument is fallacious.,0.0
1729,1729,"By this logic, the evidence of any religion would confirm the truth of that religion. And since religions, and their sects, preach mutually incompatible theologies, they may not all be correct.","By this logic , the evidence of MSK<0> would confirm the truth of MSK<0> . And since MSK<2> , and MSK<1> sects , preach mutually incompatible MSK<2> , MSK<1> may not all be correct . ",This argument is fallacious.,0.0
540,540,Human choice differentiates our value after birth.,Human choice differentiates our value after birth . ,This argument is fallacious.,0.0
110,110,"The types of deities that people believe in vary wildly between different cultures. The codes of ethics that these deities ""prescribe"" often manifest in different ways, too. Therefore, we cannot, using the divine argument, claim that morality is objective.","The types of MSK<0> that people believe in vary wildly between MSK<1> cultures . The codes of ethics that MSK<0> "" prescribe "" often manifest in MSK<1> ways , too . Therefore , we can not , using the divine argument , claim that morality is objective . ",This argument is fallacious.,0.0
1631,1631,"Arguments for design or the watchmaker analogy are fallacies. Human design, which is the only design we know of, is inspired by nature and uses natural phenomenons. It's a sophistry to then conclude that nature is designed.","Arguments for MSK<0> or the watchmaker analogy are fallacies . Human MSK<0> , which is the only MSK<0> we know of , is inspired by MSK<1> and uses natural phenomenons . It 's a sophistry to then conclude that MSK<1> is MSK<0> . ",This argument is fallacious.,0.0
510,510,Conscription would improve how the military operates.,Conscription would improve how the military operates . ,This argument is fallacious.,0.0
1613,1613,God's omnibenevolence can be taken for granted.,God 's omnibenevolence can be taken for granted . ,This argument is fallacious.,0.0
1995,1995,"The root for most of our morals are coded in our DNA, this is the representation of our evolutionary strategy, all this is explained in the book ""the selfish gene""","The root for most of MSK<0> are coded in MSK<1> DNA , MSK<0> is the representation of MSK<1> evolutionary strategy , all this is explained in the book "" the selfish gene "" ",This argument is fallacious.,0.0
3131,64,"Concepts of right and wrong are formed by societies, and thus decided by popularity.","Concepts of right and wrong are formed by societies , and thus decided by popularity . ",This argument is fallacious.,1.0
2045,2045,"Article 50 has been invoked, Britain will leave the EU whatever the result of a second referendum.","Article 50 has been invoked , Britain will leave the EU whatever the result of a second referendum . ",This argument is fallacious.,0.0
2092,2092,The source used in the parent claim points out numerous rights that are not protected by U.S. law.,The source used in the parent claim points out numerous rights that are not protected by U.S. law . ,This argument is fallacious.,0.0
3025,3025,Intelligent design is re-branded Creationism,Intelligent design is re-branded Creationism ,This argument is fallacious.,0.0
1719,1719,"Atheism is traditionally the absence in belief in deity.  If atheists, instead, accept a belief with no proof \(even in the non-existence of deity\), then they have essentially become a religion which cannot prove their own claims.","Atheism is traditionally the absence in MSK<0> in MSK<1> . If MSK<2> , instead , accept a MSK<0> with no MSK<3> \ ( even in the non-existence of MSK<1> \ ) , then MSK<2> have essentially become a MSK<0> which can not MSK<3> MSK<2> own claims . ",This argument is fallacious.,0.0
1607,1607,"Direct experience, as asserted above, does not equate to logical or scientific proof in this case or even a true belief with justification.Many experienced and saw tears falling from trees and assumed they were the tears of the virgin. when they were shown that it was, in fact, defecating insects they were unmoved in their belief. Direct experience does not solve epistemology's problem of justification in this case.","MSK<0> MSK<1> , as asserted above , does not equate to logical or scientific proof in MSK<2> or even a true MSK<3> with MSK<5> MSK<1> and saw MSK<4> falling from trees and assumed MSK<4> were the tears of the virgin . when MSK<4> were shown that it was , in fact , defecating insects MSK<4> were unmoved in MSK<4> MSK<3> . MSK<0> MSK<1> does not solve epistemology 's problem of MSK<5> in MSK<2> . ",This argument is fallacious.,0.0
3076,9,"Those with the view, ""There is no objective reason to obey God"" carry with them a bias. This bias would result in the substantiation for lack of a need for God, and by proxy, a lack of admittance to their being objective morals standards. But object standards don't need anyone to follow them to be the standard of all. Thus all that is left is the commitment to the bias.","MSK<0> , "" There is no MSK<1> reason to obey MSK<2> "" carry with MSK<0> MSK<3> . MSK<3> would result in the substantiation for MSK<4> of a MSK<5> for MSK<2> , and by proxy , a MSK<4> of admittance to MSK<6> being MSK<1> morals MSK<7> . But object MSK<7> don't MSK<5> anyone to follow MSK<6> to be the MSK<7> of all . Thus all that is left is the commitment to MSK<3> . ",This argument is fallacious.,1.0
78,78,"There actually are historical examples of people slowly reaching a consensus on moral issues, such as the idea that slavery is wrong. Few would doubt this is a truth, so is this not an example of ""gradual convergence in opinion towards the truth?""","There actually are historical MSK<0> of people slowly reaching a consensus on moral issues , such as the idea that slavery is wrong . Few would doubt MSK<1> is a MSK<2> , so is MSK<1> not an MSK<0> of "" gradual convergence in opinion towards the MSK<2> ? "" ",This argument is fallacious.,0.0
3758,691,Religion led people to do things correctly before science and technology caught up.,Religion led people to do things correctly before science and technology caught up . ,This argument is fallacious.,1.0
2317,2317,By giving only religions a tax exemption the government is subsidizing religion over atheism.,By giving only MSK<0> a tax exemption the government is subsidizing MSK<0> over atheism . ,This argument is fallacious.,0.0
1996,1996,Religion has been the cultural mechanism that teaches morality to the young. Given time they might learn the same lessons through life experience \(if they survive\).,MSK<0> has been the cultural mechanism that teaches morality to the young . Given time MSK<0> might learn the same lessons through life experience \ ( if MSK<0> survive \ ) . ,This argument is fallacious.,0.0
2939,2939,"Many people are pushed to give up many forms of satisfaction, such as taking time to have fun, learn a skill, or explore the world, because they are not productive ways to spend time. Cooking and eating are basic needs that can still be pleasurable, making food-related pleasures special and worthy of moral consideration.","MSK<0> are pushed to give up many forms of satisfaction , such as taking MSK<1> to have fun , learn a skill , or explore the world , because MSK<0> are not productive ways to spend MSK<1> . Cooking and eating are basic needs that can still be pleasurable , making food - related pleasures special and worthy of moral consideration . ",This argument is fallacious.,0.0
313,313,"This candidate is missing a section on research and development \(R&D\) in science that used to exist during the space age Without this research, then the US will not advance forward technologically like it used to.","This candidate is missing a section on MSK<0> , then the US will not advance forward technologically like MSK<0> used to . ",This argument is fallacious.,0.0
2887,2887,"Morality is subjective, so eating meat is not necessarily immoral.","Morality is subjective , so eating meat is not necessarily immoral . ",This argument is fallacious.,0.0
1307,1307,Science offers alternative explanations for the origin of the universe.,Science offers alternative explanations for the origin of the universe . ,This argument is fallacious.,0.0
911,911,"The use of the term ""Social Justice Warrior"" is a derogatory term that has become a way to refer to people who actually have varying political convictions on a diverse set of issues.","The use of the MSK<0> "" Social Justice Warrior "" is a derogatory MSK<0> that has become a way to refer to people who actually have varying political convictions on a diverse set of issues . ",This argument is fallacious.,0.0
697,697,We can both investigate and continue the nomination process. If the senate put a clause in Kavanaugh's confirmation that states if he is found guilty then he must resign. If the democrats accept this then we know it was not a delay only tactic.,MSK<0> can both investigate and continue the nomination process . If MSK<1> put a clause in MSK<2> confirmation that states if MSK<2> is found guilty then MSK<2> must resign . If the democrats accept this then MSK<0> know MSK<1> was not a delay only tactic . ,This argument is fallacious.,0.0
2386,2386,Freedom is the best way to individual happiness.,Freedom is the best way to individual happiness . ,This argument is fallacious.,0.0
466,466,Forcing companies to pay extra for public services or wages would result in increased adoption of automation and unemployment.,Forcing companies to pay extra for public services or wages would result in increased adoption of automation and unemployment . ,This argument is fallacious.,0.0
1019,1019,"One who is sentenced to death has surely taken away the rights to a living person. As such, a person who has been convicted should have restrictions, as they have restricted those who they harmed in their crimes.","One who is sentenced to death has surely taken away the rights to a living person . As such , MSK<0> should have MSK<1> , as MSK<0> have MSK<1> those who MSK<0> harmed in MSK<0> crimes . ",This argument is fallacious.,0.0
363,363,The Book of Mormon contains information about ancient legal systems for which Joseph Smith had no background to produce on his own.,The Book of Mormon contains information about ancient legal systems for which MSK<0> had no background to produce on MSK<0> own . ,This argument is fallacious.,0.0
1842,1842,This would actually make discrimination significantly easier to prove and prosecute.,This would actually make discrimination significantly easier to prove and prosecute . ,This argument is fallacious.,0.0
3656,589,"In the broader context of the world, the line of questioning Islam is subjected to is unique and hypocritical; in that, Islam is singled out for a trial on violence whereas other religions are vindicated for objectively more violent records.","In the broader context of the world , the line of questioning MSK<0> is subjected to is unique and hypocritical ; in that , MSK<0> is singled out for a trial on MSK<1> whereas other religions are vindicated for objectively more MSK<1> records . ",This argument is fallacious.,1.0
