Unnamed: 0.1,Unnamed: 0,Label,Argument,Claim,Type of Argument,Type of fallacy,Pros,Cons,is_fallacy,masked_articles
708,952,"A lot of those circles also ban abortion, so the justification of abortion by citing these situations is a fallacy. They already stigmatise abortion and demand carrying to full term, so they are an irrelevant factor in the discussion.",Access to contraception will not help when many religious and cultural circles demand abstinence. Young women may have access to contraception but choose not to carry or use it because they are at a higher risk of being caught and punished for being sexually active.,Better access to contraception and improved sexual education would reduce the risk of unplanned pregnancies.,Con,fallacy,],],1.0,Access to contraception will not help when many religious and cultural circles demand abstinence . MSK<0> may have MSK<1> but choose not to carry or use MSK<1> because MSK<0> are at a higher risk of being caught and punished for being sexually active . 
709,954,The contention that abortion is ethical or good because it occurs in nature is an appeal to nature which is a logical fallacy.,Abortion is a part of nature,Abortion promotes selfishness and a lack of respect for life as a whole.,Con,fallacy,],],1.0,Abortion is a part of nature 
710,957,It is a fallacy to state that there is one single force -- pay -- that motivates people to choose one profession or job opening over another.,Gains from efforts are the only motivating force behind the efforts. Distributing outcomes demotivates the achievers.,Achieving equal outcomes for all citizens contravenes rewarding people based on the merit of their contribution.,Pro,fallacy,],"'While it is true that pay is not the only motivator for work, it is also true that if one is not rewarded with a higher pay one would be less likely to put themselves through med-school, living poor and working a lot as a student and finishing with a high level of debt.', 'Pay is not the single force, but it seems to be the most measurable one and the outcome that’s the best subject to being leveled or evened between people.']",1.0,Gains from MSK<0> are the only MSK<1> force behind MSK<0> . Distributing outcomes MSK<1> the achievers . 
711,958,"Sweden, Norway, Switzerland are all countries with decent programs of equality of outcome and have some of the highest GDPs. Equating equality of outcome with dictatorship is a logical fallacy.","In order to get equal outcomes, the use of force is required against those that do not want to comply. Whether this is by a government body or another entity that holds power. The old USSR, China, Venezuela, North Korea are all examples of where ""equal outcomes"" were attempted. The people that did not comply were either arrested or killed or both.",Equality of Outcome is better than Equality of Opportunity,Con,fallacy,],],1.0,"In order to get MSK<1> , the use of force is required against those that do not want to MSK<2> . Whether this is by a government body or another entity that holds power . The old USSR , MSK<3> , Venezuela , North MSK<3> are all examples of where "" MSK<1> "" were attempted . The people that did not MSK<2> were either arrested or killed or both . "
712,960,Just because something is natural does not make it morally permissible. This is known as the 'appeal to nature fallacy',Lying is natural.,It is morally wrong for people to lie.,Con,fallacy,],],1.0,Lying is natural . 
713,961,This argument is based on an appeal to probability which is a logical fallacy. Just because something could happen does not mean it is certain to.,"The size, age, and properties of the observable universe allow for an extremely high number of planets on which life could emerge and thrive.",Alien life has existed or does exist.,Pro,fallacy,],"""It doesn't fall under the appeal to probability as the argument did not say anything about something certainly happening, for it merely implied that it would be probable.""]",1.0,"The size , age , and properties of the observable universe allow for an extremely high number of planets on which life could emerge and thrive . "
714,962,"The premise that wealth acquisition under capitalism is a zero-sum game is known as the ""Fixed Pie Fallacy"", and is demonstrated false by the fact of continuously rising absolute standards of living globally","Capitalism is premised on inequality, since the objective is acquiring more wealth whenever possible. For someone to have more, someone else must have less.",Capitalism promotes equality.,Con,fallacy,],],1.0,"Capitalism is premised on inequality , since the objective is acquiring more wealth whenever possible . For someone to have more , someone else must have less . "
715,963,This is a fallacy of an appeal to numbers.,Surveys show wide-spread public opposition in the West to the development and use of autonomous weapons.,The West should build working autonomous killing machines \(AKMs\) as quickly as possible.,Con,fallacy,],"""While it may generally be true that something isn't correct just because many people believe it, public opinion still provides an integral measure for what to do in democracies.""]",1.0,Surveys show wide - spread public opposition in the West to the development and use of autonomous weapons . 
716,966,Belief that good behaviors beget reward and bad behaviors beget punishment is rooted in just-world beliefs which is a fallacy.,"Belief in an afterlife is often rooted in religious worldviews, many of which also promise punishment as part of their life on earth. These threats should be sufficient to regulate behaviors.",Belief in an afterlife is used by major religions to encourage moral behavior.,Pro,fallacy,"'Just world beliefs enable victim-blaming 'Just-world beliefs increase dishonesty Thus, they do not appear to regulate moral behavior.']","'Though this might be a fallacy, belief in an afterlife may comfort victims of abuse and human rights violations whose perpetrators have escaped punished by informing them that they will pay in the life that is yet to come.']",1.0,"Belief in an afterlife is often rooted in religious worldviews , many of which also promise punishment as part of their life on earth . These threats should be sufficient to regulate behaviors . "
717,968,"It does not follow logically that, if all professors are biased, therefore the collection of all professors is biased as well. That is an excellent example of the fallacy of composition, which argues that what is true of the individual members is true of the group as a whole.","Universities as spaces of knowledge are the sum of their faculties. As faculties are not neutral, the university itself is not neutral either.","Even if ideas are never neutral, the space in which they are explored can be.",Con,fallacy,],],1.0,"MSK<0> are the sum of MSK<0> MSK<1> . As MSK<1> are not MSK<2> , coref1 is not MSK<2> either . "
718,969,This is the appealing to consequences of belief fallacy. The outcome of a particular belief neither supports or negates the belief itself.,"Believing that people are immoral leads to tons of anger, shame, violence, and suicide",People who do immoral things aren't immoral.,Pro,fallacy,],"'The outcome of a particular belief, e.g the proven existence of a deity,  would support the belief itself, e.g the belief in said deity']",1.0,"Believing that people are immoral leads to tons of anger , shame , violence , and suicide "
719,974,"Placing traditional values on a pedestal while denigrating modern society is a quintessential example of the ""golden age"" fallacy","The goals of the past reflect our societies' traditional values, untarnished by modern life. These values should remain central to education.",There is no need to constrain contemporary schools with the goals and conventions of the past.,Con,fallacy,"'The ""traditional"" values of Western society would include sexism racism and child abuse",],1.0,The goals of the past reflect MSK<0> . MSK<0> should remain central to education . 
720,975,"We can learn from other countries, but saying we should do something just because other countries are is a ""bandwagon fallacy",Most modern term limits internationally affect only presidents or similar figures.,"Term limits exist at the Executive Branch, they should be in place for elected law makers as well.",Con,fallacy,],],1.0,Most modern term limits internationally affect only presidents or similar figures . 
721,976,"The thread above does not attack free will on skeptical grounds. Rather, it makes a point about how logical argumentation works in the context of using the claim ""Since humans are rational beings, they are able to decide for themselves what they will do"" as a way of proving the existence of free will. Whatever standard of proof is decided on, such circularity in argumentation is still a fallacy.","It's unclear why the burden of proof should be entirely on the proponent of free will.  When a person chooses to study quantum mechanics, it seems to that person that they could have chosen art instead.  But whatever they choose, the free will skeptic will insist that the choice was determined.  The question arises: is there anything a person could possibly do to convince the skeptic?",Appealing to the a definition of rational actions that depends upon their being freely chosen to demonstrate free will is a circular argument. What needs to be proven is that rational deliberation is in the operation of a free \(in the sense of undetermined\) will.,Con,fallacy,],],1.0,"It 's unclear why the burden of proof should be entirely on the proponent of MSK<0> will . When MSK<1> MSK<2> to study MSK<3> , it seems to MSK<1> that MSK<3> could have MSK<2> art instead . But whatever MSK<3> MSK<2> , the MSK<0> will MSK<4> will insist that the MSK<2> was determined . The question arises : is there anything MSK<1> could possibly do to convince MSK<4> ? "
722,977,This is the Nirvana Fallacy Just because it isn't a perfect solution doesn't mean we shouldn't consider it as a viable option. GMOs will improve with time and experience to consistently produce superior crop yields.,GMOs can also yield disappointing crop yields.,The US should ban the production and distribution of genetically modified foods.,Pro,fallacy,],],1.0,GMOs can also MSK<0> disappointing crop MSK<0> . 
723,979,"The use of “undoubtedly” here is perhaps due to the attribution error fallacy. Looking at history, one might think everything makes sense and every betrayal makes sense. However, evidence posted on this discussion suggests that that period was named the decline and fall of the Byzantine empire, even by european writers of the time.","The recent loss made a future victory more likely, as Eastern Rome would undoubtedly regroup to launch an overwhelming attack to regain what she had lost, which she had only lost for 10-20 years.","The Byzantines were at a great disadvantage, as they, from 613-619 CE, were decimated by the Persian Empire, losing the territories of Antioch, then Damascus, then Armenia, then their most cherished Jerusalem, then Chalcedon, and finally Egypt.",Con,fallacy,],],1.0,"The recent MSK<1> made a future victory more MSK<2> , as Eastern Rome would MSK<2> regroup to launch an overwhelming attack to regain what MSK<0> had MSK<1> , which MSK<0> had only MSK<1> for 10 - 20 years . "
724,981,"This is the probability fallacy, if I flip a coin three times and guess the result correctly each time it does not mean I have a better chance at getting it right the fourth time.",There are a number of facts mentioned in the New Testament which are corroborated by external sources.,The Bible provides historical evidence for the existence of God.,Pro,fallacy,"'In the same way if we are to believe the Bible has gotten one thing right, it does not lead to the likelihood that any other thing in the Bible is correct..']",],1.0,There are a number of facts mentioned in the New Testament which are corroborated by external sources . 
725,982,"Asserting that the Bible is either completely inerrant, or otherwise cannot be trusted at all, is an example of the nirvana fallacy Given that all humans are fallible, all documents contain some amount of error, and in order to hold all records to the unattainable standard of inerrancy we would be forced to abandon the entire field of history.","A source is either reliable, or it is not. It can not be simultaneously a perfect and accurate historic record we can trust every word of, and have a few flaws here and there. As such, if the bible might have some errors in it, it is not sufficiently accurate to prove the existence of God.","It may be the case that the Bible is historically accurate, but that it contains misconceptions and superstitions that were prevelant at the time. These may account for the notable errors and oddities found in it.",Con,fallacy,],"""The claims made in the bible are regularly extraordinary, and do not line up with our understanding of the universe without an incredible amount of work. Given the fantastic nature of the work, it seems it's only claim to legitimacy is it's supposed accuracy, when that is undermined it may be possible to show the bible, or parts of it are true, but it does not make sense to presume this."", 'Like the bible, the legend of King Arthur reference many historical events with some degree of accuracy. This does not support the existence of green knights who can walk around without their heads.']",1.0,"MSK<0> is either reliable , or MSK<0> is not . MSK<0> can not be simultaneously a perfect and MSK<1> historic record we can trust every word of , and have a few flaws here and there . As such , if MSK<2> might have some errors in MSK<2> , MSK<2> is not sufficiently MSK<1> to prove the existence of God . "
726,983,This is a genetic fallacy The origins of one's belief in a proposition has no impact on whether the proposition is true.,"In most instances, followers are born into their religion. Their parents expose them to faithful practices and religious experiences early on. This is similar to indoctrination practices, which provide false sense of belonging and a distaste for divergent thought.","Revelation through faithful practices, religious experiences, and testimony support the existence of God.",Con,fallacy,],"""It's not a matter of where someone was brought up, but how."", 'With all of the religions in the world, either all of them are wrong, or all but one are wrong.', ""This is a fallacy fallacy. The grandparent claim doesn't invalidate the great grandparent claim on the basis of genetics or nature of the followers, but the nurture or the means in which they were instructed to believe. The parent claim incorrectly asserts the opposite.""]",1.0,"In most instances , MSK<0> are born into MSK<0> MSK<2> . MSK<0> parents expose MSK<0> to faithful MSK<1> and MSK<2> experiences early on . This is similar to indoctrination MSK<1> , which provide false sense of belonging and a distaste for divergent thought . "
727,987,The theory of Divine Simplicity is an example of moving the goalposts,The classical definition of God historically includes Divine Simplicity,"It's possible that, through His nature, God embodies, rather than commands, what is right. In this view, God and morality are the same thing.",Pro,fallacy,"'Divine Simplicity differentiates ""good"" as it pertains to God from ""good"" as is \\(or can be\\) defined and understood by humans. See Divine Simplicity ""...God\'s attributes can only be spoken of by analogy.""']",],1.0,The classical definition of God historically includes Divine Simplicity 
728,989,"Metaphysics places itself outside measurement and examination. Thus it is unfalsifiable, by definition a fallacy, therefore unworthy of reasonable consideration when hypothesising real explanations for anything.","There is no known way to calculate the probability of any metaphysical statement. Therefore, probability can't be effectively used for metaphysical study, and other forms of reasoning \(like logical deduction\) are required.",Source physicalism is many times more probable than omni-theism.,Con,fallacy,],],1.0,"There is no known way to calculate the MSK<0> of any MSK<1> statement . Therefore , MSK<0> can't be effectively used for MSK<1> study , and other forms of reasoning \ ( like logical deduction \ ) are required . "
729,990,It would be an argumentum ad ignoratium fallacy to suggest that sensory evidence is a necessary condition until one establishes otherwise.,"Even if it is true that evidence available to the senses is not a sufficient condition to know something exists, that does not mean it is not necessary",Our knowledge of the existence of something cannot be justified by our senses alone.,Con,fallacy,],],1.0,"Even if it is true that MSK<0> is not a sufficient condition to know something exists , that does not mean MSK<0> is not necessary "
730,991,The Kalam cosmological argument commits the composition fallacy,Cosmological arguments support the existence of God.,Philosophical arguments support the existence of God.,Pro,fallacy,],"'The fallacy would be to infer ‘The universe has a cause’ from the observation that everything in the universe seems to be caused by something else. But the question is whether ‘Everything that begins to exist has a cause’ \\(1st premise of the KCA\\) is more plausible than its negation. It has to be taken on blind faith that there could be uncaused finite entities, such as the uncaused universe. By no means would this assertion be more plausible than ‘God created the Heavens and the Earth’.']",1.0,Cosmological arguments support the existence of God . 
731,993,Cosmological arguments commit the God of the gaps fallacy.,Cosmological arguments support the existence of God.,Philosophical arguments support the existence of God.,Pro,fallacy,"""Any appeal to God as an explanation for some observation that lacks a scientific explanation is God-of-the-gaps reasoning. Therefore, no such observation can, in principle, support the existence of God, as it is likely that something just isn't well understood yet.""]","'Science may one day explain things that we currently have no explanation for other than ""God did it,"" but science is equally likely to reveal new concepts and topics that seem inexplicable without God.', 'The alternative is a homunculus fallacy, in which nature is explained in purely naturalistic terms, resulting in an infinite regress of causes.', 'To say that science has explained some things previously attributed to God and therefore God is unnecessary for existence is a hasty generalization. Science would have to prove that God is not needed for the universe to exist before this argument is valid.', ""The claim that science will one day be able to explain the gaps is a post dated cheque. It's an empty promise."", 'Even if true this claim does not disprove Gods existence because God by definition eludes the scope of science. Science could come up with a complete description of how the world is functioning, and the possibility still remains that God could have made it that way.']",1.0,Cosmological arguments support the existence of God . 
732,996,It may be that there is no reason to be moral; arguing for God's existence on the basis of how bad that would be is the fallacy of appeal to consequences,There would be no reason to be moral without the existence of a higher entity.,"Morality does not factor into the existence, or non-existence of an entity.",Con,fallacy,],],1.0,There would be no reason to be moral without the existence of a higher entity . 
733,997,"This commits the fallacy of division, which is when one assumes that a property of a whole must apply to some or all parts of that whole.","Something cannot posses categories of qualities which its source lacks. People exist, therefore a personal God must exist.",Teleological arguments support the existence of God.,Pro,fallacy,],],1.0,"MSK<0> can not posses categories of qualities which MSK<0> source lacks . People MSK<1> , therefore a personal God must MSK<1> . "
734,1001,This is a non-sequitur fallacy as there is nothing about complexity or precision that implies a God to exist.,The complexity and precision found in nature and in living organisms indicate God's existence as the creator of all things.,Teleological arguments support the existence of God.,Pro,fallacy,],],1.0,The complexity and precision found in nature and in living organisms indicate God 's existence as the creator of all things . 
735,1003,To believe that universe is fine-tuned for life is a fallacy we commit as beings which exist in this universe.,"Many, such as Antony Flew, were convinced by scientific evidence such as the fine-tuning of the universe for life.",The scientists didn't believe for scientific reasons,Con,fallacy,"""What we see as fine-tuned is the only possible state for the universe to exist in a way that would lead to this very moment. It is not that Earth has miraculously been given atmosphere containing oxygen that we, conveniently, use to survive. We use oxygen because that's what we evolved to breathe because of how the universe turned out to be.""]",],1.0,"Many , such as Antony Flew , were convinced by scientific evidence such as the fine - tuning of the universe for life . "
736,1006,The existence of God is not contingent on the value of that existence. This is an example of a moralistic fallacy,Axiological arguments support the existence of God.,Philosophical arguments support the existence of God.,Pro,fallacy,],],1.0,Axiological arguments support the existence of God . 
737,1007,"There exists in the claim a fallacy of Affirming the Consequent Allowing that God would probably create an ordered \(a.k.a. ""elegant""\) universe, it cannot be concluded that an ordered universe was necessarily caused by said God.","The Likelihood Principle states that if some observation O is likely under hypothesis A and less likely under hypothesis B, then O counts as evidence for A over B.","There isn't any reason a priori to expect the world to be fundamentally beautiful - however, if it was created by a perfect God, it would almost certainly be. As such, the fact that we exist in a fundamentally beautiful universe counts as evidence for a perfect Creator.",Pro,fallacy,],],1.0,"The Likelihood Principle states that if some observation MSK<0> is MSK<1> under MSK<2> A and less MSK<1> under MSK<2> MSK<3> , then MSK<0> counts as evidence for A over MSK<3> "
738,1008,"This demonstrates an argument from rarity It conflates the probability of causation with the plausibility of explanation. By analogy, it is like arguing that the winner of the lottery must have cheated, due to the low probability of any given person winning.","The Likelihood Principle states that if some observation O is likely under hypothesis A and less likely under hypothesis B, then O counts as evidence for A over B.","There isn't any reason a priori to expect the world to be fundamentally beautiful - however, if it was created by a perfect God, it would almost certainly be. As such, the fact that we exist in a fundamentally beautiful universe counts as evidence for a perfect Creator.",Pro,fallacy,],],1.0,"The Likelihood Principle states that if some observation MSK<0> is MSK<1> under MSK<2> A and less MSK<1> under MSK<2> MSK<3> , then MSK<0> counts as evidence for A over MSK<3> "
739,1011,"This argument, rather than engaging with the arguments for God’s existence or discussing what counts as warranted belief in God, seeks to dismiss belief in the thesis “God exists” by explaining how it originated. Thus, this argument commits the genetic fallacy.","The concept of God has a mundane explanation as a consequence of human desire for power. When individuals with conflicting desires form groups, the group assigns an individual with infinite power representing their shared goals in an attempt to dominate all others.","It is more likely that people invented the idea of God, than that he actually exists.",Pro,fallacy,],"'Many of the attributes assigned to the concept ‘God’ - sentience, masculinity, have no basis except for the fact that people believe them. Thus how they came to believe them is important when it is the only factor which supports those assertions. Unless any other evidence for those attributes is given, they can be considered irrelevant. All arguments equating a ‘cause’ to ‘God’ need to provide additional justification for those extra attributes to be seriously considered.']",1.0,"MSK<0> has a mundane explanation as a consequence of human desire for MSK<1> . When MSK<2> , MSK<0> assigns an individual with infinite MSK<1> representing MSK<2> shared goals in an attempt to dominate all others . "
740,1014,"Saying 'God is a special case, we can't hold them to the same standard' is the logical fallacy of special pleading.","There is no proper analogy between God's right as an ""owner"" of his creation, and our rights as ""owner"" of our creations.",A sentient being can be owned if the entity owning the sentient being is as supreme as God is understood to be.,Pro,fallacy,],'Special pleading is making an *arbitrary* exception to a rule. God is in a unique position of authority and supremacy to every other being. It is a case of equivocation to assume that God is merely a human in different clothes.'],1.0,"There is no proper analogy between MSK<0> right as an "" MSK<1> "" of MSK<0> MSK<2> , and MSK<3> rights as "" MSK<1> "" of MSK<3> MSK<2> . "
741,1016,Norman Swartz contends that arguments using free will to deny omniscience commit the modal fallacy,"Humans \(and perhaps animals\) have free will. For this to be true, God could not know what their actions were going to be in advance, otherwise it wouldn't truly be free.",The definition of God is self-contradictory in that he is all-knowing \(omniscient\) but there are things that God cannot know.,Pro,fallacy,],],1.0,"Humans \ ( and perhaps animals \ ) have MSK<0> will . For this to be true , MSK<1> could not know what MSK<1> actions were going to be in advance , otherwise it wouldn't truly be MSK<0> . "
742,1017,This claim commits the genetic fallacy - the attempt to invalidate a position by showing how a person came to hold it.,"Humans may have evolved with a tendency of seeking a God to fulfill human psychological needs. Because of this, humans may be biased towards finding arguments supporting this view.","The concept of God is a natural evolution of human mythology, dating back to the neolithic period.",Pro,fallacy,],'The claim merely explains/claims that humans may have needed God for psychological reasons. This in no way is a logical fallacy.'],1.0,"MSK<0> may have evolved with a tendency of seeking a God to fulfill MSK<0> psychological needs . Because of this , MSK<0> may be biased towards finding arguments supporting this view . "
743,1019,This claim is guilty of the genetic fallacy. Showing how a belief originated does nothing towards showing if its true or not.,"The concept of God is a natural evolution of human mythology, dating back to the neolithic period.",There are psychological and sociological reasons to doubt that God exists.,Pro,fallacy,],"'If a belief originated from a chain of causality unrelated to whether that belief is true, finding that out is Bayesian evidence against that belief being true.']",1.0,"The concept of God is a natural evolution of human mythology , dating back to the neolithic period . "
744,1020,The prevalence of the just world fallacy shows how common it is for people to want the world to be just even when it isn't.,Neither divine justice nor moral law are undesirable.,"Arguments that describe God as a social construct fail to account for the undesirable aspects of God, like divine justice and moral law.",Con,fallacy,],],1.0,Neither divine justice nor moral law are undesirable . 
745,1021,Causation/Correlation Fallacy The fact that other countries have better X \(scientific research programs\) than countries with characteristic Y \(membership within the European Union\) does not mean that success in X \(scientific research programs\) is causally related to Y \(membership within the European Union\) in any way.,The UK can have better scientific research outside the EU as evidenced by the fact that many countries outside the EU have better scientific research programmes than many countries inside the EU.,A hard Brexit will hurt the scientific community in the UK.,Con,fallacy,],],1.0,The UK can have MSK<2> MSK<3> MSK<4> as evidenced by the fact that many MSK<5> MSK<3> MSK<4> have MSK<2> programmes than many MSK<5> inside MSK<4> . 
746,1023,"This is both a historical fallacy and retrospective determinism. The fact that the ban of circumcision in the past can be connected to persecution, does not mean it is likely \(much less guaranteed\) to happen again if the other causes are not present.","Even if the justification used by the government is a medical one, the historical association between the banning of circumcision and the persecution of religious peoples - particularly the Jews, is likely to strengthen perceptions of persecution for religious reasons.",Banning religious traditions alienates religious people and the rest of the society.,Pro,fallacy,],],1.0,"Even if the justification used by the government is a medical one , the historical association between the banning of circumcision and the MSK<0> of MSK<1> peoples - particularly the Jews , is likely to strengthen perceptions of MSK<0> for MSK<1> reasons . "
747,1024,"'New' concepts are still concepts, and are either true or false, right or wrong on their own merits. Arguing that a concept must be false because it is 'new' is a logical fallacy.",Bodily integrity applied to circumcision \(as opposed to the original idea is a new concept that doesn't necessarily have any real standing as a human right.,Circumcision violates body autonomy.,Con,fallacy,],],1.0,Bodily integrity applied to circumcision \ ( as opposed to the original idea is a new concept that doesn't necessarily have any real standing as a human right . 
748,1025,"This is a textbook example of the hasty generalization fallacy, times two.To broadly state parents who choose to circumcise their infants are not invested in the interests of their child, and have prioritized religion over a child's future wish, is patently false. A huge percentage of parents circumcising their infant do it for medical reasons.","The child's parents who choose to circumcise are not invested in the interests of their child, they have prioritised their religion or preference as a priority over their child's future wish.","Given that the child is unable to offer an opinion either way, the wish of the child's parents is the best proxy for the interests of the child.",Con,fallacy,],'-> See 1.1.4.1.1.1.2.1.2.'],1.0,"MSK<0> are not invested in the interests of MSK<0> , MSK<1> have MSK<2> MSK<1> religion or preference as a MSK<2> over MSK<0> future wish . "
749,1026,"This is the fallacy of argumentum ad baculum. ""if you disagree with me I/ or god will - smite you. It is never a good and ethical reason for an action - in this case not circumcising a child.",Banning circumcision could lead to real supernatural punishment from God.,"Parents have the responsibility \(among others\) to protect their children from spiritual threats. A ban on circumcision may present just such a threat, as seen through the lens of their religion. This responsibility gives them the authority to act in the interest of their child as they deem necessary.",Pro,fallacy,],],1.0,Banning circumcision could lead to real supernatural punishment from God . 
750,1027,Just because a passage says Jesus died for believers does not mean that he didn't die for unbelievers \(Negative inference fallacy That conclusion would require a passage saying he only died for believers.,Bible verses teach that Christ died for believers without mentioning that he died for unbelievers.,The Bible teaches limited atonement.,Pro,fallacy,],],1.0,Bible verses teach that MSK<1> for believers without mentioning that MSK<1> for unbelievers . 
751,1028,Rejecting gun control legislation as a partial solution because it fails to totally eliminate homicide is an example of the Nirvana fallacy,"Knives, cars, bombs, and other weapons can be just as easy to use and as lethal as firearms.","The feeling of safety provided by gun control is illusory, as there are many dangerous things that gun laws do not regulate.",Pro,fallacy,],],1.0,"Knives , cars , bombs , and other MSK<0> can be just as easy to use and as lethal as MSK<0> . "
752,1030,This is an Appeal to Accomplishment logical fallacy. Ideas presented by the educated should be reinforced by sound arguments and facts.,People who were more likely than average to complete college \(pg 30\) were also more likely to endorse political correctness.,"Proponents of PC culture have often already examined the arguments of those conservative viewpoints and found reasons they are wrong. It is not that they are not willing to address conservative viewpoints, its that those viewpoints have already been addressed and disproved, yet people repeat them.",Pro,fallacy,],],1.0,People who were more MSK<0> than average to complete college \ ( pg 30 \ ) were also more MSK<0> to endorse political correctness . 
753,1032,"This argument is a fallacy as it assumes a single, exclusive cause is correct based on lack of knowledge, evidence, or without accounting for all other possibilities. It is reasonable to speculate that communication skills are a sexually dimorphic trait. The roles of males in human evolution may not have required communication skills comparable to women's and therefore these skills were not selected for as strongly in males.",This is only because of social constructs that force men to neglect communication.,Women have better social skills than men,Con,fallacy,],],1.0,This is only because of social constructs that force men to neglect communication . 
754,1033,"This argument is a potential fallacy as there are reasons other then 'stupidity' for risky/reckless behaviours. This article - sex differences in everyday risk - indicates risk taking may be a form of 'showing off' in mate attracting displays. As females may find risky situations more stressful, males may take on risk to display their 'fitness' as a mate.","Sometimes, following orders is wise. After all, there is a reason why women die less often on the road. Men being reckless is not a sign of superiority, but of stupidity.","This simply shows that women are better at following orders, which is being touched on in another thread. Reference: ",Con,fallacy,],],1.0,"Sometimes , following orders is wise . After all , there is a reason why women die less often on the road . Men being reckless is not a sign of superiority , but of stupidity . "
755,1035,"There is a risk of a correlation causation fallacy in this statement, considering that classist bias could influence the ability for a student to integrate into a traditionally higher class school environment.",There are particularly high drop out rates for affirmative action students at college.,"Affirmative action places students into a competitive academic environment, without equipping them with the necessary skills for success. This has a negative effect for students accepted from lower achieving schools.",Pro,fallacy,],],1.0,There are particularly high drop out rates for affirmative action students at college . 
756,1036,"This statement would be true if one believes that 'normalizes affirmative action' translates directly into the same employment opportunities as whites, but that, in itself, is a fallacy and a form of discrimination which is statistically indeterminable.",Affirmative action in college admissions normalizes affirmative action in the workplace.,It is time to end affirmative action in college admissions.,Con,fallacy,],],1.0,MSK<1> in college admissions normalizes MSK<1> in the workplace . 
757,1037,The atheist regimes argument is demonstrably fallacious.,"Atheist regimes have proven that the removal of religion from human nature creates widespread death and catastrophe, as in the case of Stalin or Mao","If morality was based on religion, it would imply that non religious people are immoral, which is not true.",Con,fallacy,"'It\'s arguable that Stalin or Mao\'s regime were ""atheist"", however those regimes weren\'t without religion. Those regimes are called cults of personality 'Regimes is the key term there, not atheist. Authoritarian governments frequently result in critical enforcement by violence and fear. The Sadam regime is a good example.']",'The source provided is not peer-reviewed and is from a biased news source.'],1.0,"Atheist regimes have proven that the removal of religion from human nature creates widespread death and catastrophe , as in the case of Stalin or Mao "
758,1040,"Humanism affirms naturalism are an integral part of nature, the result of unguided evolutionary change. Humanists recognize nature as self-existing. We accept our life as all and enough, distinguishing things as they are from things as we might wish or imagine them to be.) and embraces humans as a result of evolutionary change and, as such, contradicts veganism in regard to its view on human biology. Humanism affirms an omnivorous diet as a moral worth in itself, while veganism dismisses it as an appeal to nature if we accept at face value the premise that man is a natural meat-eater, this reasoning depends on the claim that if a thing is natural then it is automatically valid, justified, inevitable, good, or ideal. Eating animals is none of these things.).","Humanism declares humans as the most valuable species while veganism explicitly condemns that as ""speciesism"" or ""carnism"".",Veganism contradicts humanism,Pro,fallacy,],],1.0,"MSK<0> declares humans as the most valuable MSK<0> while veganism explicitly condemns that as "" MSK<0> "" or "" carnism "" . "
759,1043,"This is a 'sunk cost fallacy' argument, also known as \(and perhaps more relevant in this case\) the 'Concorde Fallacy'. See also Escalation of commitment",A decision has been made. One cannot continue to hold referendums until the result is acceptable.,A further referendum should be held on Brexit,Con,fallacy,],],1.0,A decision has been made . One can not continue to hold referendums until the result is acceptable . 
760,1044,"This is the fallacy of composition. Just because something is true in part, does not mean it is true as a whole. The reasons for which gender neutral bathrooms work in some locations might not apply on a greater scale and in public.","As gender neutral bathrooms have worked in many areas, increased rollout may lead to a rise in acceptability.",Challenging existing social norms regarding bathroom use could lead to people feeling uncomfortable when using public bathrooms.,Con,fallacy,"'-> See 1.2.3.3.2.3.2.', '-> See 1.2.3.3.2.1.', 'Even where gender neutral bathrooms are available, this is usually the result of considerations about practicality and not any social agenda.', '-> See 1.2.3.2.2.2.1.']","'This may equally be an indication that society is in the process of switching to universal, gender neutral bathrooms, and that those areas are the easiest, or most readily-accepted, place to start.', ""There is no evidence that this is the reason for gender neutral bathrooms' existence in only specific areas.""]",1.0,"As gender neutral bathrooms have worked in many areas , increased rollout may lead to a rise in acceptability . "
761,1045,"Gender segregated public bathrooms currently far out number gender neutral public bathrooms. As such, comparisons of the frequency of sexual harassment may not be a reliable indicator rate fallacy, or base rate neglect, is a cognitive error whereby too little weight is placed on the base, or original rate, of possibility \(e.g., the probability of A given B\). In behavioral finance, base rate fallacy is the tendency for people to erroneously judge the likelihood of a situation by not taking into account all relevant data. Instead, investors might focus more heavily on new information without acknowledging how this impacts original assumptions.) of safety.","Most reported incidents of sexual harassment occur in gender segregated bathrooms, not gender neutral bathrooms.","Gender neutral bathrooms could lead to higher levels of sexual assault, harassment, or peeping following is an example of a state peeping Tom statute:\n\n"" Secretly peeping into room occupied by another person.\n\n\(a\) Any person who shall peep secretly into any room occupied by another person shall be guilty of a Class 1 misdemeanor.\n\n\(a1\) Unless covered by another provision of law providing greater punishment, any person who secretly or surreptitiously peeps underneath or through the clothing being worn by another person, through the use of a mirror or other device, for the purpose of viewing the body of, or the undergarments worn by, that other person without their consent shall be guilty of a Class 1 misdemeanor.).",Con,fallacy,],],1.0,"Most reported incidents of sexual harassment occur in MSK<0> segregated MSK<1> , not MSK<0> neutral MSK<1> . "
