Unnamed: 0,argument,sa_argument,hypothesis,is_fallacy
1803,", rather than on his arguments or opinions.",", rather than on his arguments or opinions . ",This argument is fallacious.,1
1962,"MARVIN STONE: You suggest that we scrap the SALT II treaty already negotiated, and intensify the build-up of American power to induce the Soviets to sign a new treaty - one more favorable to us. President Carter, on the other hand, says he will again try to convince a reluctant Congress to ratify the present treaty on the grounds it's the best we can hope to get. Now, both of you cannot be right. Will you tell us why you think you are?
RONALD REAGAN: Yes. I think I'm right because I believe that we must have a consistent foreign policy, a strong America, and a strong economy. And then, as we build up our national security, to restore our margin of safety, we at the same time try to restrain the Soviet build-up, which has been going forward at a rapid pace, and for quite some time.
October 28, 1980
Cleveland, Ohio
What logical fallacy did Reagan’s response illustrate the use of?","MARVIN STONE : You suggest that MSK<0> scrap MSK<1> already negotiated , and intensify the MSK<2> - up of American power to induce the MSK<11> to sign a new treaty - one more favorable to MSK<0> . MSK<3> , on the other hand , says MSK<3> will again MSK<4> to convince a reluctant Congress to ratify MSK<1> on the grounds it 's the best MSK<0> can hope to get . Now , both of MSK<5> can not be MSK<6> . Will MSK<5> tell MSK<0> why MSK<5> MSK<7> MSK<5> are ? RONALD MSK<8> : Yes . MSK<5> MSK<7> MSK<5> 'm MSK<6> because MSK<5> believe that MSK<0> must have a consistent foreign policy , a MSK<9> America , and a MSK<9> economy . And then , as MSK<0> MSK<2> up MSK<0> national security , to restore MSK<0> margin of safety , MSK<0> at the same MSK<10> MSK<4> to restrain the MSK<11> MSK<2> - up , which has been going forward at a rapid pace , and for quite some MSK<10> . October 28 , 1980 Cleveland , Ohio What logical fallacy did MSK<8> ’s response illustrate the use of ? ",This argument is fallacious.,1
1122,"Matt is running for class president. In his campaign speech he says, ""My opponent does not deserve to win. She is a smoker and she cheated on her boyfriend last year.""
What fallacy has Matt committed?","MSK<0> is running for class president . In MSK<0> campaign speech MSK<0> says , "" MSK<0> does not deserve to win . MSK<1> is a smoker and MSK<1> cheated on MSK<1> boyfriend last year . "" What fallacy has MSK<0> committed ? ",This argument is fallacious.,1
2354,The sinister fisherman's suspicious smile frightened the innocent children,The sinister fisherman 's suspicious smile frightened the innocent children ,This argument is fallacious.,1
2179,"Jimmy has a fever, sinus congestion, a cough, and can’t come to school, so he probably has a test later today.","MSK<0> has a fever , sinus congestion , a cough , and ca n’t come to school , so MSK<0> probably has a test later today . ",This argument is fallacious.,1
1361,"The first time I went to Six Flags was great, so every time I go there will be great.","The first MSK<1> went to Six Flags was MSK<2> , so every MSK<1> go there will be MSK<2> . ",This argument is fallacious.,1
491,Look at that face! Could anyone trust that to run the country?,Look at that face ! Could anyone trust that to run the country ? ,This argument is fallacious.,1
106,"Charlie: I think we should put more money into schools. Quality public education is so important. Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.","MSK<0> : MSK<0> think MSK<1> should put more money into schools . Quality public education is so important . MSK<2> : So MSK<2> ’re saying MSK<1> should cut MSK<3> and spend MSK<3> instead on more spiral notebooks and crayons ? MSK<0> guess MSK<2> want MSK<1> country to be a weak , defenseless target for terrorists . ",This argument is fallacious.,1
776,"If you allow one student to take an online course, soon
everyone will want to, and the schools will be empty.","If you allow one student to take an online course , soon everyone will want to , and the schools will be empty . ",This argument is fallacious.,1
85,"""Be my friend or be my enemy.""",""" Be MSK<0> friend or be MSK<0> enemy . "" ",This argument is fallacious.,1
202,Thousands of pets are left homeless and hungry because lousy people turn them out on the streets instead of taking care of them.,MSK<0> are left homeless and hungry because lousy people turn MSK<0> out on the streets instead of taking care of MSK<0> . ,This argument is fallacious.,1
15,"""I'm French and I don't like cheese.""
""All French like cheese.""
""I don't.""
""Then you must not really be French.""",""" MSK<0> 'm MSK<1> and MSK<0> don't MSK<3> . "" "" All MSK<1> MSK<3> . "" "" MSK<0> don't . "" "" Then you must not really be MSK<1> . "" ",This argument is fallacious.,1
474,"Interviewer: What do you think should be done about people who swear in public?
Man on the Street: I think it should be against the law.
Interviewer: Oh, I suppose you're against the right to free speech, then?","MSK<0> : What do MSK<1> MSK<2> should be done about people who swear in public ? Man on the Street : MSK<1> MSK<2> it should be against the law . MSK<0> : Oh , MSK<1> suppose MSK<1> 're against the right to free speech , then ? ",This argument is fallacious.,1
1063,"Ms. Drayer, the smartest person in the universe, says the debate is the best class, therefore it is.","Ms. Drayer , the smartest person in the universe , says MSK<0> is the best class , therefore MSK<0> is . ",This argument is fallacious.,1
118,My brother received the COVID-19 vaccine and then had diarrhea for a week. The vaccine is the reason my brother's bowels came undone.,MSK<0> received MSK<1> and then had diarrhea for a week . MSK<1> is the reason MSK<0> bowels came undone . ,This argument is fallacious.,1
2255,"Sure, that charity group is under investigation for misusing funds, but everyone deserves a healthy meal.","Sure , that charity group is under investigation for misusing funds , but everyone deserves a healthy meal . ",This argument is fallacious.,1
1621,What is the name of the fallacy in question 4 about Marcus?,What is the name of the fallacy in question 4 about Marcus ? ,This argument is fallacious.,1
778,"“Since event Y followed event X, event Y must have been caused by event X”. What fallacy is described in this logical form?","MSK<3> Since MSK<0> followed MSK<2> , MSK<0> must have been caused by MSK<2> MSK<3> . What fallacy is described in this logical form ? ",This argument is fallacious.,1
502,"I knew I should have helped that old lady across the road.  Because I didn’t, I have been having bad Karma all day.","MSK<0> knew MSK<0> should have helped that old lady across the road . Because MSK<0> did n’t , MSK<0> have been having bad Karma all day . ",This argument is fallacious.,1
921,"Power lines cause cancer. I met a little boy with cancer who lived just 20 miles from a power line who looked into my eyes and said, in his weak voice, “Please do whatever you can so that other kids won’t have to go through what I am going through.” I urge you to vote for this bill to tear down all power lines and replace them with monkeys on treadmills.","MSK<1> cause MSK<2> . MSK<3> met a little boy with MSK<2> who lived just 20 miles from a MSK<1> who looked into MSK<3> eyes and said , in his weak voice , MSK<6> Please do whatever MSK<4> can so that other kids wo n’t have to go through what MSK<3> am going through . MSK<6> MSK<3> urge MSK<4> to vote for this bill to tear down MSK<5> and replace MSK<5> with monkeys on treadmills . ",This argument is fallacious.,1
896,"Don't be out-dated and un-fashionable! Buy the new, modern double-lined heavy duty jeans - the old ripped jeans of the past are out!","Don't be out - dated and un-fashionable ! Buy the new , modern double - lined heavy duty MSK<0> - the old ripped MSK<0> of the past are out ! ",This argument is fallacious.,1
2012,"If you drive without car insurance, then you’re an accident waiting to happen.
Stay protected with Auto Union insurance.","If MSK<0> drive without car MSK<1> , then MSK<0> ’re an accident waiting to happen . Stay protected with Auto Union MSK<1> . ",This argument is fallacious.,1
654,Everybody does it.  You should too.,Everybody does it . You should too . ,This argument is fallacious.,1
1210,"Radio talk show host, on learning that an association of critical thinking professors had suggested his show as a source of fallacious reasoning: “Who are these people? They talk to maybe 30 people at a time. I talk to 5 million people every day. They could not begin to do what I do. They are just gnats flying around getting in the way.”","Radio MSK<0> show host , on learning that an association of critical thinking professors had suggested his show as a source of fallacious reasoning : MSK<4> Who are MSK<1> ? MSK<1> MSK<0> to maybe 30 MSK<2> at a time . MSK<3> MSK<0> to 5 million MSK<2> every day . MSK<1> could not begin to do what MSK<3> do . MSK<1> are just gnats flying around getting in the way . MSK<4> ",This argument is fallacious.,1
633,"David is so wrong about Luna's work ethic. David is just an egotistical jerk with a God complex, what does he know?","MSK<0> is so wrong about Luna 's work ethic . MSK<0> is just an egotistical jerk with a God complex , what does MSK<0> know ? ",This argument is fallacious.,1
2252,"P1. Smoking has been empirically proven to cause lung cancer.
C. Therefore, if we eradicate smoking, we will eradicate lung cancer.","P1 . MSK<0> has been empirically proven to cause MSK<2> . C. Therefore , if MSK<3> MSK<4> MSK<0> , MSK<3> will MSK<4> MSK<2> . ",This argument is fallacious.,1
1058,People who learn from their mistakes don't repeat them.,MSK<0> don't repeat MSK<0> . ,This argument is fallacious.,1
1788,Using a double standard or arguing for an unjustified exception.,Using a double standard or arguing for an unjustified exception . ,This argument is fallacious.,1
1943,“You could either pursue your dream job or stay where you are and be miserable for the rest of your life.”,MSK<1> MSK<0> could either pursue MSK<0> dream job or stay where MSK<0> are and be miserable for the rest of MSK<0> life . MSK<1> ,This argument is fallacious.,1
600,Pamela is the class secretary. She says that she thinks that the class should do more service projects. Mark says he can’t believe Pamela doesn’t support the annual school dance.,MSK<0> is the MSK<1> secretary . MSK<0> says that MSK<0> thinks that the MSK<1> should do more service projects . MSK<2> says MSK<2> ca n’t believe MSK<0> does n’t support the annual school dance . ,This argument is fallacious.,1
1711,"""I am not unmindful that some of you have come here out of great trials and tribulations. Some of you have come fresh from narrow jail cells. And some of you have come from areas where your quest -- quest for freedom left you battered by the storms of persecution and staggered by the winds of police brutality. You have been the veterans of creative suffering. Continue to work with the faith that unearned suffering is redemptive. Go back to Mississippi, go back to Alabama, go back to South Carolina, go back to Georgia, go back to Louisiana, go back to the slums and ghettos of our northern cities, knowing that somehow this situation can and will be changed.""  Which appeal is the primary appeal used in this quote?",""" I am not unmindful that MSK<0> MSK<1> have MSK<2> here out of great trials and tribulations . MSK<0> MSK<1> have MSK<2> fresh from narrow jail cells . And MSK<0> MSK<1> have MSK<2> from areas where MSK<1> MSK<3> -- MSK<3> for freedom left MSK<1> battered by the storms of persecution and staggered by the winds of police brutality . MSK<1> have been the veterans of creative MSK<4> . Continue to work with the faith that unearned MSK<4> is redemptive . Go back to MSK<6> , go back to MSK<6> , go back to South Carolina , go back to MSK<6> , go back to MSK<6> , go back to the slums and ghettos of our northern cities , knowing that somehow this situation can and will be changed . "" Which MSK<5> is the primary MSK<5> used in this quote ? ",This argument is fallacious.,1
1027,People either like coffee or hate it.,MSK<0> or hate MSK<0> . ,This argument is fallacious.,1
1411,"You say that we have exaggerated the problem with global warming, but have you even considered how much more the homeless suffer when temperatures soar?","MSK<0> say that we have exaggerated the problem with global warming , but have MSK<0> even considered how much more the homeless suffer when temperatures soar ? ",This argument is fallacious.,1
1129,Nike's are great because they're awesome.,MSK<0> are MSK<1> because MSK<0> 're MSK<1> . ,This argument is fallacious.,1
2066,"It's common sense that if you smack your children, they will stop the bad behavior. So don't tell me not to hit my kids.","It 's common sense that if MSK<0> smack MSK<0> , coref1 will stop the bad behavior . So don't tell MSK<1> not to hit MSK<1> kids . ",This argument is fallacious.,1
1081,"Mom: ""Did you finish your homework?"" Son: ""Hey, did I tell you that I got an A on my physics test today!""","Mom : "" Did MSK<0> finish MSK<0> homework ? "" Son : "" Hey , did MSK<0> tell MSK<0> that MSK<0> got an A on MSK<0> physics test today ! "" ",This argument is fallacious.,1
2395,We should present Cadet Curry with our squadron’s cadet of the year award. He’s the most active and highest-performing cadet we have. REPLY: But Cadet Arnold has been in CAP longer.,MSK<0> should present MSK<1> with MSK<0> squadron ’s MSK<2> of the year award . MSK<1> ’s the most active and highest - performing MSK<2> MSK<0> have . REPLY : But MSK<2> Arnold has been in CAP longer . ,This argument is fallacious.,1
310,"Makes people feel as though everyone is doing it, so they should too.","Makes MSK<0> feel as though everyone is doing it , so MSK<0> should too . ",This argument is fallacious.,1
187,"Bill says Jenny would make a good class president, but Bill makes bad grades, so we shouldn’t vote for Jenny.","MSK<0> says MSK<1> would make a good class president , but MSK<0> makes bad grades , so we should n’t vote for MSK<1> . ",This argument is fallacious.,1
958,"I know you don’t like the kitty-cat sweater that Grandma knitted for you, but she worked so hard on it and it will make her happy to see you wear it in the family holiday photo.","I know MSK<0> do n’t like the MSK<3> - MSK<3> sweater that Grandma knitted for MSK<0> , but MSK<1> worked so hard on MSK<2> and MSK<2> will make MSK<1> happy to see MSK<0> wear MSK<2> in the family holiday photo . ",This argument is fallacious.,1
1856,"We don't know for sure that phones lower students' success levels, so there's no need to ban them.","We don't know for sure that MSK<0> success levels , so there 's no need to ban MSK<0> . ",This argument is fallacious.,1
1821,"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction.","MSK<0> should never MSK<1> ! Once MSK<0> start MSK<1> MSK<0> find it hard to stop . Soon MSK<0> will spend all MSK<0> money on MSK<2> , and eventually MSK<0> will turn to crime just to support MSK<0> MSK<2> addiction . ",This argument is fallacious.,1
1677,"""Politician X is going to strip away your right to free speech!""",""" Politician X is going to strip away your right to free speech ! "" ",This argument is fallacious.,1
1000,"We're going to celebrate New Year's Eve this way because that's how we've always done it.
This is an example of ...",MSK<0> 're going to celebrate New Year 's Eve MSK<1> because that 's how MSK<0> 've always done MSK<1> . MSK<0> is an example of ... ,This argument is fallacious.,1
1988,"""You must obey the law, because it's illegal to break the law.""

What logical fallacy is used in the statement above?",""" You must obey MSK<0> , because MSK<0> 's illegal to break MSK<0> . "" What logical fallacy is used in the statement above ? ",This argument is fallacious.,1
2288,"Everyone is getting tattoos in college, so you might as well do it too.","Everyone is getting tattoos in college , so you might as well do it too . ",This argument is fallacious.,1
2390,"The government is convinced that it was a bomb that brought down the aircraft. “Our countrymen believe it was a bomb,” said the president. “A survey done a few days after the crash indicates that almost seventy percent of the people believe it was a terrorist’s bomb.”","MSK<0> is convinced that MSK<0> was a MSK<1> that brought down the aircraft . MSK<2> Our countrymen MSK<3> MSK<0> was a MSK<1> , MSK<2> said the president . MSK<2> A survey done a few days after MSK<4> indicates that almost seventy percent of the people MSK<3> MSK<4> was a terrorist ’s MSK<1> . MSK<2> ",This argument is fallacious.,1
1791,"Charlie: I think we should put more money into schools. Quality public education is so important.

Bob: So you’re saying we should cut military spending and spend it instead on more spiral notebooks and crayons? I guess you want our country to be a weak, defenseless target for terrorists.","MSK<0> : MSK<0> think MSK<1> should put more money into schools . Quality public education is so important . MSK<2> : So MSK<2> ’re saying MSK<1> should cut MSK<3> and spend MSK<3> instead on more spiral notebooks and crayons ? MSK<0> guess MSK<2> want MSK<1> country to be a weak , defenseless target for terrorists . ",This argument is fallacious.,1
564,This legislation is sinful because it is the wrong thing to do.,MSK<0> is sinful because MSK<0> is the wrong thing to do . ,This argument is fallacious.,1
294,The word of Zorbo the Great is flawless and perfect. We know this because it says so in The Great and Infallible Book of Zorbo's Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned.,MSK<0> MSK<1> is flawless and perfect . We know this because MSK<0> says so in The Great and Infallible Book of MSK<1> Best and Most Truest Things that are Definitely True and Should Not Ever Be Questioned . ,This argument is fallacious.,1
2180,"Lily says the sun is fully risen at 5:00am, but how would she know she sleeps in until noon.

(love you lily all jokes all jokes)","MSK<0> says the sun is fully risen at 5:00 am , but how would MSK<0> know MSK<0> sleeps in until noon . ( love you MSK<0> all MSK<1> all MSK<1> ) ",This argument is fallacious.,1
1222,“We shouldn’t even bother to interview that job applicant. He has a beard.”,MSK<0> We should n’t even bother to interview that job applicant . He has a beard . MSK<0> ,This argument is fallacious.,1
2365,"Even though it's only the first day, I can tell this is going to be a boring course.","Even though it 's only the first day , I can tell this is going to be a boring course . ",This argument is fallacious.,1
572,"Bill: ""You know, those feminists all hate men."" Joe: ""Really?"" Bill: ""Yeah. I was in my philosophy class the other day and that Rachel chick gave a presentation."" Joe: ""Which Rachel?"" Bill: ""You know her. She's the one that runs that feminist group over at the Women's Center. She said that men are all sexist pigs. I asked her why she believed this and she said that her last few boyfriends were real sexist pigs. "" Joe: ""That doesn't sound like a good reason to believe that all of us are pigs."" Bill: ""That was what I said."" Joe: ""What did she say?"" Bill: ""She said that she had seen enough of men to know we are all pigs. She obviously hates all men."" Joe: ""So you think all feminists are like her?"" Bill: ""Sure. They all hate men.""","MSK<0> : "" MSK<0> MSK<1> , those MSK<2> all MSK<3> MSK<4> . "" MSK<5> : "" Really ? "" MSK<0> : "" Yeah . MSK<6> was in MSK<6> philosophy class the other day and that MSK<7> chick gave a presentation . "" MSK<5> : "" Which MSK<7> ? "" MSK<0> : "" You MSK<1> MSK<8> . MSK<8> 's the one that runs that MSK<2> group over at the Women 's Center . MSK<8> said that MSK<4> are all MSK<9> MSK<10> . I asked MSK<8> why MSK<8> MSK<11> this and MSK<8> said that MSK<8> last few boyfriends were real MSK<9> MSK<10> . "" MSK<5> : "" That doesn't sound MSK<12> a good reason to MSK<11> that all of us are MSK<10> . "" MSK<0> : "" That was what I said . "" MSK<5> : "" What did MSK<8> say ? "" MSK<0> : "" MSK<8> said that MSK<8> had seen enough of MSK<4> to MSK<1> we are all MSK<10> . MSK<8> obviously MSK<3> all MSK<4> . "" MSK<5> : "" So MSK<8> think MSK<13> are MSK<12> MSK<8> ? "" MSK<0> : "" Sure . MSK<13> MSK<3> MSK<4> . "" ",This argument is fallacious.,1
1689,"""If you don't cancel your cable, then..., then...., and you'll wake up in a ditch."" This is an example of...",""" If MSK<0> don't cancel MSK<0> cable , then MSK<1> , then MSK<1> , and MSK<0> 'll wake up in a ditch . "" This is an example of MSK<1> ",This argument is fallacious.,1
995,"""Coronavirus originated in China, therefore all Chinese people are sick.""",""" Coronavirus originated in MSK<0> , therefore all MSK<0> people are sick . "" ",This argument is fallacious.,1
2380,"I can’t stop eating these chocolates.  I really love chocolate, or I seriously lack willpower.  I know I really love chocolate; therefore, I cannot lack willpower.","MSK<0> ca n’t stop eating these MSK<1> . MSK<0> really MSK<2> MSK<1> , or MSK<0> seriously MSK<4> . MSK<0> know MSK<0> really MSK<2> MSK<1> ; therefore , MSK<0> can not MSK<4> . ",This argument is fallacious.,1
1852,"If the ozone layer is destroyed, many people will get cancer and suffer from other illnesses.  The ozone layer is being protected, not destroyed.  So, many people will be spared the pain of cancer and other illnesses.","If MSK<0> is MSK<1> , many MSK<2> will get MSK<3> and suffer from other MSK<4> . MSK<0> is being protected , not MSK<1> . So , many MSK<2> will be spared the pain of MSK<3> and other MSK<4> . ",This argument is fallacious.,1
144,We think this new MallTime game app will be a success because all girls like shopping.,We think this new MallTime game app will be a success because all girls like shopping . ,This argument is fallacious.,1
1825,Americans should give money to charity because it is the right thing to do.,Americans should give MSK<0> to charity because MSK<0> is the right thing to do . ,This argument is fallacious.,1
1831,Jimmy isn’t at school today. He must be on a family trip.,MSK<0> is n’t at school today . MSK<0> must be on a family trip . ,This argument is fallacious.,1
260,"Mrs. Miller taught your older brother, who was the class clown. She decides to be strict with you from the very first day of class because she thinks you will be a clown, too.","MSK<0> taught MSK<0> older brother , who was the MSK<1> MSK<2> . MSK<0> decides to be strict with MSK<0> from the very first day of MSK<1> because MSK<0> thinks MSK<0> will be a MSK<2> , too . ",This argument is fallacious.,1
1117,"“Because young male drivers are twice as likely to get into a car accident, they should pay more for car insurance.”","MSK<2> Because MSK<0> are twice as likely to get into a MSK<1> accident , MSK<0> should pay more for MSK<1> insurance . MSK<2> ",This argument is fallacious.,1
2129,"in response to the claim that ""Eating fast food is unhealthy"": “But I saw you eat a burger and fries for lunch only a few hours ago!""","in response to the claim that "" MSK<0> fast food is unhealthy "" : “ But I saw you MSK<0> a burger and fries for lunch only a few hours ago ! "" ",This argument is fallacious.,1
2165,"Everyone who is really into gaming already owns the latest video game. Don't be the only one left out!

Which logical fallacy is being used in the passage?",Everyone who is really into MSK<0> already owns the latest MSK<0> MSK<0> . Don't be the only one left out ! Which logical fallacy is being used in the passage ? ,This argument is fallacious.,1
1193,", if everyone else is doing something, it must be right/good.",", if everyone else is doing something , it must be right / good . ",This argument is fallacious.,1
1246,"If we let this child bring the permission slip late, there is no reason to ever set a deadline for anything again!","If we let this child bring the permission slip late , there is no reason to ever set a deadline for anything again ! ",This argument is fallacious.,1
1038,"The new vice president has never gone to public school, so he can never connect to the middle and lower class.","MSK<0> has never gone to public school , so MSK<0> can never connect to the middle and lower class . ",This argument is fallacious.,1
1319,The Bible is the Word of God because God tells us it is... in the Bible.,MSK<0> is the Word of MSK<1> because MSK<1> tells us MSK<0> is ... in MSK<0> . ,This argument is fallacious.,1
963,"Ralph Nader and Pat Buchanan are banging at the doors, and the political establishment, consisting of both politicians and the media, seems determined not to let them in on the grounds that they have no public support.","Ralph Nader and Pat Buchanan are banging at the doors , and the political establishment , consisting of MSK<0> , seems determined not to let MSK<0> in on the grounds that MSK<0> have no public support . ",This argument is fallacious.,1
840,Over 99 billion people served…,Over 99 billion people served … ,This argument is fallacious.,1
2366,"Eugene is silly in class. Harry is his friend, so Harry must be silly, too.","Eugene is MSK<0> in class . MSK<1> is MSK<1> friend , so MSK<1> must be MSK<0> , too . ",This argument is fallacious.,1
295,"An influencer posts on Instagram that the restaurant ""EP is poppin'! Everyone worth knowing is here tonight - come on down!"" -- this is an example of:","An influencer posts on Instagram that the restaurant "" EP is poppin ' ! Everyone worth knowing is here tonight - come on down ! "" -- this is an example of : ",This argument is fallacious.,1
1681,"Jamila is running for class president. In her campaign speech she says, ""Xavier does not deserve to win. He is a smoker and He cheated on his reading quizzes last year."" What fallacy has Jamila committed?","MSK<0> is running for class president . In MSK<0> campaign speech MSK<0> says , "" Xavier does not deserve to win . MSK<1> is a smoker and MSK<1> cheated on MSK<1> reading quizzes last year . "" What fallacy has MSK<0> committed ? ",This argument is fallacious.,1
1032,"Dave: For five generations, the men in our family went to Stanford and became doctors, while the women got married and raised children.  Therefore, it is my duty to become a doctor.
Kaitlin: Do you want to become a doctor?
Dave: It doesn’t matter -- it is our family tradition.  Who am I to break it?
","MSK<0> : For five generations , the men in MSK<2> went to MSK<3> and became MSK<4> , while the women got married and raised children . Therefore , MSK<3> is MSK<5> duty to become a MSK<4> . MSK<6> : Do MSK<6> want to become a MSK<4> ? MSK<0> : MSK<3> does n’t matter -- MSK<3> is MSK<2> tradition . Who am MSK<5> to break MSK<3> ? ",This argument is fallacious.,1
546,"Gas prices have been rising steadily these past few years. Thus, the cost of car ownership is higher than it was previously.","Gas prices have been rising steadily these past few years . Thus , MSK<0> is higher than MSK<0> was previously . ",This argument is fallacious.,1
1983,We have pure food and drug laws; why can't we have laws to keep moviemakers from giving us filth ?,MSK<0> have pure food and drug MSK<1> ; why can't MSK<0> have MSK<1> to keep moviemakers from giving MSK<0> filth ? ,This argument is fallacious.,1
1357,"Al Gore's support of the discussion of sexual orientation issues on Ellen is  dangerous:  he advocates the exposure of children to sexually explicit materials,  which is wrong.","MSK<0> support of the discussion of MSK<1> orientation issues on Ellen is dangerous : MSK<0> advocates the exposure of children to MSK<1> explicit materials , which is wrong . ",This argument is fallacious.,1
1607,"“While you may have concerns about my votes about the environment, I can assure you that I am an open minded individual. What we should really discuss is my record on votes that expanded educational opportunities for all children.""","“ While MSK<0> may have concerns about MSK<1> MSK<2> about the environment , MSK<1> can assure MSK<0> that MSK<1> am an open minded individual . What we should really discuss is MSK<1> record on MSK<2> that expanded educational opportunities for all children . "" ",This argument is fallacious.,1
1310,"Ashley: It is morally wrong to cheat on your spouse; why on earth would you have done that?
Hannah: But what is morality exactly?
Ashley: It’s a code of conduct shared by cultures.
Hannah: But who creates this code?...
Hannah has committed what fallacy?",MSK<0> : It is morally wrong to cheat on MSK<1> spouse ; why on earth would MSK<1> have done that ? MSK<2> : But what is MSK<3> exactly ? MSK<0> : MSK<3> ’s a MSK<4> of conduct shared by cultures . MSK<2> : But who creates this MSK<4> ? ... MSK<2> has committed what fallacy ? ,This argument is fallacious.,1
1050,"Salesguy: You should definitely buy this car.  You look so good in it -- you look at least ten years younger behind that wheel.
Tamera: I’ll take it!
",MSK<0> : MSK<0> should definitely buy MSK<1> . MSK<0> MSK<2> so good in MSK<1> -- MSK<0> MSK<2> at least ten years younger behind that wheel . MSK<3> : MSK<3> ’ll take MSK<1> ! ,This argument is fallacious.,1
1231,Which of the following is true?,Which of the following is true ? ,This argument is fallacious.,1
964,marijuana shouldn’t be legalized because it wasn’t socially acceptable.,MSK<0> should n’t be legalized because MSK<0> was n’t socially acceptable . ,This argument is fallacious.,1
139,Leonardo DiCaprio is just a dumb actor. What does he really know about climate change?,MSK<0> is just a dumb actor . What does MSK<0> really know about climate change ? ,This argument is fallacious.,1
620,"Trump asked Clinton about her “33,000“ deleted emails, but Clinton responds by correcting him rather than addressing the deleted emails: “Not — well, we turned over 35,000, so…”","MSK<0> asked MSK<1> about MSK<0> , but MSK<1> responds by correcting MSK<1> rather than addressing coref2 : MSK<2> Not — well , we turned over 35,000 , so … MSK<2> ",This argument is fallacious.,1
1462,"""It rained and then we lost the game. Every time it rains, we're going to lose.""",""" MSK<1> and then MSK<2> MSK<3> the game . Every time MSK<1> , MSK<2> 're going to MSK<3> . "" ",This argument is fallacious.,1
34,It takes faith to believe in God just like it takes faith to believe in the Easter Bunny -- but at least the Easter Bunny is based on a creature that actually exists!,MSK<0> takes MSK<1> to MSK<2> in God just like MSK<0> takes MSK<1> to MSK<2> in MSK<3> -- but at least MSK<3> is based on a creature that actually exists ! ,This argument is fallacious.,1
1739,"""I can't understand how such a low performance student is able to talk about politics"" is an example of",""" I can't understand how such a low performance student is able to talk about politics "" is an example of ",This argument is fallacious.,1
891,"I think that we should reject what Father Jones has to say about the ethical issues of abortion because he is a Catholic priest. After all, Father Jones is required to hold such views","I think that we should reject what MSK<0> has to say about the ethical issues of abortion because MSK<0> is a Catholic priest . After all , MSK<0> is required to hold such views ",This argument is fallacious.,1
985,All engineers are introverts who would rather relate to computers than people. ,All engineers are introverts who would rather relate to computers than people . ,This argument is fallacious.,1
376,Don't listen to her advice about math. She doesn't even know how to tie her own shoes!,Don't listen to MSK<0> advice about math . MSK<0> doesn't even know how to tie MSK<0> own shoes ! ,This argument is fallacious.,1
2025,You should fly an American flag off your front porch. It’s the patriotic thing to do.,MSK<0> should fly an American flag off MSK<0> front porch . It ’s the patriotic thing to do . ,This argument is fallacious.,1
927,"Ms. Long has suggested that our schools let students take statistics instead of algebra to graduate. Frankly, it is puzzling to me that she thinks algebra is a useless subject.","MSK<0> has suggested that our schools let students take statistics instead of MSK<1> to graduate . Frankly , it is puzzling to MSK<0> that MSK<0> thinks MSK<1> is a useless subject . ",This argument is fallacious.,1
1875,"X has been around for years now.
Y is new.
Therefore, Y is better than X.","MSK<1> has been around for years now . MSK<0> is new . Therefore , MSK<0> is better than MSK<1> ",This argument is fallacious.,1
2001,“Gay marriages are just immoral. 70% of Americans think so!”,MSK<0> Gay marriages are just immoral . 70 % of Americans think so ! MSK<0> ,This argument is fallacious.,1
2115,Delores is a big supporter for equal pay for equal work.  This is the same policy that all those extreme feminist groups support.  Extremists like Delores should not be taken seriously -- at least politically.,MSK<0> is a big supporter for MSK<1> pay for MSK<1> work . MSK<0> is the same policy that all those extreme feminist groups support . Extremists like MSK<0> should not be taken seriously -- at least politically . ,This argument is fallacious.,1
234,"She is good at writing because she writes words effectively.""","MSK<0> is good at MSK<1> because MSK<0> MSK<1> words effectively . "" ",This argument is fallacious.,1
2423,"Student: You didn't teach us this; we never learned this.

Teacher: So, you're either lazy or unwilling to learn is that right?","Student : MSK<0> didn't MSK<3> MSK<1> this ; MSK<1> never MSK<2> this . MSK<3> : So , MSK<0> 're either lazy or unwilling to MSK<2> is that right ? ",This argument is fallacious.,1
953,I think that businesses should not have to limit the amount of pollutants they  release into the atmosphere because Rush Limbaugh says that there is no real  evidence for industrial pollutants causing the Greenhouse Effect.,I think that MSK<0> should not have to limit the amount of MSK<1> MSK<0> release into the atmosphere because Rush Limbaugh says that there is no real evidence for industrial MSK<1> causing the Greenhouse Effect . ,This argument is fallacious.,1
2037,"""Right when I sneezed, the power went off. I must've caused the outage."" Bragged Zohaw.",""" Right when MSK<0> sneezed , the power went off . MSK<0> must 've caused the outage . "" Bragged Zohaw . ",This argument is fallacious.,1
1786,Layla is a liar! She should not be trusted to be president for student council!,MSK<0> is a liar ! MSK<0> should not be trusted to be president for student council ! ,This argument is fallacious.,1
506,Why should we put people on trial when we know they are guilty?,Why should MSK<0> put MSK<1> on trial when MSK<0> know MSK<1> are guilty ? ,This argument is fallacious.,1
