Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,author,relation,score,masked_articles,is_fallacy 
1912,1912,1912,1785.67,1489096554764,,1489096554764,"Without referendums, citizens have little leverage to effectively exert pressure on politicians between elections, since they can not be voted out of office.","It is beneficial that politicians are occasionally forced to publicly justify their side of a significant issue to voters, rather than working in relative obscurity within government.",02cd8feb-1685-4ec8-86e9-cf107374eb7e,1,2.8,"Without referendums , MSK<0> have little leverage to effectively exert pressure on politicians between elections , since MSK<0> can not be voted out of office . ",0
1913,1913,1913,1785.57,1488491156178,,1488491156178,"In Switzerland, turnout for referendums varies depending on how imminently relevant a topic is for voters and how competitive the political system is at a given time. If they do not care about a topic or think the difference between the different options is marginal, they often decide not to vote. However, they turn out again when these conditions change.",The fact that few citizens participate in referendums does not necessarily indicate a revealed preference against the existence of referendums.,f443c292-9428-48e0-a6b6-8cb56fdeb685,1,2.8,"In Switzerland , turnout for referendums varies depending on how imminently relevant a MSK<0> is for MSK<1> . If MSK<1> do not care about a MSK<0> or think the difference between the different options is marginal , MSK<1> often decide not to vote . However , MSK<1> turn out again when these conditions change . ",0
1914,1914,1914,1785.1366,1495177144629,,1495177144629,"The introduction of referendums increases the number of occasions, apart from elections, in which voters' irrationality shapes political outcomes.","If voters behave irrationally, elections are not any better than referendums as both suffer from voters' irrationality.",24f5ff14-75af-4548-ae24-9751d29975f4,-1,2.8,"The introduction of referendums increases the number of occasions , apart from MSK<0> , in which MSK<0> ' irrationality shapes political outcomes . ",0
1915,1915,1915,1785.1363,1495164559855,,1495164559855,"Politicians usually work in an institutionalized context, such as that of political parties with voting discipline, where the influence of impulsive decisions and factors such as short-lived moods hardly play a role.","If voters behave irrationally, there is no reason to assume that politicians who represent them behave any more rationally, or that parliamentary decisions are superior to referendums.",9972cb14-00f7-42d2-9b64-846aa0812775,-1,2.8,"Politicians usually work in an institutionalized context , such as that of political parties with voting discipline , where the influence of impulsive decisions and factors such as short - lived moods hardly play a role . ",0
1916,1916,1916,1785.927,1490488984880,,1490488984880,"The vast majority of electoral districts in the East of Germany are far less rich than the average electoral district and face shrinking populations dominated by men. None of these problems are present in the electoral districts in the country's South \(Berlin Institut, p. 27, 29, 32","Politicians are not necessarily interested in representing the nation as a whole but, primarily, their constituents who vote for them. Their decisions can therefore equally be dominated by considerations of some demographic groups depending on the demographic composition of their constituents.",9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"The vast majority of MSK<1> in the East of Germany are far less rich than the average MSK<1> and face shrinking populations dominated by men . None of these problems are present in the MSK<1> in the country 's South \ ( Berlin Institut , p. MSK<2> , MSK<2> , MSK<2> ",0
1917,1917,1917,333.116,1385083710896,,1385083710896,"Some cryptocurrencies, unlike other forms of payment, are anonymous and untraceable.",Handling and storing cryptocurrencies is less safe for ordinary consumers than traditional forms of electronic payment.,0077c272-1fdc-4202-a06a-160482dfc12d,-1,2.8,"Some cryptocurrencies , unlike other forms of payment , are anonymous and untraceable . ",0
1918,1918,1918,1764.388,1489445464740,,1489445464740,"Even if no-platform is not formally used, protests, dis-invitations or cancelations have prevented people from speaking.","No-platforming is not used excessively. In 2015 none of the UK's 50 student unions exercised it. If they rarely use the policy, they are not using it abusively.",f4997af4-1f1f-4695-bb75-f87e1371cb3e,-1,2.8,"Even if no - platform is not formally used , protests , dis - invitations or cancelations have prevented people from speaking . ",0
1919,1919,1919,333.459,1520167765047,,1398342735812,"This is pure speculation - cryptocurrency exchange rates fluctuate so wildly, even without financial system collapses, that considering them as retainers of any sort of value would be highly risky.","In case of a catastrophic collapse of the financial system cryptocurrencies are still able to retain some of their value, while major currencies like USD, EUR and CHF will not.",0077c272-1fdc-4202-a06a-160482dfc12d,-1,2.8,"This is pure speculation - cryptocurrency exchange rates fluctuate so wildly , even without financial system collapses , that considering them as retainers of any sort of value would be highly risky . ",0
1920,1920,1920,18042.177,1536012326499,,1536012326499,"Cis women who have a strong stance against including trans women will accept these tests, even if they are invasive, because they want to ensure that women only spaces, only include cis women.",Most people who identify as women appear female. Attempts to exclude trans women from women-only spaces will require that a person's sex is verified. Such checks are likely to be invasive and intimidating for all women.,57bf60ab-d11b-420b-88b6-95d7b1238b71,-1,2.8,"MSK<0> will accept these tests , even if MSK<0> are invasive , because MSK<0> want to ensure that MSK<1> only spaces , only include cis MSK<1> . ",0
1921,1921,1921,1785.97,1486967755847,,1486967755847,"As of last year, a third of the members of the US congress were denying the man-made nature of climate change, against the overwhelming scientific evidence.",There is little reason to assume that politicians' opinions are necessarily more informed than those of average voters.,9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"As of last year , a third of the members of the US congress were denying the man - made nature of climate change , against the overwhelming scientific evidence . ",0
1922,1922,1922,1785.1271,1494493407976,,1494493407976,"Across the European Union, citizens in a majority of countries tend to mistrust the print and online media with only the radio being a generally trusted source of information \(EBU, p. 6",The media is undergoing a crisis of legitimacy.,9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"Across the European Union , citizens in a majority of countries tend to mistrust the print and online media with only the radio being a generally trusted source of information \ ( EBU , p. 6 ",0
1923,1923,1923,1715.655,1487331145992,,1487331145992,"Black students have high graduation rates at US high-ranking colleges and universities. The Black graduation rate is actually higher than the white graduation rate at Wellesley, Bryn Mawr, Mount Holyoke, Colby College, and Swarthmore College.",The high drop out rate and low educational attainment of many affirmative action students reinforces the idea that they are less equipped or intelligent than their peers.,befb2a11-66bc-4801-a0a6-8c964e14cc5e,-1,2.8,"MSK<0> students have MSK<1> MSK<3> at US MSK<1> - ranking MSK<4> and MSK<4> . The MSK<0> MSK<3> is actually MSK<1> than the MSK<0> MSK<3> at Wellesley , Bryn Mawr , Mount Holyoke , Colby MSK<4> , and Swarthmore MSK<4> . ",0
1924,1924,1924,1785.127,1494493097032,,1494493097032,"In a survey conducted in 28 countries, barely half of the respondents expressed trust in the media \(Edelman, p. 4",The media is undergoing a crisis of legitimacy.,9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"In a survey conducted in 28 countries , barely half of the respondents expressed trust in the media \ ( Edelman , p. 4 ",0
1925,1925,1925,1785.682,1489100615988,,1489100615988,"Even in Switzerland, arguably the country closest to a direct democracy, political parties steadily remain a central actor in Swiss politics","Referendums destabilise and undermine political parties, an important institution of representative democracies.",02cd8feb-1685-4ec8-86e9-cf107374eb7e,-1,2.8,"Even in MSK<1> , arguably the country closest to a direct democracy , MSK<0> parties steadily remain a central actor in MSK<1> MSK<0> ",0
1926,1926,1926,1785.247,1487242579436,,1487242579436,"There is a disconnect between the political positions of voters and their elected representatives. For instance, the political polarization of representatives in the US is not reflected in their electorate \(Fiorina/Levendusky, p. 71","At the same time, the specialization of a political class further detaches those who are supposed to be represented by politicians.",9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"There is a disconnect between the MSK<0> positions of MSK<1> and MSK<1> MSK<3> representatives . For instance , the MSK<0> polarization of MSK<2> is not reflected in MSK<2> MSK<3> \ ( Fiorina / Levendusky , p. 71 ",0
1927,1927,1927,1785.106,1491237688397,,1491237688397,"The analysis also indicates that the influence of propaganda varies from referendum to referendum and does not have much impact on referendums on so called pre-disposed issues,  where voters apply their own experience, moral convictions and interests \(Linder, p. 7","In Switzerland an analysis indicates that a part of the voters follow simple propaganda \(Linder, p. 7",befb2a11-66bc-4801-a0a6-8c964e14cc5e,-1,2.8,"The analysis also indicates that the influence of propaganda varies from MSK<0> to MSK<0> and does not have much impact on MSK<0> on so called pre-disposed issues , where MSK<1> apply MSK<1> own experience , moral convictions and interests \ ( Linder , p. 7 ",0
1928,1928,1928,1785.109,1486970962010,,1486970962010,"Voter fatigue and the perception that individual elections do not matter have been proposed as the link between the high number of referendums and the low voter turnout in Switzerland \(Blais, p. 526 Franklin, p. 98","Although Switzerland holds more referendums than any other country, its voter turnout in elections \(at around 50% or less\) is among the lowest in the OECD and has been low for decades \(OECD, p. 97",9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"MSK<0> fatigue and the perception that individual MSK<0> do not matter have been proposed as the link between the high number of referendums and the low MSK<0> turnout in Switzerland \ ( Blais , MSK<1> 526 Franklin , MSK<1> 98 ",0
1929,1929,1929,2469.1527,1538722772345,,1538722772345,"Abolishing the EC would make their campaign focus even smaller as 51% of the US population lives in only 146 counties out of 3,242 counties in the US. \(4.5%\) Campaigns would likely target the top 200, meaning their campaign would focus on a geographic 6% of America.",The electoral college encourages candidates to focus their campaigns in a small group of swing states rather than the country as a whole.,84672db0-ef9d-4dbe-9dd5-6c822c9981ed,-1,2.8,"Abolishing MSK<0> would make MSK<0> MSK<1> MSK<2> even smaller as 51 % of the US population lives in only 146 MSK<3> out of 3,242 MSK<3> in the US . \ ( MSK<4> would likely target the top 200 , meaning MSK<4> MSK<1> would MSK<2> on a geographic 6 % of America . ",0
1930,1930,1930,1785.1514,1496460504768,,1496460504768,"In many countries this would significantly decrease the number of opportunities to hold referendums. In Germany, for example, national elections take place only every four years.","The effect of voter fatigue can be diminished by holding referendums on the same day as elections, thereby ensuring that people who turn up primarily to vote in referendums will probably also end up voting in elections.",9972cb14-00f7-42d2-9b64-846aa0812775,-1,2.8,"In many countries this would significantly decrease the number of opportunities to hold referendums . In Germany , for example , national elections take place only every four years . ",0
1931,1931,1931,1785.438,1487723354442,,1487723354442,"Deliberation surrounding the Brexit referendum was concerned with trade, immigration, and national sovereignty, issues on which opinion does not vary solely along ideological lines.","Referendums are based on single issues, so people are less likely to vote according to their usual political allegiance.",f443c292-9428-48e0-a6b6-8cb56fdeb685,1,2.8,"Deliberation surrounding the Brexit referendum was concerned with trade , immigration , and national sovereignty , issues on which opinion does not vary solely along ideological lines . ",0
1932,1932,1932,1785.46,1486628659208,,1486628659208,"Having regular referendums, or at least the knowledge that they might occur, encourages people to be informed on major issues, as they might have to weigh in on them.","The notion that representatives have a significant knowledge gap over the general populace is certainly true for a large majority of the functions of government. However, decisions that could be brought to referendums are the most important issues, ones which we should expect people to know and be informed about.",15837c6a-d010-44cc-a848-e8bb39e1feb9,1,2.8,"Having MSK<0> , or at least the knowledge that MSK<0> might occur , encourages people to be informed on major issues , as MSK<0> might have to weigh in on MSK<0> . ",0
1933,1933,1933,1785.1351,1495160096912,,1495160096912,"Psychology interferes with rational decision making. Exposure to disgusting or disturbing information, for example, led the participants of a study to express stronger convictions and harsher moral judgments \(Ben-Nun Bloom, p. 510",Voters are susceptible to influences in their decision making that make it difficult to perceive them as rational.,9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"Psychology interferes with rational decision making . Exposure to disgusting or disturbing information , for example , led the participants of a study to express stronger convictions and harsher moral judgments \ ( Ben - Nun Bloom , p. 510 ",0
1934,1934,1934,1785.855,1490264681377,,1490264681377,"This is not an argument against referendums as such, but for stricter rules and regulations for the campaigning for referendums, such as a prohibition of fake news that agitate the public.",Citizens are easily manipulated and controlled.,befb2a11-66bc-4801-a0a6-8c964e14cc5e,-1,2.8,"This is not an argument against MSK<0> as such , but for stricter rules and regulations for the campaigning for MSK<0> , such as a prohibition of fake news that agitate the public . ",0
1935,1935,1935,1785.629,1488836104983,,1488836104983,"In systems with parliamentary sovereignty, referendums will only occur if parliament has at some point made a provision for it, for example the European Referendum Act of 2015.",Referendums weaken parliaments and parliamentary sovereignty a central institution of democracy.,ee1d7f83-ceaa-4314-a20a-ef2a41c495d4,-1,2.8,"In systems with parliamentary sovereignty , MSK<0> will only occur if MSK<1> has at some point made a provision for MSK<1> , for example the European MSK<0> Act of 2015 . ",0
1936,1936,1936,1785.8,1489800393955,,1489800393955,"New Zealand decided in 1992 through a referendum \(that was non-binding\) about its future election system. Voters could decide whether to replace the current system, and if they wanted to do so, between four alternatives.","There are plenty of examples of referendums that offered more than two binary options to voters \(Emerson, p. 163",9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"MSK<0> MSK<1> in 1992 through a referendum \ ( that was non-binding \ ) about MSK<0> . MSK<2> could MSK<1> whether to replace coref1 , and if MSK<2> wanted to do so , between four alternatives . ",0
1937,1937,1937,1785.864,1490337908473,,1490337908473,"Even when it comes to recent or especially prominent policies, only a small minority of voters is aware of how their own representative voted \(Clinton/Tessin, p. 26",Most voters are unaware of the individual decisions made by individual politicians. It is only on high profile issues where they become more generally aware \(and they still may be unaware of the way their own representative voted\).,9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"Even when it comes to recent or especially prominent policies , only a small minority of MSK<0> is aware of how MSK<0> own representative voted \ ( Clinton / Tessin , p. 26 ",0
1938,1938,1938,1785.596,1488664720722,,1488664720722,"False or unreliable information can easily be avoided by sticking to simple heuristics - for example, only reading news articles from mainstream, reputable news organisations.",The great amount of information available makes it infeasible for people to assess the credibility of everything that they read online.,f443c292-9428-48e0-a6b6-8cb56fdeb685,-1,2.8,"False or unreliable information can easily be avoided by sticking to simple heuristics - for example , only reading MSK<0> articles from mainstream , reputable MSK<0> organisations . ",0
1939,1939,1939,1785.1395,1495424522602,,1495424522602,"Furthermore, the Scottish Independence Referendum boosted, at least temporarily, the political engagement of the politically apathetic youth \(18-24 years olds\).",Surveys conducted one and a half years after the referendum on Scottish independence in 2014 indicate that it has led to a significant and sustained rise in Scottish population's interest in politics.,24f5ff14-75af-4548-ae24-9751d29975f4,1,2.8,"Furthermore , the Scottish Independence Referendum boosted , at least temporarily , the MSK<0> engagement of the MSK<0> apathetic youth \ ( 18 - 24 years olds \ ) . ",0
1940,1940,1940,1785.29,1487376927447,,1487376927447,"Even a referendum like the one on Scottish independence in 2014, which had a turnout of 85% and a decisive victory for the no-side, saw only 46% of all registered voters supporting the result.","By this standard, the results of hardly any referendum can be labeled as legitimate in the sense that the majority of eligible citizens support its outcome.",9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"Even a referendum like the one on Scottish independence in 2014 , which had a turnout of 85 % and a decisive victory for the no - side , saw only 46 % of all registered voters supporting the result . ",0
1941,1941,1941,1785.111,1486971160742,,1486971160742,"The low voter turnout in Switzerland has not only been linked to issues relating to the country's frequent referendums, but also the ""extraordinary complexity of the political system"" \(Blais, p. 526","Although Switzerland holds more referendums than any other country, its voter turnout in elections \(at around 50% or less\) is among the lowest in the OECD and has been low for decades \(OECD, p. 97",9972cb14-00f7-42d2-9b64-846aa0812775,-1,2.8,"The low voter turnout in MSK<0> has not only been linked to issues relating to MSK<0> frequent referendums , but also the "" extraordinary complexity of the political system "" \ ( Blais , p. 526 ",0
1942,1942,1942,1785.881,1490348441747,,1490348441747,"Additionally, even if the turnout for referendums is higher, that is likely to decrease if more referendums are used.","A direct comparison between the turnout for, or interest in, referendums and elections is not valid. Whereas most elections have no consequences of obvious and immediate impact, referendums usually concern policies of self-evident, high and long-term relevance.",f1ff7152-955a-435f-85db-9b8a5c4041a1,1,2.8,"Additionally , even if the turnout for MSK<0> is higher , that is likely to decrease if more MSK<0> are used . ",0
1943,1943,1943,1785.1402,1495437969958,,1495437969958,"If one ruling party has the absolute majority, compromises are not sought in parliament between the political parties, but inside the faction of the ruling party. Large political parties often consist of many deputies with slightly different attitudes and convictions.","If the ruling party has a governing majority, it is unlikely that they will seek compromise instead of simply pushing through their preferred agenda.",24f5ff14-75af-4548-ae24-9751d29975f4,-1,2.8,"If MSK<0> has the absolute majority , compromises are not sought in parliament between the MSK<2> , but inside the faction of MSK<0> . Large MSK<2> often consist of many deputies with slightly different attitudes and convictions . ",0
1944,1944,1944,1785.836,1490131398550,,1490131398550,"This was seen in a 2016 referendum on EU immigration in Hungary, where the results were considered void due to a turnout of under 50%, despite 98% of those who turned out voting 'no'.","This problem can be solved by introducing a minimum voter turnout for a referendum to be valid.  \(Gay, p. 14",f1ff7152-955a-435f-85db-9b8a5c4041a1,1,2.8,"This was seen in a 2016 referendum on EU immigration in Hungary , where the results were considered void due to a turnout of under 50 % , despite 98 % of those who turned out voting ' no ' . ",0
1945,1945,1945,1785.139,1495309842064,,1495309842064,"Although formalised imperative mandates do not exist anymore, politicians cannot simply do what they want. Political mandates in modern democracies are more informal: politicians derive authority from properly representing the wishes of their voters. When they veer too far beyond these wishes, their actions might be perceived as illegitimate and they risk political ramifications.","Modern democracies are usually not based on imperative mandates that allow representatives to do only what was explicitly approved in elections. Instead, they have a degree of freedom in representing the people.",02cd8feb-1685-4ec8-86e9-cf107374eb7e,-1,2.8,"Although formalised imperative MSK<0> do not exist anymore , MSK<1> can not simply do what MSK<1> want . MSK<2> MSK<0> in modern democracies are more informal : MSK<3> derive authority from properly representing the MSK<4> of MSK<3> voters . When MSK<3> veer too far beyond these MSK<4> , MSK<3> actions might be perceived as illegitimate and MSK<3> risk MSK<2> ramifications . ",0
1946,1946,1946,1785.288,1487376631273,,1487376631273,"Even a dominant coalition government like Angela Merkel's, which won 67% of votes in 2013, has the support of only 48% of registered voters.","By this standard, most elected governments are illegitimate as they do not have the expressed support of the majority of citizens eligible to vote.",9972cb14-00f7-42d2-9b64-846aa0812775,1,2.8,"Even a dominant coalition government like Angela Merkel 's , which won MSK<0> % of votes in 2013 , has the support of only MSK<0> % of registered voters . ",0
1947,1947,1947,1785.373,1487550111126,,1487550111126,"Specific policies may only have marginal impacts on the chances of electoral success of a particular party, so politicians are only very indirectly accountable for their particular policies. By contrast, referendums provide a more direct mechanism of accountability.",Politicians already have to act according to popular demand as they can be voted out at the next election. There is equal ability to ignore these threats under both scenarios.,f443c292-9428-48e0-a6b6-8cb56fdeb685,-1,2.8,"MSK<1> MSK<0> may only have marginal impacts on the chances of electoral success of a MSK<1> party , so MSK<2> are only very indirectly MSK<3> for MSK<2> MSK<1> MSK<0> . By contrast , referendums provide a more direct mechanism of MSK<3> . ",0
1948,1948,1948,1785.374,1487550486413,,1487550486413,"Most people would ignore media articles written by groups with obvious vested interests, so the only medium available to interest groups who want to influence the public is advertisements. Since these are necessarily brief, it is less simple to convey substantial argumentation for the position of the interest group.","Just because there are more of them does not necessarily mean it is harder to influence individual voters. Given the ability of the media to target huge swathes of the population at once, these people can easily be swayed.",f443c292-9428-48e0-a6b6-8cb56fdeb685,-1,2.8,"Most people would ignore media articles written by MSK<0> with obvious vested MSK<1> , so MSK<2> is advertisements . Since MSK<2> are necessarily brief , MSK<2> is less simple to convey substantial argumentation for the position of the MSK<1> MSK<0> . ",0
1949,1949,1949,1785.1423,1495589216871,,1495589216871,"There is no effective and proven strategy for meaningfully improving citizens' level of information, governments have tried and failed in the past. Hence, this is not a realistic alternative to abolishing referendums.","If it was true that voters are chronically misinformed, the government's priority should be informing people, not excluding them from decision-making.",9972cb14-00f7-42d2-9b64-846aa0812775,-1,2.8,"There is no effective and proven strategy for meaningfully improving citizens ' level of information , governments have tried and failed in the past . Hence , this is not a realistic alternative to abolishing referendums . ",0
1950,1950,1950,1715.113,1484539237143,,1484539237143,"On campuses with low diversity, minority students may not speak up for themselves for fear of being ostracized or ridiculed, without having a campus community to support them. Banding together allows them to support each other on-campus, minimizing the impact of any stigma they face.",Affirmative action reinforces negative racial stigmas.,48ed00c0-aa45-425b-b5e1-1f1a4b6a40d4,-1,2.8,"On MSK<0> with low diversity , MSK<1> may not speak up for MSK<1> for fear of being ostracized or ridiculed , without having a MSK<0> community to MSK<2> MSK<1> . Banding together allows MSK<1> to MSK<2> each other on - MSK<0> , minimizing the impact of any stigma MSK<1> face . ",0
1951,1951,1951,1715.5,1485905087536,,1485884585183,"Race is already an important part of people's identity, even without affirmative action. The recent US election is a good example of how race operates as an identity marker in society, but also of how politics often reinforces and reminds people of the racial element of their identity.",Affirmative action makes people feel objectified for their racial heritage.,0409b399-6d6b-4947-9ad0-6a2f2221fd63,-1,2.8,"MSK<0> is already an important part of MSK<1> , even without affirmative action . The recent US election is a good example of how MSK<0> operates as an identity marker in society , but also of how coref2 often reinforces and reminds people of the racial element of MSK<1> . ",0
1952,1952,1952,7100.17,1513892046549,,1513892046549,"Not necesarly. The money from taxation can be invested into rehabilitation centers, informative and support programs, etc.",Some drugs are highly addictive; addiction is defined as a disease by most medical associations.,be855df2-2eff-4bb4-a981-ec62b7117dab,-1,2.8,"Not necesarly . The money from taxation can be invested into rehabilitation centers , informative and support programs , etc. . ",0
1953,1953,1953,1692.675,1489417069727,,1487710740564,"Because considerably more people would vote, elections would become more contestable, with incumbents facing genuine challengers who could defeat them. This is likely to make them more faithful to their voters, leading to better and more representative policy outcomes.","Incumbents \(Trounstine, p. 8\) are more likely to win in elections with lower turnouts, thereby entrenching the power of existing elites.",0409b399-6d6b-4947-9ad0-6a2f2221fd63,1,2.8,"Because MSK<0> would vote , MSK<1> would become more contestable , with incumbents facing genuine challengers who could defeat MSK<0> . This is likely to make MSK<0> more faithful to MSK<0> MSK<1> , leading to better and more representative policy outcomes . ",0
1954,1954,1954,1692.417,1485522698378,,1485522698378,"In systems with mandatory voting \(e.g. Australia\), non-voters are given time to offer a justification before being fined. Therefore, reasons like sickness, mobility difficulties, registration or ID laws could be taken into account so people under those situations are not fined.",It can be difficult for many people to get to the polls and vote. Compulsory voting is an unfair burden on these people.,f4997af4-1f1f-4695-bb75-f87e1371cb3e,-1,2.8,"In systems with mandatory voting \ ( e.g. Australia \ ) , non-voters are given time to offer a justification before being MSK<0> . Therefore , reasons like sickness , mobility difficulties , registration or ID laws could be taken into account so people under those situations are not MSK<0> . ",0
1955,1955,1955,1692.317,1485252827044,,1485252827044,"The state with the highest probability that one vote changes the outcome in a Presidential election in the USA has a probability of 1 in 10 million \(Gelman, Silver, Edlin, p. 324","However, there are also costs associated with voting. The likelihood that a single vote affects an election is minuscule, so it is better to allow an individual to weigh up that benefit against the costs.",24f5ff14-75af-4548-ae24-9751d29975f4,1,2.8,"The state with the highest MSK<0> that one vote changes the outcome in a Presidential election in the USA has a MSK<0> of 1 in 10 million \ ( Gelman , Silver , Edlin , p. 324 ",0
1956,1956,1956,1692.698,1488302601751,,1488302601751,"Many studies have concluded that strict voter ID laws in the US have a negative impact on voter turnout in Hispanic, Black, Asian and multi-racial populations.",Voter ID laws have been passed in the US by Republicans intending to suppress turnout of key Democrat constituencies in order to ensure re-election victory. These laws would no longer apply if everyone had to vote.,f4997af4-1f1f-4695-bb75-f87e1371cb3e,1,2.8,"Many studies have concluded that strict MSK<0> ID laws in the US have a negative impact on MSK<0> turnout in Hispanic , Black , Asian and multi-racial populations . ",0
1957,1957,1957,1692.494,1485893374674,,1485893374674,"New parties and candidates \(like Katter’s Australian Party\) often lack wealthy backing. As a result, they can't contest elections without spending large sums of money in order to get voters to polling booths. By requiring everyone to vote, smaller parties can be competitive, keeping the political system responsive to the populace.","Incumbents \(Trounstine, p. 8\) are more likely to win in elections with lower turnouts, thereby entrenching the power of existing elites.",0409b399-6d6b-4947-9ad0-6a2f2221fd63,1,2.8,"MSK<0> ) often lack wealthy backing . As a result , MSK<0> can't contest MSK<1> without spending large sums of money in order to get MSK<1> to polling booths . By requiring everyone to vote , smaller parties can be competitive , keeping the political system responsive to the populace . ",0
1958,1958,1958,1692.211,1484868744650,,1484868744650,"Negative campaigning, by portraying the other candidates as worse, can still benefit the one carrying out negative campaigning, as they are seen as better politicians relative to their opponents.","The basis of negative campaigns is to discourage your opponent's potential voters from going to vote. With mandatory voting that cannot be the case, therefore resulting in less negative campaigning.",0409b399-6d6b-4947-9ad0-6a2f2221fd63,-1,2.8,"MSK<1> , by portraying MSK<2> as worse , can still benefit the one carrying out MSK<1> , as MSK<2> are seen as better politicians relative to MSK<2> opponents . ",0
1959,1959,1959,1692.597,1486496387346,,1486496387346,"After not voting in at least four elections within 15 years, voters get excluded from the voting rolls in Belgium. If that happens, it might be difficult to get a job in the public sector.",Most options for punishment would still disproportionately harm poorer individuals in society as they are more reliant on government for their wellbeing.,f4997af4-1f1f-4695-bb75-f87e1371cb3e,1,2.8,"After not MSK<0> in at least four MSK<1> within 15 years , MSK<1> get excluded from the MSK<0> rolls in Belgium . If that happens , it might be difficult to get a job in the public sector . ",0
1960,1960,1960,1692.813,1491737855304,,1491737855304,"Compulsory voting fundamentally alters the act of voting. Where before it was a right - a protected liberty or permission to act - it now becomes an obligation entailing coerced action to comply with the law, file for exemption, or submit to legal penalties.",One of the most fundamental rights in a democratic society is the right to choose one's actions provided that they do not infringe on others.,841d54e3-a666-471c-8eb4-17e2dd3eca95,1,2.8,"MSK<0> fundamentally alters the MSK<1> of voting . Where before MSK<0> was a right - a protected liberty or permission to MSK<1> - MSK<0> now becomes an obligation entailing coerced action to comply with the law , file for exemption , or submit to legal penalties . ",0
1961,1961,1961,1692.249,1485131475960,,1485131475960,"By relieving them of this responsibility, a greater of the two evils can be elected, leading to a worse situation for everyone.","In a ""choose the lesser of two evils"" situation the right not to vote is important, to relieve citizens of the responsibility of electing a bad government or nominee.",0409b399-6d6b-4947-9ad0-6a2f2221fd63,-1,2.8,"By relieving them of this responsibility , a greater of the two evils can be elected , leading to a worse situation for everyone . ",0
1962,1962,1962,6492.335,1514456764822,,1514456764822,"Feminism is now too broad a term, ill-defined and diverse, meaning it is often misunderstood.",Feminism lowers public will to discuss the equity of the sexes,c5e3ba3f-50f6-4a22-8d17-ab5cc1752cea,1,2.8,"MSK<0> is now too broad a term , ill - defined and diverse , meaning MSK<0> is often misunderstood . ",0
1963,1963,1963,6182.115,1512535301164,,1512535301164,"Solar power plants require about 120 km² to produce, on average, 1 gigawatt of power \(13 times as much as nuclear\).",Nuclear energy is the only technology that can be used on a sufficiently wide scale because it requires only limited land.,cbe599a0-485e-417c-8455-452964393cc5,1,2.8,"Solar MSK<0> plants require about 120 km ² to produce , on average , 1 gigawatt of MSK<0> \ ( 13 times as much as nuclear \ ) . ",0
1964,1964,1964,6182.445,1521916239414,,1521916239414,"There are other nuclear cycles, such as the thorium cycle, that are useful for electricity but not useful for weapons.",Increasing nuclear fission power production worldwide leads to the proliferation of nuclear weapons,6baf0257-ed31-4a63-b95c-a9339eefd9dd,-1,2.8,"There are other nuclear MSK<0> , such as the thorium MSK<0> , that are MSK<1> for electricity but not MSK<1> for weapons . ",0
1965,1965,1965,1835.34,1489695637500,,1489695637500,"Athletes are provided many special affordances and privileges in society. In this case, therefore, it is comparatively better to be unfair to athletes than to victims of domestic and sexual violence.",Zero-Tolerance policies are unfair to athletes.,48ed00c0-aa45-425b-b5e1-1f1a4b6a40d4,-1,2.8,"MSK<0> are provided many special affordances and privileges in society . In MSK<1> , therefore , MSK<1> is comparatively better to be unfair to MSK<0> than to victims of domestic and sexual violence . ",0
1966,1966,1966,1835.226,1488865855758,,1488865855758,"By blaming individual players, rather than taking collective responsibility for a culture which encourages abuse, leagues shift the blame away from themselves.",A Zero-Tolerance policy will lead to less league-wide reform on issues of domestic and sexual violence.,48ed00c0-aa45-425b-b5e1-1f1a4b6a40d4,1,2.8,"By MSK<0> individual players , rather than taking collective responsibility for a culture which encourages abuse , MSK<1> shift the MSK<0> away from MSK<1> . ",0
1967,1967,1967,1835.22,1488865617490,,1488865617490,"Clubs create the conditions \(e.g. a culture of hegemonic masculinity, normalised sexual and sexist language, increased tolerance of violence\), which make players more likely to commit these acts in the first place.",A Zero-Tolerance policy will lead to less league-wide reform on issues of domestic and sexual violence.,48ed00c0-aa45-425b-b5e1-1f1a4b6a40d4,1,2.8,"Clubs create the conditions \ ( e.g. a culture of hegemonic masculinity , normalised sexual and sexist language , increased tolerance of violence \ ) , which make players more likely to commit these acts in the first place . ",0
