Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.2,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,Unnamed: 0.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1,Unnamed: 0.1.1.1.1.1.1.1.1,source_article,updated_label,masked_articles,Unnamed: 0.3,is_fallacy 
1809,1809,1809,1809,1509,1509,1509,1509,1509,1509,1509,1512,1107,,You can't be my partner in class because you didn't donate to the Hurricane Sandy fundraiser.,ad hominem,MSK<0> can't be my partner in class because MSK<0> didn't donate to the Hurricane Sandy fundraiser . ,1509.0,1
1810,1810,1810,1810,1510,1510,1510,1510,1510,1510,1510,1513,2007,,"I saw Ashton Kutcher in a prescription drug commercial, therefore it has to be an effective drug.",fallacy of credibility,"I saw Ashton Kutcher in MSK<0> , therefore MSK<0> has to be an effective drug . ",1510.0,1
1811,1811,1811,1811,1511,1511,1511,1511,1511,1511,1511,1514,405,,"""Everytime I wash my car it rains, therefore, washing my car makes it rain.""",false causality,""" Everytime MSK<0> MSK<1> MSK<0> MSK<3> , therefore , MSK<1> MSK<0> makes MSK<3> . "" ",1511.0,1
1812,1812,1812,1812,1512,1512,1512,1512,1512,1512,1512,1515,956,,Eat lamb--could thousands of coyotes be wrong?,ad populum,Eat lamb -- could thousands of coyotes be wrong ? ,1512.0,1
1813,1813,1813,1813,1513,1513,1513,1513,1513,1513,1513,1516,694,,"""J.K Rowling is a wonderful writer because she writes so well"" is an example of what?",circular reasoning,""" MSK<0> is a wonderful writer because MSK<0> writes so well "" is an example of what ? ",1513.0,1
1814,1814,1814,1814,1514,1514,1514,1514,1514,1514,1514,1517,61,,"to define a person based on faulty opinions derived by judgments made about a group, a class, or race of people",faulty generalization,"to define a person based on faulty opinions derived by judgments made about a group , a class , or race of people ",1514.0,1
1815,1815,1815,1815,1515,1515,1515,1515,1515,1515,1515,1518,1170,,That's what you'd expect someone like him/her to say,ad hominem,That 's what you 'd expect someone like him / her to say ,1515.0,1
1816,1816,1816,1816,1516,1516,1516,1516,1516,1516,1516,1519,400,,The numbers on gun violence speak for themselves. We should ban guns in the country!,faulty generalization,MSK<0> speak for MSK<0> . We should ban guns in the country ! ,1516.0,1
1817,1817,1817,1817,1517,1517,1517,1517,1517,1517,1517,1520,162,,"One of our clients doubled their conversions after changing all their landing page text to bright red. Therefore, changing all text to red is a proven way to double conversions.",faulty generalization,"One of MSK<0> MSK<1> MSK<0> MSK<2> after MSK<4> MSK<0> . Therefore , MSK<4> is a proven way to MSK<1> MSK<2> . ",1517.0,1
1818,1818,1818,1818,1518,1518,1518,1518,1518,1518,1518,1521,1785,,"After Jhon said that we should put more money into health and education, Warren responded by saying that he was surprised that Jhon hates our country so much that he wants to leave it defenseless by cutting military spending.",fallacy of extension,"After MSK<0> said that MSK<1> should put more money into health and education , MSK<2> responded by saying that MSK<2> was surprised that MSK<0> hates MSK<1> so much that MSK<2> wants to leave coref3 defenseless by cutting military spending . ",1518.0,1
1819,1819,1819,1819,1519,1519,1519,1519,1519,1519,1519,1522,59,,"I have a red car. My car was in a wreck. Therefore, all red cars get wrecked.",faulty generalization,"coref1 have MSK<0> . MSK<0> was in a MSK<1> . Therefore , all red cars get MSK<1> . ",1519.0,1
1820,1820,1820,1820,1520,1520,1520,1520,1520,1520,1520,1523,1027,,"Billy - ""An apple is a vegetable.""  Bobby - ""Don't listen to Billy; he failed Spanish class last year. """,ad hominem,"MSK<0> - "" An apple is a vegetable . "" MSK<1> - "" Don't listen to MSK<0> ; MSK<1> failed Spanish class last year . "" ",1520.0,1
1821,1821,1821,1821,1521,1521,1521,1521,1521,1521,1521,1524,316,,"You should never gamble! Once you start gambling you find it hard to stop. Soon you will spend all your money on gambling, and eventually you will turn to crime just to support your gambling addiction.",faulty generalization,"MSK<0> should never MSK<1> ! Once MSK<0> start MSK<1> MSK<0> find it hard to stop . Soon MSK<0> will spend all MSK<0> money on MSK<2> , and eventually MSK<0> will turn to crime just to support MSK<0> MSK<2> addiction . ",1521.0,1
1822,1822,1822,1822,1522,1522,1522,1522,1522,1522,1522,1525,2232,,"Speaker 1: We should have single payer, government funded health care. That would be the best solution to the health care crisis in our country. Speaker 2: You voted for Bernie Sanders. You’re probably a communist.",ad hominem,"MSK<5> : MSK<1> should have single payer , government funded MSK<3> . That would be the best solution to the MSK<3> crisis in MSK<1> country . MSK<5> : MSK<4> voted for Bernie Sanders . MSK<4> ’re probably a communist . ",1522.0,1
1823,1823,1823,1823,1523,1523,1523,1523,1523,1523,1523,1526,676,,"Cell phones, high-tech devices that cause severe distractions and cyberbullying should be banned in schools.",circular reasoning,"Cell phones , high - tech devices that cause severe distractions and cyberbullying should be banned in schools . ",1523.0,1
1824,1824,1824,1824,1524,1524,1524,1524,1524,1524,1524,1527,1354,,"All hotdogs are fast food. No hamburgers are hotdogs. Therefore, no hamburgers are fast food.",fallacy of logic,"All MSK<0> are MSK<2> . No MSK<3> are MSK<0> . Therefore , no MSK<3> are MSK<2> . ",1524.0,1
1825,1825,1825,1825,1525,1525,1525,1525,1525,1525,1525,1528,651,,Americans should give money to charity because it is the right thing to do.,circular reasoning,Americans should give MSK<0> to charity because MSK<0> is the right thing to do . ,1525.0,1
1826,1826,1826,1826,1526,1526,1526,1526,1526,1526,1526,1529,1698,,The speaker/author chooses a deliberately (on purpose) bad or oversimplified example in order to ridicule (make fun of) or refute (prove wrong) an idea,fallacy of extension,The speaker / author chooses a deliberately ( on purpose ) bad or oversimplified example in order to ridicule ( make fun of ) or refute ( prove wrong ) an idea ,1526.0,1
1827,1827,1827,1827,1527,1527,1527,1527,1527,1527,1527,1530,509,,You know Jane Fonda’s exercise video’s must be worth the money. Look at the great shape she’s in.,false causality,You know Jane Fonda ’s exercise video ’s must be worth the money . Look at the great shape she ’s in . ,1527.0,1
1828,1828,1828,1828,1528,1528,1528,1528,1528,1528,1528,1531,523,,Families communicate less and less in the past forty years since feminism became mainstream. Feminism is to blame for this deterioration in the family.,false causality,MSK<0> communicate less and less in the past forty years since MSK<1> became mainstream . MSK<1> is to blame for this deterioration in the MSK<0> . ,1528.0,1
1829,1829,1829,1829,1529,1529,1529,1529,1529,1529,1529,1532,2258,,"If you choose not to administer triple antibiotic coverage for this patient with severe and extensive burns, you will be held responsible for any infectious complications that might eventually arise.",appeal to emotion,"If MSK<0> choose not to administer triple antibiotic coverage for this patient with severe and extensive burns , MSK<0> will be held responsible for any infectious complications that might eventually arise . ",1529.0,1
1830,1830,1830,1830,1530,1530,1530,1530,1530,1530,1530,1533,570,,"Many homosexuals have AIDS. Therefore, homosexuality causes AIDS.",false causality,"Many MSK<1> have MSK<0> . Therefore , MSK<1> causes MSK<0> . ",1530.0,1
1831,1831,1831,1831,1531,1531,1531,1531,1531,1531,1531,1534,540,,Jimmy isn’t at school today. He must be on a family trip.,false causality,MSK<0> is n’t at school today . MSK<0> must be on a family trip . ,1531.0,1
1832,1832,1832,1832,1532,1532,1532,1532,1532,1532,1532,1535,129,,"Some students who attend tutoring over the summer are not very intelligent. Since Beth attended summer tutoring, she is not a very good student.",faulty generalization,"Some MSK<0> who MSK<1> MSK<2> over the MSK<3> are not very intelligent . Since MSK<4> MSK<1> MSK<3> MSK<2> , MSK<4> is not a very good MSK<0> . ",1532.0,1
1833,1833,1833,1833,1533,1533,1533,1533,1533,1533,1533,1536,2129,,"The statement ""you are not really an American if you are vegetarian"" is an example of which fallacy?",intentional,"The statement "" MSK<0> are not really an American if MSK<0> are vegetarian "" is an example of which fallacy ? ",1533.0,1
1834,1834,1834,1834,1534,1534,1534,1534,1534,1534,1534,1537,1460,,"""I know I made a bad decision, but look at how hard I tried."" This helps manipulators to avoid taking responsibility for their actions.",appeal to emotion,""" MSK<0> know MSK<0> made a bad decision , but look at how hard MSK<0> tried . "" This helps MSK<1> to avoid taking responsibility for MSK<1> actions . ",1534.0,1
1835,1835,1835,1835,1535,1535,1535,1535,1535,1535,1535,1538,888,,Best Buy is the best electronics store because people line up outside of it on Black Friday.,ad populum,MSK<0> is the best electronics store because people line up outside of MSK<0> on Black Friday . ,1535.0,1
1836,1836,1836,1836,1536,1536,1536,1536,1536,1536,1536,1539,14,,All four year olds talk too much.,faulty generalization,All four year olds talk too much . ,1536.0,1
1837,1837,1837,1837,1537,1537,1537,1537,1537,1537,1537,1540,620,,"Pamela never lies. She told me herself, so it must be true.",circular reasoning,"MSK<0> never lies . MSK<0> told MSK<0> MSK<0> , so it must be true . ",1537.0,1
1838,1838,1838,1838,1538,1538,1538,1538,1538,1538,1538,1541,1849,,"Sure, we haven't given raises in over five years to our employees, but we work really hard to make a good product. We try to ensure the best customer service, too.",fallacy of relevance,"Sure , MSK<0> haven't given raises in over five years to MSK<0> employees , but MSK<0> work really hard to make a good product . MSK<0> try to ensure the best customer service , too . ",1538.0,1
1839,1839,1839,1839,1539,1539,1539,1539,1539,1539,1539,1542,1701,,Senator Li announced today that she plans to cut funding to early childhood education programs. The last thing we need is a government official who hates children!,fallacy of extension,MSK<0> announced today that MSK<0> plans to cut funding to early childhood education programs . The last thing we need is a government official who hates children ! ,1539.0,1
1840,1840,1840,1840,1540,1540,1540,1540,1540,1540,1540,1543,1550,,Either we ban teenagers from possessing cell phones or we continue to let thousands of young students fail their classes.,false dilemma,Either MSK<0> ban teenagers from possessing cell phones or MSK<0> continue to let MSK<1> fail MSK<1> classes . ,1540.0,1
1841,1841,1841,1841,1541,1541,1541,1541,1541,1541,1541,1544,1603,,You either support Hillary Clinton for President or you don't believe in women's rights,false dilemma,MSK<0> either support Hillary Clinton for President or MSK<0> don't believe in women 's rights ,1541.0,1
1842,1842,1842,1842,1542,1542,1542,1542,1542,1542,1542,1545,111,,Why did the blonde cross the road?  Because she saw a shoe sale!,faulty generalization,Why did the blonde cross the road ? Because she saw a shoe sale ! ,1542.0,1
1843,1843,1843,1843,1543,1543,1543,1543,1543,1543,1543,1546,677,,The President said he will not allow disrespectful dissent.,circular reasoning,MSK<0> said MSK<0> will not allow disrespectful dissent . ,1543.0,1
1844,1844,1844,1844,1544,1544,1544,1544,1544,1544,1544,1547,1135,,"We cannot listen to John’s opinion on global warming because he is a tree hugger. No podemos escuchar la opinión de John sobre el calentamiento global porque es un abrazador de árboles.",ad hominem,We can not listen to MSK<0> ’s MSK<1> on MSK<2> warming because he is a tree hugger . No podemos escuchar la MSK<1> MSK<3> MSK<0> sobre el calentamiento MSK<2> porque es un abrazador MSK<3> árboles . ,1544.0,1
1845,1845,1845,1845,1545,1545,1545,1545,1545,1545,1545,1548,468,,"""You're not feeling well because you use your phone so much.""",false causality,""" MSK<0> 're not feeling well because MSK<0> use MSK<0> phone so much . "" ",1545.0,1
1846,1846,1846,1846,1546,1546,1546,1546,1546,1546,1546,1549,1988,,"As a police officer who has worked for the city for 15 years, I have been a witness to distracted drivers and something needs to be done.",fallacy of credibility,"As a police officer who has worked for the city for 15 years , I have been a witness to distracted drivers and something needs to be done . ",1546.0,1
1847,1847,1847,1847,1547,1547,1547,1547,1547,1547,1547,1550,327,,Never be kind and generous to the poor. They’ll come to expect your help always and never learn to contribute to society.,faulty generalization,Never be kind and generous to the poor . They ’ll come to expect your help always and never learn to contribute to society . ,1547.0,1
1848,1848,1848,1848,1548,1548,1548,1548,1548,1548,1548,1551,160,,Fred the Australian stole my wallet. All Australians are thieves!,faulty generalization,MSK<0> the MSK<1> stole MSK<0> wallet . All MSK<1> are thieves ! ,1548.0,1
1849,1849,1849,1849,1549,1549,1549,1549,1549,1549,1549,1552,2442,,(Are the things being compared even similar? Does that prove anything?),fallacy of logic,( Are the things being compared even similar ? Does that prove anything ? ) ,1549.0,1
1850,1850,1850,1850,1550,1550,1550,1550,1550,1550,1550,1553,1482,,"""If you don't believe in God, you'll go to hell!"" is an example of:",appeal to emotion,""" If MSK<0> don't believe in God , MSK<0> 'll go to hell ! "" is an example of : ",1550.0,1
1851,1851,1851,1851,1551,1551,1551,1551,1551,1551,1551,1554,26,,"Jeff is preparing to create a commercial for a new energy drink. He visits a local high school and surveys students in an English class about their beverage preferences. The majority of the class says they prefer grape flavored drinks, so Jeff tells his superiors that grape is the flavor favored most by high school students. What error in reasoning has Jeff made?http://www.funtrivia.com",faulty generalization,"MSK<0> is preparing to create a commercial for a new energy MSK<1> . MSK<0> visits MSK<2> in MSK<3> . The majority of MSK<3> says MSK<2> prefer MSK<4> MSK<5> MSK<1> , so MSK<0> tells MSK<0> superiors that MSK<4> is the MSK<5> favored most by high school students . What error in reasoning has Jeff made?http : / / www.funtrivia.com ",1551.0,1
1852,1852,1852,1852,1552,1552,1552,1552,1552,1552,1552,1555,2342,,"If the ozone layer is destroyed, many people will get cancer and suffer from other illnesses.  The ozone layer is being protected, not destroyed.  So, many people will be spared the pain of cancer and other illnesses.",fallacy of logic,"If MSK<0> is MSK<1> , many MSK<2> will get MSK<3> and suffer from other MSK<4> . MSK<0> is being protected , not MSK<1> . So , many MSK<2> will be spared the pain of MSK<3> and other MSK<4> . ",1552.0,1
1853,1853,1853,1853,1553,1553,1553,1553,1553,1553,1553,1556,1577,,"Look, you are going to have to make up your mind. Either you decide that you can afford this stereo, or you decide you are going to do without music for a while.",false dilemma,"Look , MSK<0> are going to have to make up MSK<0> mind . Either MSK<0> MSK<1> that MSK<0> can afford this stereo , or MSK<0> MSK<1> MSK<0> are going to do without music for a while . ",1553.0,1
1854,1854,1854,1854,1554,1554,1554,1554,1554,1554,1554,1557,1720,,Caroline says that she is going to have lunch with the new girl. Jenna says that she can't believe that Caroline is ditching her old friends for the new girl.,fallacy of extension,MSK<0> says that MSK<0> is going to have lunch with MSK<1> . MSK<0> says that MSK<0> can't believe that MSK<0> is ditching MSK<0> old friends for MSK<1> . ,1554.0,1
1855,1855,1855,1855,1555,1555,1555,1555,1555,1555,1555,1558,1635,,"If you don't pay taxes, you don't deserve the right to vote.",false dilemma,"If MSK<0> don't pay taxes , MSK<0> don't deserve the right to vote . ",1555.0,1
1856,1856,1856,1856,1556,1556,1556,1556,1556,1556,1556,1559,2073,,"We don't know for sure that phones lower students' success levels, so there's no need to ban them.",intentional,"We don't know for sure that MSK<0> success levels , so there 's no need to ban MSK<0> . ",1556.0,1
1857,1857,1857,1857,1557,1557,1557,1557,1557,1557,1557,1560,1992,,SM 10: Local talk show host saying we are on the verge of a nuclear war leading to sitting in a basement for months.,fallacy of credibility,SM 10 : Local talk show host saying we are on the verge of a nuclear war leading to sitting in a basement for months . ,1557.0,1
1858,1858,1858,1858,1558,1558,1558,1558,1558,1558,1558,1561,901,,Killing thousands of people as a result of drug war campaign is not a crime to humanity because millions of Filipino support it.,ad populum,Killing MSK<1> of people as a result of MSK<0> is not a crime to humanity because MSK<1> of Filipino support MSK<0> . ,1558.0,1
1859,1859,1859,1859,1559,1559,1559,1559,1559,1559,1559,1562,1073,,"""I see no reason to listen to Smith. Anything he says will be influenced by his interest in civil rights. His statements are bound to be distorted and unreliable.""  What logical fallacy is used in the statement above?",ad hominem,""" I see no reason to listen to MSK<0> . Anything MSK<0> says will be influenced by MSK<0> interest in civil rights . MSK<0> MSK<1> are bound to be distorted and unreliable . "" What logical fallacy is used in the MSK<1> above ? ",1559.0,1
1860,1860,1860,1860,1560,1560,1560,1560,1560,1560,1560,1563,885,,"""Chick-Fil-A is the greatest food chain in existence. Look at the crowds!""",ad populum,""" Chick - Fil - A is the greatest food chain in existence . Look at the crowds ! "" ",1560.0,1
1861,1861,1861,1861,1561,1561,1561,1561,1561,1561,1561,1564,1463,,You've got to donate to the hockey team. They are helping build schools in Uganda. Imagine all of those poor and hungry kids there.,appeal to emotion,You 've got to donate to the hockey team . They are helping build schools in Uganda . Imagine all of those poor and hungry kids there . ,1561.0,1
1862,1862,1862,1862,1562,1562,1562,1562,1562,1562,1562,1565,2086,,"""If you believe that I am wrong, prove to me that I am.""",intentional,""" If you believe that MSK<0> am wrong , prove to MSK<0> that MSK<0> am . "" ",1562.0,1
1863,1863,1863,1863,1563,1563,1563,1563,1563,1563,1563,1566,848,,This movie was #1 at the box office last weekend! That means it must be really good!,ad populum,MSK<0> was MSK<1> at the box office last weekend ! MSK<1> means MSK<0> must be really good ! ,1563.0,1
1864,1864,1864,1864,1564,1564,1564,1564,1564,1564,1564,1567,2188,,"Marty: Doc, I'm from the future. I came here in a time machine that you invented. Now, I need your help to get back to the year 1985. Doc: I've had enough practical jokes for one evening. Good night, future boy!",intentional,"MSK<0> : MSK<1> , MSK<0> 'm from the MSK<2> . MSK<0> came here in a time machine that MSK<3> invented . Now , MSK<0> need MSK<3> help to get back to the year 1985 . MSK<1> : MSK<0> 've had enough practical jokes for one MSK<4> . Good MSK<4> , MSK<2> boy ! ",1564.0,1
1865,1865,1865,1865,1565,1565,1565,1565,1565,1565,1565,1568,15,,I met a tall man who loved to eat cheese. Now I believe that all tall people like cheese.,faulty generalization,MSK<0> met a MSK<1> man who loved to eat MSK<2> . Now MSK<0> believe that all MSK<1> people like MSK<2> . ,1565.0,1
1866,1866,1866,1866,1566,1566,1566,1566,1566,1566,1566,1569,586,,You said that 'runs' occur to statistically independent phenomena such as roulette wheel spins.,false causality,You said that ' runs ' occur to statistically independent phenomena such as roulette wheel spins . ,1566.0,1
1867,1867,1867,1867,1567,1567,1567,1567,1567,1567,1567,1570,2179,,I am only slightly obese.  That is perfectly normal here in America.,intentional,I am only slightly obese . That is perfectly normal here in America . ,1567.0,1
1868,1868,1868,1868,1568,1568,1568,1568,1568,1568,1568,1571,2103,,"SuperCyberDate.con determined that Sally and Billy are a great match because they both like pizza, movies, junk food, Janet Jackson, and vote republican. What SuperCyberDate.con did not take into consideration were the 245 other likes and dislikes that were very different for both Sally and Billy—such as the fact that Billy is gay",intentional,"MSK<0> determined that MSK<1> and MSK<2> are a great match because they both like pizza , movies , junk food , Janet Jackson , and vote republican . What MSK<0> did not take into consideration were the 245 other likes and dislikes that were very different for both MSK<1> and MSK<2> — such as the fact that MSK<2> is gay ",1568.0,1
1869,1869,1869,1869,1569,1569,1569,1569,1569,1569,1569,1572,465,,"During the early 2000s, the search for a cause of autism led to vaccines, though no scientific link has been found between the administration of vaccines and the onset of autism. The time that children are vaccinated and the time they're diagnosed do closely correlate, however, leading upset parents to assign blame to the immunizations, for lack of a better explanation.",false causality,"During the early 2000s , the search for a cause of MSK<0> MSK<1> to MSK<2> , though no scientific link has been found between the administration of MSK<2> and the onset of MSK<0> . The MSK<3> that MSK<4> are MSK<2> and the MSK<3> MSK<4> 're diagnosed do closely correlate , however , MSK<1> upset parents to assign blame to the MSK<2> , for lack of a better explanation . ",1569.0,1
1870,1870,1870,1870,1570,1570,1570,1570,1570,1570,1570,1573,1233,,"Martin: All white people are not racists. Charlie: Yes they are. You just believe that because you are white. ",ad hominem,Martin : MSK<0> are not racists . Charlie : Yes MSK<0> are . MSK<1> just believe that because MSK<1> are white . ,1570.0,1
1871,1871,1871,1871,1571,1571,1571,1571,1571,1571,1571,1574,1336,,aliens must have visited Earth,fallacy of logic,aliens must have visited Earth ,1571.0,1
1872,1872,1872,1872,1572,1572,1572,1572,1572,1572,1572,1575,2368,,"Board Member: “If this company is going to maximize its profits in the coming year, we need to fully exploit all of our available resources.” Human Resources Director: “Not so fast. Our employees are one of our most valued resources, and we have a strict policy against exploiting our workers.”",equivocation,"Board Member : MSK<0> If MSK<1> is going to maximize MSK<1> profits in the coming year , MSK<1> need to fully MSK<2> all of MSK<1> available MSK<3> . MSK<0> Human MSK<3> Director : MSK<0> Not so fast . MSK<1> MSK<4> are one of MSK<1> most valued MSK<3> , and MSK<1> have a strict policy against MSK<2> MSK<1> MSK<4> . MSK<0> ",1572.0,1
1873,1873,1873,1873,1573,1573,1573,1573,1573,1573,1573,1576,2114,,A recent study found that there are plenty of scientists who disagree with the consensus position on this phenomenon.,intentional,A recent study found that there are plenty of scientists who disagree with the consensus position on this phenomenon . ,1573.0,1
1874,1874,1874,1874,1574,1574,1574,1574,1574,1574,1574,1577,1229,,I have been accused of using an ad hominem approach in trying to defend my research. But those who attack me and my research are also using ad hominem. And they started it!,ad hominem,MSK<0> have been accused of MSK<1> an MSK<3> approach in trying to defend MSK<0> . But those who attack MSK<0> and MSK<0> are also MSK<1> MSK<3> . And they started coref1 ! ,1574.0,1
1875,1875,1875,1875,1575,1575,1575,1575,1575,1575,1575,1578,2028,,"X has been around for years now. Y is new. Therefore, Y is better than X.",fallacy of credibility,"MSK<1> has been around for years now . MSK<0> is new . Therefore , MSK<0> is better than MSK<1> ",1575.0,1
1876,1876,1876,1876,1576,1576,1576,1576,1576,1576,1576,1579,1889,,"My wife wants to talk about cleaning out the garage, so I asked her what she wants to do with our patio furniture. Now she's shopping for new patio furniture and not asking me about the garage.",fallacy of relevance,"MSK<0> MSK<1> to talk about cleaning out MSK<2> , so MSK<3> MSK<4> MSK<0> what MSK<0> MSK<1> to do with our MSK<6> . Now MSK<0> 's shopping for new MSK<6> and not MSK<4> MSK<3> about MSK<2> . ",1576.0,1
1877,1877,1877,1877,1577,1577,1577,1577,1577,1577,1577,1580,1505,,"Jordan: Dad, why do I have to spend my summer at Jesus camp? Dad: Because if you don’t, you will spend your entire summer in your room with nothing but your Bible! ",appeal to emotion,"Jordan : MSK<0> , why do MSK<1> have to MSK<2> MSK<1> MSK<3> at Jesus camp ? MSK<0> : Because if MSK<4> do n’t , MSK<4> will MSK<2> MSK<4> entire MSK<3> in MSK<4> room with nothing but MSK<4> Bible ! ",1577.0,1
1878,1878,1878,1878,1578,1578,1578,1578,1578,1578,1578,1581,289,,"If I don't take this AP class, then I won't do well on the AP exam. If I don't do well on the AP exam, then I can't get into a good college. If I can't get into a good college, then I won't be able to get a good job. If I can't get a good job then I'll have to live in my parents' basement forever. Guess I'll sign up for the AP class.",faulty generalization,"If MSK<0> don't take MSK<1> , then MSK<0> won't do well on MSK<3> . If MSK<0> don't do well on MSK<3> , then MSK<0> can't get into a MSK<5> . If MSK<0> can't get into a MSK<5> , then MSK<0> won't be able to get MSK<6> . If MSK<0> can't get MSK<6> then MSK<0> 'll have to live in MSK<0> parents ' basement forever . Guess MSK<0> 'll sign up for MSK<1> . ",1578.0,1
1879,1879,1879,1879,1579,1579,1579,1579,1579,1579,1579,1582,852,,See the movie that everybody's talking about,ad populum,See the movie that everybody 's talking about ,1579.0,1
1880,1880,1880,1880,1580,1580,1580,1580,1580,1580,1580,1583,1502,,"""Don't make me angry; you won't like me when I'm angry.""",appeal to emotion,""" Don't make MSK<0> MSK<1> ; you won't like MSK<0> when MSK<0> 'm MSK<1> . "" ",1580.0,1
1881,1881,1881,1881,1581,1581,1581,1581,1581,1581,1581,1584,1325,,"""Men are human. Mary is a human. Therefore, Mary is a man.""",fallacy of logic,""" MSK<0> are MSK<1> . MSK<2> is a MSK<1> . Therefore , MSK<2> is a MSK<0> . "" ",1581.0,1
1882,1882,1882,1882,1582,1582,1582,1582,1582,1582,1582,1585,1966,,"Lebron James, one of the most decorated basketball players of all time, says you need to eat breakfast so you need to eat breakfast",fallacy of credibility,"Lebron James , one of the most decorated basketball players of all time , says MSK<1> to MSK<3> so MSK<1> to MSK<3> ",1582.0,1
1883,1883,1883,1883,1583,1583,1583,1583,1583,1583,1583,1586,686,,Shakira is the best singer in the world because she is the most talented singer there is.,circular reasoning,MSK<0> is the best MSK<1> in the world because MSK<0> is the most talented MSK<1> there is . ,1583.0,1
1884,1884,1884,1884,1584,1584,1584,1584,1584,1584,1584,1587,227,,"You should never gamble. Once you start gambling you find it hard to stop. Soon you are spending all your money on gambling, and eventually you will turn to crime to support your earnings.",faulty generalization,"MSK<0> should never MSK<1> . Once MSK<0> start MSK<1> MSK<0> find it hard to stop . Soon MSK<0> are spending all MSK<0> money on gambling , and eventually MSK<0> will turn to crime to support MSK<0> earnings . ",1584.0,1
1885,1885,1885,1885,1585,1585,1585,1585,1585,1585,1585,1588,975,,"My opponent raises a good point, but can we really trust him? I mean, he moved to this town only two years ago and everyone knows that his wife left him.",ad hominem,"MSK<0> raises a good point , but can we really trust MSK<1> ? MSK<0> mean , MSK<1> moved to this town only two years ago and everyone knows that MSK<1> wife left MSK<1> . ",1585.0,1
1886,1886,1886,1886,1586,1586,1586,1586,1586,1586,1586,1589,1125,,"Dustin: ""Why do you always deflect the argument by insulting me?"" Ann: ""You're ugly and poor!""",ad hominem,"MSK<0> : "" Why do MSK<0> always deflect the argument by insulting me ? "" MSK<1> : "" MSK<1> 're ugly and poor ! "" ",1586.0,1
1887,1887,1887,1887,1587,1587,1587,1587,1587,1587,1587,1590,2448,,claiming that an idea or belief is true simply because it is what most people believe,ad populum,claiming that MSK<0> is true simply because MSK<0> is what most people believe ,1587.0,1
1888,1888,1888,1888,1588,1588,1588,1588,1588,1588,1588,1591,1823,,"The mother of a young child tells him to go to bed, and he begins to ask questions, say that he is hungry, or say that he needs to go to the bathroom-all to avoid bed and distract mom.",fallacy of relevance,"The MSK<2> of a young child tells MSK<0> to go to MSK<1> , and MSK<0> begins to ask questions , say that MSK<0> is hungry , or say that MSK<0> needs to go to the bathroom - all to avoid MSK<1> and distract MSK<2> . ",1588.0,1
1889,1889,1889,1889,1589,1589,1589,1589,1589,1589,1589,1592,1310,,She's wearing red shoes. Her favorite color must be red.,fallacy of logic,MSK<0> 's wearing MSK<1> shoes . MSK<0> favorite color must be MSK<1> . ,1589.0,1
1890,1890,1890,1890,1590,1590,1590,1590,1590,1590,1590,1593,587,,"Believing that ""runs"" occur to statistically independent phenomena such as routine wheel spirits.",false causality,"Believing that "" runs "" occur to statistically independent phenomena such as routine wheel spirits . ",1590.0,1
1891,1891,1891,1891,1591,1591,1591,1591,1591,1591,1591,1594,488,,"Tasha is studying polar and tropical climates on Earth. She learned the following: • Tropical climates: Summer and winter temperatures are similar. • Polar climates: Summer temperature is much higher than winter temperature. Tasha wonders why the tropical climate has the same temperature year round, but the polar climate temperature differs greatly. Which of these explains the reason for this difference?",false causality,"MSK<0> is studying MSK<1> and MSK<2> MSK<3> on Earth . MSK<0> learned the following : MSK<4> MSK<2> MSK<3> : Summer and MSK<6> are similar . MSK<4> MSK<1> MSK<3> : MSK<7> is much higher than MSK<6> . MSK<0> wonders why the MSK<2> MSK<3> has MSK<8> round , but MSK<7> differs greatly . Which of MSK<8> explains the reason for this difference ? ",1591.0,1
1892,1892,1892,1892,1592,1592,1592,1592,1592,1592,1592,1595,659,,The greatest thing that we can do is to love each other. Love is better than any other emotion.,circular reasoning,The greatest thing that we can do is to MSK<0> each other . MSK<0> is better than any other emotion . ,1592.0,1
1893,1893,1893,1893,1593,1593,1593,1593,1593,1593,1593,1596,1433,,"Luke didn't want to eat his sheep's brains with chopped liver and brussel sprouts, but his father told him to think about the poor, starving children in a third world country who weren't fortunate enough to have any food at all.",appeal to emotion,"MSK<0> didn't want to eat MSK<0> sheep 's brains with chopped liver and brussel sprouts , but MSK<0> father told MSK<0> to think about the poor , starving children in a third world country who weren't fortunate enough to have any food at all . ",1593.0,1
1894,1894,1894,1894,1594,1594,1594,1594,1594,1594,1594,1597,1047,,"Person 1: ""I am for raising the minimum wage in our state.""  Person 2: ""She is for raising the minimum wage, but she is not smart enough to even run a business.""",ad hominem,"MSK<4> : "" I am for MSK<2> . "" MSK<4> : "" MSK<3> is for MSK<2> , but MSK<3> is not smart enough to even run a business . "" ",1594.0,1
1895,1895,1895,1895,1595,1595,1595,1595,1595,1595,1595,1598,1386,,"An advertisement asking people to give to St. Jude Research Center to help children struggling with cancer. You wouldn't want to let these children die, right?",appeal to emotion,"An advertisement asking people to give to St. Jude Research Center to help MSK<0> . You wouldn't want to let MSK<0> die , right ? ",1595.0,1
