Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,key,edited,votes,created,text,parent_text,parent_relation,grand_parent_text,author,relation,score,masked_articles,is_fallacy
616,616,616,616,616,616,3615.25,1509408455706,,1509408455706,"97% of the scientific community agrees that humans are causing recent climate change. Additionally, that 3% includes scientists who are undecided vice explicitly denying. Therefore, the number of scientists that agree disagreeing with the statement that humans cause climate change is less than 3%.",Many respected scientists have come out saying they don't believe that humans are the cause of climate change,-1.0,Scientists advocate to fight climate change.,80586b84-cd8a-4fce-bd93-93f7ce0c967a,-1,0.0,"97 % of the MSK<6> community MSK<0> that MSK<1> are MSK<2> recent MSK<4> . Additionally , that MSK<5> % includes MSK<6> who are undecided vice explicitly denying . Therefore , the number of MSK<6> that MSK<0> MSK<0> with the statement that MSK<1> MSK<2> MSK<4> is less than MSK<5> % . ",0
617,617,617,617,617,617,3615.32,1514032764861,,1514032764861,"There are other factors that keep the Earth from freezing, e.g. the Greenhouse Effect Therefore, one cannot conclude that the sun is the only cause of global warming.","The sun is the cause of global warming.  If the sun wasn't there, humans would have a very hard time trying to keep the surface of the Earth above freezing.google.com",-1.0,Scientists advocate to fight climate change.,3c3a1815-9d63-4364-8876-a00f221068c6,-1,0.0,"There are other factors that keep the Earth from freezing , e.g. the Greenhouse Effect Therefore , one can not conclude that the sun is the only cause of global warming . ",0
618,618,618,618,618,618,3615.327,1515172205890,,1515172205890,"With the current state of journalism, if a scientist were to find concrete evidence against climate change, the media would quickly publicize it for the sheer spectacle.",Social pressure and research funding incentives has made it difficult for climate scientists to speak out against strong claims about human-caused climate change,-1.0,Scientists advocate to fight climate change.,406ee7f9-1e5c-43e0-87f2-6b716c27e1d5,-1,0.0,"With the current state of journalism , if a scientist were to find concrete evidence against MSK<0> , the media would quickly publicize MSK<0> for the sheer spectacle . ",0
619,619,619,619,619,619,3615.325,1515106492975,,1515106492975,"Many on this list are questioning the accuracy of IPCC climate projections and ""They may not conclude specifically that the current IPCC projections are either too high or too low, but that the projections are likely to be inaccurate due to inadequacies of current global climate modeling."" So this is no source of comfort, if the projections may be too low.",I don't usually treat wiki as a cite worthy source. But for lists I find that it is sometimes the best. Here is a \(I'm sure incomplete\) list of the notable scientists that do not agree in man-made climate change en.wikipedia.org,1.0,Many respected scientists have come out saying they don't believe that humans are the cause of climate change,41b4e2c1-53c3-44f8-a975-cf48451bae6e,-1,0.0,"Many on this list are questioning the MSK<3> of MSK<0> and "" They may not conclude specifically that MSK<1> MSK<0> are either too high or too MSK<2> , but that MSK<1> are likely to be MSK<3> due to inadequacies of current global climate modeling . "" So this is no source of comfort , if MSK<1> may be too MSK<2> . ",0
620,620,620,620,620,620,3871.339,1547922352928,,1547922352928,"The levelized cost of nuclear power is relatively high compared to other energy sources: the minimum cost per megawatt hour to build a new nuclear plant is $112, compared to $40 for utility-scale solar, $41 for combined cycle gas, and $29 for wind.",The levelized cost of energy of Nuclear power is over three times that of some renewable sources \(onshore wind and solar\).,-1.0,Nuclear power is the lowest-cost form of power per kwh as it is only 2.1 cents per kwh.,8eb5b4bd-2677-4d7a-915e-6b6bdecfa7b5,1,0.0,"MSK<0> is relatively high MSK<1> to other energy sources : MSK<0> hour to build a new nuclear plant is $ 112 , MSK<1> to $ MSK<2> for utility - scale solar , $ MSK<2> for combined cycle gas , and $ MSK<2> for wind . ",0
621,621,621,621,621,621,3871.215,1522029870765,,1522029870765,"In addition to low emissions and very good safety records, Nuclear has very high labor content.  Approximately 70% of total costs of Nuclear is salaries to workers.  Those workers pay high taxes on that income for general benefit of their communities.  Compare coal/oil/gas where about 70% of total costs is a fuel bill.  Nuclear powered communities are clean, safe and prosperous communities.",Nuclear power is the lowest-cost form of power per kwh as it is only 2.1 cents per kwh.,1.0,Nuclear power is the most economical choice.,dc188709-0457-44bb-b73a-ef1fa50904e0,1,0.0,"In addition to low emissions and very good safety records , MSK<0> has very MSK<1> labor content . Approximately MSK<2> % of MSK<4> of MSK<0> is salaries to workers . MSK<5> pay MSK<1> taxes on that income for general benefit of MSK<5> MSK<6> . Compare coal / oil / MSK<7> where about MSK<2> % of MSK<4> is a MSK<7> bill . Nuclear powered MSK<6> are clean , safe and prosperous MSK<6> . ",0
622,622,622,622,622,622,3871.29,1540765803654,,1540765803654,"If climate change is an issue, then we might not have 7.5 years, according to the more pessimistic climate models.",The mean time to build a nuclear power plant is 7.5 years,1.0,Nuclear power plants can be built fast.,5bc86629-f0b4-4f2f-983e-6c6755272c32,-1,0.0,"If MSK<0> change is an issue , then we might not have 7.5 years , according to the more pessimistic MSK<0> models . ",0
623,623,623,623,623,623,4148.2197,1541193430772,,1541193430772,"Extinction of species is not always about fitness, and does not reflect their value. A cow is no longer fit to survive without humans, but is a valuable source of meat. An elephant can't survive poachers but is an important factor in fighting desertification \(which affects us\). Most species won't survive climate change but we desperately need them","There is a viewpoint that the natural world is ruled by evolution and 'survival of the fittest'. According to this viewpoint, if an animal life has not evolved to survive their environment, it is worth less, and should not be protected above more highly evolved animals \(e.g. humans\).",-1.0,Human life should be valued above animal life in the case that only one can be preserved.,2d2453ad-72f5-498b-99ba-78e29dc83b9c,-1,0.0,"Extinction of MSK<0> is not always about fitness , and does not reflect their MSK<4> . A cow is no longer fit to MSK<1> without humans , but is a MSK<4> source of meat . An elephant can't MSK<1> MSK<2> but is an important factor in fighting desertification \ ( which affects MSK<3> \ ) . Most MSK<0> won't MSK<1> climate change but MSK<3> desperately need MSK<2> ",0
624,624,624,624,624,624,3454.1141,1577653075682,,1577653075682,"Increased polarization with online echo chambers, countries that hate democracy and are able to stay in power \(more than 3 billion citizens living outside of democracy\), the low quality of debate, high levels of corruption, low level of women in power \(less than 25% of world parliament\), the threats of global warming, AI, super volcanoes and novas, nuclear proliferation, and extremism all threaten our ability to survive or thrive in ways that our existing democracies fail to address properly.","No one is providing an organized way to comment, review, or suggest alternate wording of laws of laws. Analysis is, by definition, required for good decisions. Therefore if we want it we'll have to crowdsource it ourselves.",1.0,Citizens should be able to crowdsource the laws in their nation - collaborating and debating their language online. \(The ratification of laws online is not necessarily implied - just online co-creation of proposed legislation\).,faa13dd7-d35b-4b7c-a86f-8da22c54a086,1,0.0,"Increased polarization with online echo chambers , countries that hate MSK<0> and are able to stay in power \ ( MSK<1> , the MSK<2> of global warming , AI , super volcanoes and novas , nuclear proliferation , and extremism all MSK<2> MSK<1> ability to MSK<3> or MSK<3> in ways that MSK<1> existing MSK<0> fail to address properly . ",0
625,625,625,625,625,625,33112.168,1579341246235,,1579341246235,"In places where free public transport has been introduced, a substantial number of 'new' public transport users were people who would otherwise walk. Thus, for these people, individual emissions would increase.","Public transport means that there are many passengers in a single vehicle, thus reducing the number of vehicles and the harmful emissions associated with these vehicles.",1.0,Free public transport would benefit the environment.,6b921d12-79da-47b6-a390-4782d3a74067,-1,0.0,"In places where free MSK<1> has been introduced , a substantial number of ' new ' MSK<1> users were MSK<2> who would otherwise walk . Thus , for these MSK<2> , individual emissions would increase . ",0
626,626,626,626,626,626,32101.27,1574273026331,,1574273026331,"The world’s leading climate scientists have warned there is only 12 years for global warming to be kept to a maximum of 1.5 degree Celsius, beyond which even half a degree will significantly worsen the risks of drought, floods, extreme heat and poverty for hundreds of millions of people.","Thousands of scientists are warning of the effects of climate change, and that we are approaching a point of no return. It is unlikely that they are all wrong.",-1.0,The earth will not be irreparable in 12 years from climate change.,804f792b-aa5d-4bfa-bad9-aff3429937a7,1,0.0,"The world ’s leading climate scientists have warned there is only 12 years for global warming to be kept to a maximum of 1.5 MSK<0> Celsius , beyond which even half a MSK<0> will significantly worsen the risks of drought , floods , extreme heat and poverty for hundreds of millions of people . ",0
627,627,627,627,627,627,33112.211,1579383310352,,1579383310352,"Electric scooters require electricity to charge, which in a large part, is produced by fossil fuels","Cycling, travelling via segwa or an electric scooter are alternative enviornmentally friendly transport methods.",1.0,Free public transport is not the only environmentally friendly transport choice. There are other methods available to people.,d23233cc-6eb5-4ce8-b550-ddb40046b2d1,-1,0.0,"Electric scooters require electricity to charge , which in a large part , is produced by fossil fuels ",0
628,628,628,628,628,628,32101.23,1574272643054,,1574272643054,"The Republic of Kiribati has declared that the effects of climate change are threatening its existence. Global warming, the effects of rising sea levels accompanied by regular flooding, dying corals and intensified natural hazards are putting a strain on its capacity to function as a nation.",Many countries are facing existential threats because of climate change. It is likely that they will reach a point of no return in 12 years.,-1.0,The earth will not be irreparable in 12 years from climate change.,804f792b-aa5d-4bfa-bad9-aff3429937a7,1,0.0,"MSK<0> has declared that the MSK<1> of MSK<2> MSK<2> are threatening MSK<0> existence . MSK<2> MSK<2> , the MSK<1> of rising sea levels accompanied by regular flooding , dying corals and intensified natural hazards are putting a strain on MSK<0> capacity to function as a nation . ",0
629,629,629,629,629,629,32101.173,1576598631521,,1576598631521,"Climate change claims are thoroughly examined by scientists, media politicians etc. It would be very hard for someone to invent a disaster and convince these groups to take it seriously, given the historical reluctance to believe true threats \(e.g. climate change, dangers of smoking etc.\)",This logic is faulty because people who want to gain power will invent dire scenarios/enemies that are not real in order to live out their power fantasies.,-1.0,"If climate activists are correct, the consequences could harm many lives and human survival as a species. If people act on the climate change fear and suggestions, but the threat is less than predicted, people are guaranteed to be safe from the climate consequences predicted.",11c33cf8-049a-42c4-8646-fd726e6b8774,-1,0.0,"MSK<1> claims are thoroughly examined by scientists , media politicians MSK<2> . It would be very hard for someone to invent MSK<3> and convince these groups to take MSK<3> seriously , given the historical reluctance to believe true threats \ ( e.g. MSK<1> , dangers of smoking MSK<2> \ ) ",0
630,630,630,630,630,630,32101.149,1576582401854,,1576582401854,"The climate fear advocates ask us to have less kids ""for the climate"". However, at the same time we are told that we need to allow for more immigration because of declining birthrates This line of reasoning shows that there are hidden, demeaning, authoritarian power motives at play.","The climate fear movement is about authoritarian power more than about helping the planet, proven by many of their words and actions.",1.0,The earth will not be irreparable in 12 years from climate change.,ee439280-449c-4866-8a27-36c34ebfca82,1,0.0,"The MSK<0> fear advocates ask MSK<1> to have less kids "" for the MSK<0> "" . However , at the same time MSK<1> are told that MSK<1> need to allow for more immigration because of declining birthrates This line of reasoning shows that there are hidden , demeaning , authoritarian power motives at play . ",0
631,631,631,631,631,631,32101.143,1576445900280,,1576445900280,"Whilst the earth does see natural patterns of global warming, CO2 and other greenhouse gas levels since 1750 have been rising at an unprecedented rate, deviating from the natural cycle which would have expected them to decrease","Sea levels have been rising and falling for the past 2,500 years",1.0,Climate change is not necessarily human made and therefore also not human preventable by moderating ourselves in some way. Doggerland was a huge area of land that simply disappeared due to a change in climate during the ice ages. Maybe it is a natural part of nature that some land rises and some land falls.,27275bc2-2cfe-443d-9243-699660d9f248,-1,0.0,"Whilst the earth does see MSK<0> since 1750 have been rising at an unprecedented rate , deviating from the natural cycle which would have expected MSK<0> to decrease ",0
632,632,632,632,632,632,32101.155,1576650822623,,1576589658819,"Technical solutions may be hindered by hostile circumstances such as war, famine, draught and many others that may occur as a result of climate change.","Humans are a resilient species and will develop new technologies to solve climate related issues just in time. If we look back historically, anti pollution laws only happened when health issues were not possible to ignore anymore.",1.0,The earth will not be irreparable in 12 years from climate change.,58a86fa7-d666-457d-8412-a3cbd16f0bc9,-1,0.0,"Technical solutions may be hindered by hostile circumstances such as war , famine , draught and many others that may occur as a result of climate change . ",0
633,633,633,633,633,633,32101.153,1576659846846,,1576583126459,"The Georgia Guidestones contain an inscription that the ideal human population for the planet is 500 million. That is an indication that a hidden goal of wealthy leaders is to reduce the planet's population, proving that power must be their goal. Where such calls used to be hidden, they now come to the surface in the media openly.","The climate fear movement is about authoritarian power more than about helping the planet, proven by many of their words and actions.",1.0,The earth will not be irreparable in 12 years from climate change.,ee439280-449c-4866-8a27-36c34ebfca82,1,0.0,"MSK<0> contain an inscription that coref2 MSK<1> is 500 million . That is an indication that a MSK<3> MSK<2> of wealthy leaders is to reduce MSK<1> , proving that power must be MSK<0> MSK<2> . Where such calls used to be MSK<3> , MSK<0> now come to the surface in the media openly . ",0
634,634,634,634,634,634,32101.9,1576174927948,,1576174927948,"Even if these technologies are invented, the poorest people, who will suffer the most from climate change, may not be able to afford them.",Technologies may not be enough to save us from the worst outcomes of climate change.,-1.0,"Humans are a resilient species and will develop new technologies to solve climate related issues just in time. If we look back historically, anti pollution laws only happened when health issues were not possible to ignore anymore.",b3dd1f68-694c-4ed7-8873-96491e22efb9,-1,0.0,"Even if MSK<0> are invented , the poorest people , who will suffer the most from climate change , may not be able to afford MSK<0> . ",0
635,635,635,635,635,635,32101.126,1576425217391,,1576425217391,"If climate activists are correct, the consequences could harm many lives and human survival as a species. If people act on the climate change fear and suggestions, but the threat is less than predicted, people are guaranteed to be safe from the climate consequences predicted.","It's impossible to know for sure what will happen, it's better to be safe and exaggerate or even lie to the world about the exact consequences. Therefore hyping up fear about the climate beyond reason is the only way to get anything done on a political level.",-1.0,The earth will not be irreparable in 12 years from climate change.,11c33cf8-049a-42c4-8646-fd726e6b8774,1,0.0,"If MSK<0> activists are correct , MSK<1> could harm many lives and human survival as a species . If MSK<2> act on the MSK<0> change fear and suggestions , but the threat is less than predicted , MSK<2> are guaranteed to be safe from MSK<1> . ",0
636,636,636,636,636,636,32101.62,1574474735964,,1574474735964,"Desalination plants can, in theory, create endless amounts of fresh water from salt water, making living in a hot climate not a problem.","As humans our goal should not be the preservation of an arbitrary value such as sea level, but to overcome our reliance on nature to begin with. Initiatives taken by many countries, which are simple and quick, can easily revert supposedly catastrophic consequences from climate change.",-1.0,Many countries are facing existential threats because of climate change. It is likely that they will reach a point of no return in 12 years.,ee439280-449c-4866-8a27-36c34ebfca82,1,0.0,"Desalination plants can , in theory , create endless amounts of fresh MSK<0> from salt MSK<0> , making living in a hot climate not a problem . ",0
637,637,637,637,637,637,32101.58,1574473422011,,1574473422011,"Carbon taxes are introduced to discourage people from using individual transport and shift to public ones, which cause less pollution. People can take trams or buses to work daily, pr carpool to prevent paying these taxes.","Climate fear leaders are lobbying for tax increases that go directly against the will of the population, as evidenced by the sudden uprising of the yellow vests movement Increase in fuel cost is one of the most direct ways to hurt working people's daily lives, yet it's their first lever to pull.",1.0,"The climate fear movement is about authoritarian power more than about helping the planet, proven by many of their words and actions.",804f792b-aa5d-4bfa-bad9-aff3429937a7,-1,0.0,"MSK<0> are introduced to MSK<2> MSK<1> from using individual transport and shift to public ones , which cause less pollution . MSK<1> can take trams or buses to work daily , pr carpool to MSK<2> paying MSK<0> . ",0
638,638,638,638,638,638,32101.55,1576660054260,,1574472960357,"Climate fear leaders are lobbying for tax increases that go directly against the will of the population, as evidenced by the sudden uprising of the yellow vests movement Increase in fuel cost is one of the most direct ways to hurt working people's daily lives, yet it's their first lever to pull.","The climate fear movement is about authoritarian power more than about helping the planet, proven by many of their words and actions.",1.0,The earth will not be irreparable in 12 years from climate change.,ee439280-449c-4866-8a27-36c34ebfca82,1,0.0,"Climate fear leaders are lobbying for tax increases that go MSK<2> against the will of the population , as evidenced by MSK<0> is one of the most MSK<2> ways to hurt MSK<1> daily lives , yet MSK<0> 's MSK<1> first lever to pull . ",0
639,639,639,639,639,639,32101.35,1574338993113,,1574338993113,"In the United States thanks to widespread exaggeration, the amount of greenhouse gas emissions has been held steady since 1990, even though its economy and population has grown overtime.","Exaggeration about climate change consequences help attract political attention to the issue, and it makes it more likely to divert resources to fight this cause.",1.0,"It's impossible to know for sure what will happen, it's better to be safe and exaggerate or even lie to the world about the exact consequences. Therefore hyping up fear about the climate beyond reason is the only way to get anything done on a political level.",804f792b-aa5d-4bfa-bad9-aff3429937a7,1,0.0,"In the United States thanks to widespread exaggeration , MSK<0> has been held steady since 1990 , even though MSK<0> economy and population has grown overtime . ",0
640,640,640,640,640,640,32101.213,1576836866666,,1576836866666,"Exaggerating and lying about climate change may make political powers waste resources on this issue to the detriment of, for example, health service, policing and national security funding.","It's impossible to know for sure what will happen, it's better to be safe and exaggerate or even lie to the world about the exact consequences. Therefore hyping up fear about the climate beyond reason is the only way to get anything done on a political level.",-1.0,The earth will not be irreparable in 12 years from climate change.,86cdd209-3b34-4feb-bed0-3f6b80c955c1,-1,0.0,"Exaggerating and lying about climate change may make political powers waste resources on this issue to the detriment of , for example , health service , policing and national security funding . ",0
641,641,641,641,641,641,32480.94,1579798186658,,1579798186658,"With 4x the population of the US and a massive hunger for meat, China will worsen the already worsening climate crisis. Due to its scale and its governmental structure, it does this at an incredible pace.",Rising China is good for the world,0.0,,54ead5e9-e738-49b8-88e1-75bdfd80170a,-1,0.0,"With 4x the population of the US and a massive hunger for meat , MSK<0> will MSK<1> the already MSK<1> climate crisis . Due to MSK<0> scale and MSK<0> governmental structure , MSK<0> does this at an incredible pace . ",0
642,642,642,642,642,642,32480.92,1579798072161,,1579798072161,"China has the highest pollution rates in the world. While the EU has made climate change their most urgent priority, China continues to consume and pollute the environment. The results are increased mortality due to cancers and respiratory diseases as well as destruction of natural habitats. With 4x the population of the US, a non-sustainable China will have long-term negative effects on our planet.",Rising China raises the Living Standards of all of China and all those who Trade with China.,1.0,Rising China is good for the world,54ead5e9-e738-49b8-88e1-75bdfd80170a,-1,0.0,"MSK<0> has the highest MSK<2> rates in the world . While MSK<1> has made climate change MSK<1> most urgent priority , MSK<0> continues to consume and MSK<2> the environment . The results are increased mortality due to cancers and respiratory diseases as well as destruction of natural habitats . With 4x the population of the US , MSK<0> will have long - term negative effects on our planet . ",0
643,643,643,643,643,643,31221.23,1575760538105,,1575760538105,"Global warming is a slightly misleading name; climate change is more accurate, as it represents the repercussions. As the Earth warms, the climate on a small scale changes and becomes more errant and less predictive. Even though the temperature rising is a side effect of global warming, this isn’t necessarily true for all areas. I can’t find the source where I read this, but working on it.","Given that many people already survive in in extreme temperatures, a few more degrees of extreme temperature is unlikely to threaten extinction.",-1.0,Man-made climate change will cause human extinction.,711be584-f56a-40f5-a47f-c7fe0af278cb,-1,0.0,"MSK<0> is a slightly misleading name ; MSK<1> is more accurate , as MSK<1> represents the repercussions . As the Earth warms , the climate on a small scale changes and becomes more errant and less predictive . Even though the temperature rising is a side effect of MSK<0> , MSK<2> is n’t necessarily true for all areas . MSK<3> ca n’t find the source where MSK<3> read MSK<2> , but working on MSK<2> . ",0
644,644,644,644,644,644,31221.156,1575422024367,,1575422024367,"Humans have adapted to a wide variety of environments not by evolving different traits, but by developing technology. Technological advance happens on a much faster timescale than evolution, and can keep pace with climate change.","Human evolution is slower than the rate of climate change, making it difficult for humans to adapt to climate change",1.0,Man-made climate change will cause human extinction.,b48ef2fb-a7a0-40b0-ad42-b4e4fd0fdfab,-1,0.0,"Humans have adapted to a wide variety of environments not by MSK<1> different traits , but by developing MSK<0> . MSK<0> advance happens on a much faster timescale than MSK<1> , and can keep pace with climate change . ",0
645,645,645,645,645,645,26876.236,1579359117885,,1548330395919,"Polling shows that the majority of Americans support greater government activism to address widening inequality, the political influence of big business, declining living standards, climate change and health care. However, government policy in recent times has not reflected this.","Average citizens and mass-based interest groups have little to no influence on government policy \(Gilens and Page, p. 564\)",1.0,"The US political system can be characterised as an ""oligarchy"", in part due to the effect of private money in politics \(Winters and Page, pp. 742-743\)",423db84a-5cde-4c80-8e15-9a0c4ac56c97,1,0.0,"Polling shows that the majority of Americans support greater MSK<0> activism to address widening inequality , the political influence of big business , declining living standards , climate change and health care . However , MSK<0> policy in recent times has not reflected this . ",0
646,646,646,646,646,646,2871.932,1535233513227,,1535233513227,"Irrelevant. Citizenship is a social/legal construct to begin with, unlike global warming. In a democracy, the beliefs of the majority carry real legal weight.","90% of Americans also don't believe there are consequences of global warming. Surveys reflect people's beliefs, not the truth.",-1.0,The majority of people associate speaking English with being American and identify it as one of the most important traits for an American to have.,5bc86629-f0b4-4f2f-983e-6c6755272c32,-1,0.0,"Irrelevant . Citizenship is a social / MSK<0> construct to begin with , unlike global warming . In a democracy , the beliefs of the majority carry real MSK<0> weight . ",0
647,647,647,647,647,647,28142.7,1555344674375,,1555344674375,"Climate change creates more freak weather and natural disasters. Without food, water, and shelter being secured, people will be unable to go to school. Thus climate change is a threat to the purpose of the university, the education of individuals and the pursuit of truth.","The Kalven report was created for the explicit purpose of ensuring that the integrity of universities was maintained. Divesting would be a declaration of what is right and wrong, which is not within the purview of a university.",-1.0,Universities Should Divest from Fossil Fuels,68eaf8e9-e16e-48c8-a649-76cee4964ef3,-1,0.0,"MSK<0> creates more freak weather and natural disasters . Without food , water , and shelter being secured , people will be unable to go to school . Thus MSK<0> is a threat to the purpose of the university , the education of individuals and the pursuit of truth . ",0
648,648,648,648,648,648,28142.235,1578865039303,,1578865039303,"Tragically, children are the hardest hit In particular, climate change is intensifying the threat from the three biggest killers of children which are diarrhea, malnutrition, and malaria.",In Ethiopia alone 9.7 million people are currently in need of emergency food aid.,1.0,Ethiopia is suffering its worst drought for 30 years and the search for water has become more desperate.,219ffb5b-351b-4a4c-95da-203b48b04ddd,1,0.0,"Tragically , MSK<0> are the hardest hit In particular , climate change is intensifying the threat from the three biggest killers of MSK<0> which are diarrhea , malnutrition , and malaria . ",0
649,649,649,649,649,649,28142.221,1578864577516,,1578864577516,"By 2030, 95% of maize and other coarse grains consumed in sub-Saharan Africa could come from the region itself, meaning that local climatic shocks are likely to have dramatic impacts on local production, prices, and ultimately on consumption.","Recently, harvests and livelihoods have faltered as drought has taken hold across equatorial regions.",1.0,Climate change is exacerbating hunger in some of the poorest countries in the world by disrupting agriculture and food supplies.,219ffb5b-351b-4a4c-95da-203b48b04ddd,1,0.0,"By 2030 , 95 % of maize and other coarse grains MSK<1> in sub-Saharan Africa could come from coref0 , meaning that MSK<0> climatic shocks are likely to have dramatic impacts on MSK<0> production , prices , and ultimately on MSK<1> . ",0
650,650,650,650,650,650,28142.112,1578246906016,,1578246906016,"Climate change, caused in part by non-renewable energy sources like fossil fuels, is causing natural disasters",Investment in fossil fuel extractions is a recipe for an ecological and humanitarian crisis which will harm innocent generations to come.,1.0,Fossil fuel investment is immoral.,23168920-1871-4fe3-bab7-ab0ca7c99744,1,0.0,"Climate change , MSK<0> in part by non-renewable energy sources like fossil fuels , is MSK<0> natural disasters ",0
651,651,651,651,651,651,28142.217,1578864503417,,1578864503417,"Right now, 39 million people in Southern Africa do not have enough to eat, after drought has devastated several cycles of crops. Without climate adaptation strategies suited to each reality, farmers, fisher folks and pastoralist communities face a difficult choice: to migrate in search of other livelihood opportunities or to stay and face hunger.","Recently, harvests and livelihoods have faltered as drought has taken hold across equatorial regions.",1.0,Climate change is exacerbating hunger in some of the poorest countries in the world by disrupting agriculture and food supplies.,219ffb5b-351b-4a4c-95da-203b48b04ddd,1,0.0,"Right now , 39 million people in Southern Africa do not have enough to eat , after drought has devastated several cycles of crops . Without climate adaptation strategies suited to each reality , farmers , fisher folks and pastoralist communities MSK<0> a difficult choice : to migrate in search of other livelihood opportunities or to stay and MSK<0> hunger . ",0
652,652,652,652,652,652,28142.219,1578864526519,,1578864526519,"Even where food exists, extreme events can block main roads, railway tracks, harbors, and food cannot reach markets.","Recently, harvests and livelihoods have faltered as drought has taken hold across equatorial regions.",1.0,Climate change is exacerbating hunger in some of the poorest countries in the world by disrupting agriculture and food supplies.,219ffb5b-351b-4a4c-95da-203b48b04ddd,1,0.0,"Even where MSK<0> exists , extreme events can block main roads , railway tracks , harbors , and MSK<0> can not reach markets . ",0
653,653,653,653,653,653,2856.588,1508243666522,,1508243666522,"Green spaces in and around cities such as NYC provide numerous ecological services to human wellbeing and economy: purifying drinking water, recharging aquifers, helping prevent droughts, protecting against floods, and helping to maintain a stable climate \(p.15\). Reducing overdevelopment preserves these green spaces and the benefits they carry for humans.","Through reducing the need or temptation to construct more traveller accommodation, Airbnb reduces the environmental impacts of overdevelopment in New York City.",1.0,"Airbnb reduces the risk of hotel and lodging businesses overdeveloping, thus mitigating the negative impacts of overdevelopment in New York City.",1d0c6539-1b74-40e4-891e-9693256e3fd4,1,0.0,"MSK<0> provide numerous ecological services to MSK<1> wellbeing and economy : purifying drinking water , recharging aquifers , MSK<2> prevent droughts , protecting against floods , and MSK<2> to maintain a stable climate \ ( p. 15 \ ) . Reducing overdevelopment preserves MSK<0> and the benefits MSK<0> carry for MSK<1> . ",0
654,654,654,654,654,654,28901.102,1573599830267,,1573599830267,"Every year, the world's five largest publicly owned oil and gas companies spend approximately $200 million on lobbying designed to control, delay or block binding climate-motivated policy.","Pressure groups are just 'competing elites' who create an inequality of ideas and viewpoints, still leaving the minority groups unrepresented.",1.0,The involvement of pressure groups in US politics is not beneficial.,736afa32-b4b6-4cc5-8e32-ae12b0ae244e,1,0.0,"Every year , the world 's five largest publicly owned oil and gas companies spend approximately $ 200 million on lobbying designed to control , delay or block binding climate - motivated policy . ",0
655,655,655,655,655,655,31221.65,1571936298968,,1571597222244,"Even though climate change is slow, large cities can't be easily physically moved if at all from extreme conditions \(rising sea levels, drought, etc.\). We may adapt somewhat, but it may not be enough.",Climate Change Is slow. We can adapt within that much time with the help of technology.,-1.0,Man-made climate change will cause human extinction.,ecb837ad-c163-4c28-88a5-2c77686c7e5b,-1,0.0,"Even though MSK<0> is slow , large cities can't be easily physically moved if at all from extreme conditions \ ( rising sea levels , drought , etc. \ ) . We may adapt somewhat , but MSK<0> may not be enough . ",0
656,656,656,656,656,656,29370.162,1560539332708,,1560539332708,"Analysis of economy-wide drivers of changing levels of carbon emissions has shown that reductions in ETS sectors can be explained almost entirely by a combination of increases in renewable energy, the economic downturn post-2008, improved energy efficiency, and fuel switching \(from coal to gas\) in response to other policies and economic variables \(pg.29","There is little evidence that emissions trading caused these reductions. Electricity generation accounts for the majority of emissions covered by the ETS, but reductions in this sector are largely the result of other environmental policies, notably feed-in tariffs and green certificates \(pg.27",-1.0,The EU's carbon emissions have fallen in the decade since the Emissions Trading Scheme began operating.,566af3b5-74b6-476c-aef0-0446f350643c,1,0.0,"Analysis of MSK<1> - wide drivers of changing levels of carbon emissions has shown that reductions in ETS sectors can be explained almost entirely by a combination of increases in renewable MSK<0> , the MSK<1> downturn post-2008 , improved MSK<0> efficiency , and MSK<2> switching \ ( from coal to MSK<2> \ ) in response to other policies and MSK<1> variables \ ( pg .29 ",0
657,657,657,657,657,657,29370.161,1560539156206,,1560539156206,"There is little evidence that emissions trading caused these reductions. Electricity generation accounts for the majority of emissions covered by the ETS, but reductions in this sector are largely the result of other environmental policies, notably feed-in tariffs and green certificates \(pg.27",The EU's carbon emissions have fallen in the decade since the Emissions Trading Scheme began operating.,1.0,All EU member states are members of the European Emissions Trading System which sets an overall limit on all CO2 emissions.,566af3b5-74b6-476c-aef0-0446f350643c,-1,0.0,"There is little evidence that MSK<0> trading caused these MSK<1> . Electricity generation accounts for the majority of MSK<0> covered by the ETS , but MSK<1> in this sector are largely the result of other environmental policies , notably feed - in tariffs and green certificates \ ( pg .27 ",0
658,658,658,658,658,658,29370.378,1562220638853,,1562220638853,"Developing countries are now responsible for 63% of carbon emissions, eclipsing the EU. Hence, the developing countries themselves are responsible for the impacts of climate change.","The EU has a moral obligation to developing countries, which have been disproportionately impacted by climate change.",1.0,The EU has a moral obligation to reduce carbon emissions in order to mitigate climate change.,c080808b-2884-44c9-878c-c402e9a875cb,-1,0.0,"MSK<0> are now MSK<1> for 63 % of carbon emissions , eclipsing the EU . Hence , MSK<0> are MSK<1> for the impacts of climate change . ",0
