Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.1,Unnamed: 0,source_article,logical_fallacies,masked_articles,Unnamed: 0.2,is_fallacy 
781,781,781,601,601,"Yes , you read that correctly , three million — million — years ago CO2 levels on Earth were the same as they are today , but there is one major difference between three million years ago and today… Three million years ago , we humans were not driving cars or eating the meat that requires cow farts ; we weren ’ t barbecuing or refusing to recycle or building factories ; there was no Industrial Age , no plastic , no air conditioning , no electricity , no lumber mills , no consumerism , no aerosols . In fact , three million years ago , there were probably no human beings on Earth , at least not human in the way we use that term today . And yet…","['false causality', 'fallacy of logic']","Yes , you read that correctly , three million — million — years ago CO2 levels on Earth were the same as they are today , but there is one major difference between three million years ago and today… Three million years ago , we humans were not driving cars or eating the meat that requires cow farts ; we weren ’ t barbecuing or refusing to recycle or building factories ; there was no Industrial Age , no plastic , no air conditioning , no electricity , no lumber mills , no consumerism , no aerosols . In fact , three million years ago , there were probably no human beings on Earth , at least not human in the way we use that term today . And yet…",601.0,1
782,782,782,602,602,"Temperatures were up to 7 degrees Fahrenheit warmer globally , at least double that at the poles , and sea levels were some 20 meters ( 65 feet ) higher . How is that possible 2,999,945 years before Americans moved to the suburbs and lit up the charcoal grills ?",['fallacy of logic'],"Temperatures were up to 7 degrees Fahrenheit warmer globally , at least double that at the poles , and sea levels were some 20 meters ( 65 feet ) higher . How is that possible 2,999,945 years before Americans moved to the suburbs and lit up the charcoal grills ?",602.0,1
783,783,783,603,603,"Because , because , because Orange Man Bad :","['fallacy of relevance', 'fallacy of extension', 'ad hominem']","Because , because , because Orange Man Bad :",603.0,1
784,784,784,604,604,"As a 2003 study published in the same Science journal put it , `` there will not be enough nitrogen available to sustain the high carbon uptake scenarios . ''",['intentional'],"As a 2003 study published in the same Science journal put it , `` there will not be enough nitrogen available to sustain the high carbon uptake scenarios . ''",604.0,1
785,785,785,605,605,Pay close attention to the word `` paradigm . '',['intentional'],Pay close attention to the word `` paradigm . '',605.0,1
786,786,786,606,606,The question is whether any climate scientists or environmentalists — who are entirely wedded to the idea that industrialization is destroying the planet — would ever admit this .,"['intentional', 'fallacy of extension']",The question is whether any climate scientists or environmentalists — who are entirely wedded to the idea that industrialization is destroying the planet — would ever admit this .,606.0,1
787,787,787,607,607,"As we 've noted in this space , the idea of `` settled science '' peddled by environmentalists and politicians defies the history of science , which has seen repeated upheavals of previous forms of `` settled science . ''","['fallacy of credibility', 'faulty generalization']","As we 've noted in this space , the idea of `` settled science '' peddled by environmentalists and politicians defies the history of science , which has seen repeated upheavals of previous forms of `` settled science . ''",607.0,1
788,788,788,608,608,"Thomas Kuhn studied this phenomenon in his 1962 book `` The Structure Of Scientific Revolutions . '' He explained how scientists develop a theory — or paradigm — based on available evidence — to explain what they 're seeing . Once that paradigm takes hold , scientists are often loath to give up on it even if evidence piles up that it might be wrong . Eventually , however , faulty paradigms do give way , ushering in a new scientific paradigm . Examples of such paradigm shifts in the past : heliocentric solar system , continental drift , Einstein 's theories .","['fallacy of relevance', 'fallacy of credibility', 'faulty generalization']","Thomas Kuhn studied this phenomenon in his 1962 book `` The Structure Of Scientific Revolutions . '' He explained how scientists develop a theory — or paradigm — based on available evidence — to explain what they 're seeing . Once that paradigm takes hold , scientists are often loath to give up on it even if evidence piles up that it might be wrong . Eventually , however , faulty paradigms do give way , ushering in a new scientific paradigm . Examples of such paradigm shifts in the past : heliocentric solar system , continental drift , Einstein 's theories .",608.0,1
789,789,789,609,609,And a recent paper published in Nature concluded that the planet is less sensitive to increases in CO2 than the computer models say .,['intentional'],And a recent paper published in Nature concluded that the planet is less sensitive to increases in CO2 than the computer models say .,609.0,1
790,790,790,610,610,But will they ?,['intentional'],But will they ?,610.0,1
791,791,791,611,611,"With their reputations and huge amounts government grant money at stake , it 's unlikely that many climate scientists would ever admit to being wrong .","['ad hominem', 'intentional']","With their reputations and huge amounts government grant money at stake , it 's unlikely that many climate scientists would ever admit to being wrong .",611.0,1
792,792,792,612,612,They failed to predict a decade-long pause in global temperatures .,['intentional'],They failed to predict a decade-long pause in global temperatures .,612.0,1
793,793,793,613,613,Nor have various calamities that were supposed to have occurred by now materialized .,['intentional'],Nor have various calamities that were supposed to have occurred by now materialized .,613.0,1
794,794,794,614,614,But climate scientists assumed that the ability to plants to perform this function was limited because the availability of nitrogen in the atmosphere was limited .,['intentional'],But climate scientists assumed that the ability to plants to perform this function was limited because the availability of nitrogen in the atmosphere was limited .,614.0,1
795,795,795,615,615,"Climate Change : Scientists just discovered a massive , heretofore unknown , source of nitrogen .",['intentional'],"Climate Change : Scientists just discovered a massive , heretofore unknown , source of nitrogen .",615.0,1
796,796,796,616,616,"If Houlton 's finding about these vast , previously unknown nitrogen stores holds true , then it would have an enormous impact on global warming predictions .",['intentional'],"If Houlton 's finding about these vast , previously unknown nitrogen stores holds true , then it would have an enormous impact on global warming predictions .",616.0,1
797,797,797,617,617,The international team onboard the Russian research ship R/V Akademik Keldysh said most of the bubbles were currently dissolving in the water but methane levels at the surface were four to eight times what would normally be expected and this was venting into the atmosphere .,['intentional'],The international team onboard the Russian research ship R/V Akademik Keldysh said most of the bubbles were currently dissolving in the water but methane levels at the surface were four to eight times what would normally be expected and this was venting into the atmosphere .,617.0,1
798,798,798,618,618,"High levels of the potent greenhouse gas have been detected down to a depth of 350 metres in the Laptev Sea near Russia , prompting concern among researchers that the discovery could have “ serious climate consequences ” .",['intentional'],"High levels of the potent greenhouse gas have been detected down to a depth of 350 metres in the Laptev Sea near Russia , prompting concern among researchers that the discovery could have “ serious climate consequences ” .",618.0,1
799,799,799,619,619,"The Arctic is considered ground zero in the debate about the vulnerability of frozen methane deposits – which have been called the “ sleeping giants of the carbon cycle ” - in the ocean , and if releases were to exceed a tipping point it could increase the speed of global heating .",['intentional'],"The Arctic is considered ground zero in the debate about the vulnerability of frozen methane deposits – which have been called the “ sleeping giants of the carbon cycle ” - in the ocean , and if releases were to exceed a tipping point it could increase the speed of global heating .",619.0,1
800,800,800,620,620,"Methane seeps detected in the past were found to be historic , but the expedition believes these are new based on an earlier study showing movement of the subsea permafrost between the early 1980s and 2015 .",['fallacy of credibility'],"Methane seeps detected in the past were found to be historic , but the expedition believes these are new based on an earlier study showing movement of the subsea permafrost between the early 1980s and 2015 .",620.0,1
801,801,801,621,621,"Despite all this evidence , however , Governors and Senators who are often climate change deniers still get voted back into power there .","['ad hominem', 'fallacy of logic']","Despite all this evidence , however , Governors and Senators who are often climate change deniers still get voted back into power there .",621.0,1
802,802,802,622,622,"A new study , published in Geophysical Research Letters , suggests that even this ludicrously short-sighted measure won ’ t be enough to stop the incoming tide .",['ad hominem'],"A new study , published in Geophysical Research Letters , suggests that even this ludicrously short-sighted measure won ’ t be enough to stop the incoming tide .",622.0,1
803,803,803,623,623,"All in all , it ’ s bad news for Florida ’ s near-future , which is set to be underwater faster than anyone has previously estimated .","['appeal to emotion', 'faulty generalization']","All in all , it ’ s bad news for Florida ’ s near-future , which is set to be underwater faster than anyone has previously estimated .",623.0,1
804,804,804,624,624,"Another study revealed that , by 2100 , there will be 2 billion climate refugees – and several million of them will be migrating from Florida to places further inland .","['appeal to emotion', 'fallacy of credibility']","Another study revealed that , by 2100 , there will be 2 billion climate refugees – and several million of them will be migrating from Florida to places further inland .",624.0,1
805,805,805,625,625,"As a result , instead of investing in climate change prevention measures , streets in Miami are literally getting raised up off the ground to stop floodwater coming in .",['intentional'],"As a result , instead of investing in climate change prevention measures , streets in Miami are literally getting raised up off the ground to stop floodwater coming in .",625.0,1
806,806,806,626,626,"For good reason : In the U.S. , and for much of the world , the most dangerous environmental pollutants have been cleaned up . U.S. emissions of particulates , metals and varied gases—all of these : ozone , lead , carbon monoxide , oxides of nitrogen and sulfur—fell almost 70 % between 1970 and 2014 .",['ad hominem'],"For good reason : In the U.S. , and for much of the world , the most dangerous environmental pollutants have been cleaned up . U.S. emissions of particulates , metals and varied gases—all of these : ozone , lead , carbon monoxide , oxides of nitrogen and sulfur—fell almost 70 % between 1970 and 2014 .",626.0,1
807,807,807,627,627,"National polls show that climate change is low on the list of voters ’ priorities . For good reason : In the U.S. , and for much of the world , the most dangerous environmental pollutants have been cleaned up . U.S. emissions of particulates , metals and varied gases—all of these : ozone , lead , carbon monoxide , oxides of nitrogen and sulfur—fell almost 70 % between 1970 and 2014 .",['intentional'],"National polls show that climate change is low on the list of voters ’ priorities . For good reason : In the U.S. , and for much of the world , the most dangerous environmental pollutants have been cleaned up . U.S. emissions of particulates , metals and varied gases—all of these : ozone , lead , carbon monoxide , oxides of nitrogen and sulfur—fell almost 70 % between 1970 and 2014 .",627.0,1
808,808,808,628,628,"“ It ’ s sobering to think of this magnificent landscape and how fundamentally it can change over a relatively short time period , ” he added .",['appeal to emotion'],"“ It ’ s sobering to think of this magnificent landscape and how fundamentally it can change over a relatively short time period , ” he added .",628.0,1
809,809,809,629,629,"Estimates vary on how much carbon is currently released from thawing permafrost worldwide , but by one calculation emissions over the rest of the century could average about 1.5 billion tons a year , or about the same as current annual emissions from fossil-fuel burning in the United States .",['intentional'],"Estimates vary on how much carbon is currently released from thawing permafrost worldwide , but by one calculation emissions over the rest of the century could average about 1.5 billion tons a year , or about the same as current annual emissions from fossil-fuel burning in the United States .",629.0,1
810,810,810,630,630,"In addition to greenhouse gas emissions , thawing wreaks havoc on infrastructure , causing slumping of land when ice loses volume as it turns to water .",['appeal to emotion'],"In addition to greenhouse gas emissions , thawing wreaks havoc on infrastructure , causing slumping of land when ice loses volume as it turns to water .",630.0,1
811,811,811,631,631,What ’ s the point ? ’ said Boy . ‘ By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,['faulty generalization'],What ’ s the point ? ’ said Boy . ‘ By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,631.0,1
812,812,812,632,632,"Ocean acidification is the terrifying threat whereby all that man-made CO2 we ’ ve been pumping into the atmosphere may react with the sea to form a sort of giant acid bath . First it will kill off all the calcified marine life , such as shellfish , corals and plankton . Then it will destroy all the species that depend on it — causing an almighty mass extinction which will wipe out the fishing industry and turn our oceans into a barren zone of death .",['faulty generalization'],"Ocean acidification is the terrifying threat whereby all that man-made CO2 we ’ ve been pumping into the atmosphere may react with the sea to form a sort of giant acid bath . First it will kill off all the calcified marine life , such as shellfish , corals and plankton . Then it will destroy all the species that depend on it — causing an almighty mass extinction which will wipe out the fishing industry and turn our oceans into a barren zone of death .",632.0,1
813,813,813,633,633,"Unfortunately for the doom-mongers , we sceptics have just received some heavy fire-support from a neutral authority .",['ad hominem'],"Unfortunately for the doom-mongers , we sceptics have just received some heavy fire-support from a neutral authority .",633.0,1
814,814,814,634,634,"Howard Browman , a marine scientist for 35 years , has published a review in the ICES Journal of Marine Science of all the papers published on the subject . His verdict could hardly be more damning . The methodology used by the studies was often flawed ; contrary studies suggesting that ocean acidification wasn ’ t a threat had sometimes had difficulty finding a publisher .",['fallacy of credibility'],"Howard Browman , a marine scientist for 35 years , has published a review in the ICES Journal of Marine Science of all the papers published on the subject . His verdict could hardly be more damning . The methodology used by the studies was often flawed ; contrary studies suggesting that ocean acidification wasn ’ t a threat had sometimes had difficulty finding a publisher .",634.0,1
815,815,815,635,635,"Why , between 2009 and 2014 , did Defra spend a whopping £12.5 million on an ocean acidification research programme when the issue could have been resolved , for next to nothing , after a few hours ’ basic research ?",['fallacy of extension'],"Why , between 2009 and 2014 , did Defra spend a whopping £12.5 million on an ocean acidification research programme when the issue could have been resolved , for next to nothing , after a few hours ’ basic research ?",635.0,1
816,816,816,636,636,"According to a report last year by Climate Change Business Journal , it ’ s now worth an astonishing $ 1.5 trillion — about the same as the online shopping industry . If the scare goes away , then all bets are off , because the entire global decarbonisation business relies on it .",['ad populum'],"According to a report last year by Climate Change Business Journal , it ’ s now worth an astonishing $ 1.5 trillion — about the same as the online shopping industry . If the scare goes away , then all bets are off , because the entire global decarbonisation business relies on it .",636.0,1
817,817,817,637,637,"Ocean acidification — the evidence increasingly suggests — is a trivial , misleadingly named , and not remotely worrying phenomenon which has been hyped up beyond all measure for political , ideological and financial reasons .","['intentional', 'faulty generalization']","Ocean acidification — the evidence increasingly suggests — is a trivial , misleadingly named , and not remotely worrying phenomenon which has been hyped up beyond all measure for political , ideological and financial reasons .",637.0,1
818,818,818,638,638,"The impact on calcification , metabolism , growth , fertility and survival of calcifying marine species when pH is lowered up to 0.3 units ( beyond what is considered a plausible reduction this century ) is beneficial , not damaging . Marine life has nothing whatsoever to fear from ocean acidification .",['ad populum'],"The impact on calcification , metabolism , growth , fertility and survival of calcifying marine species when pH is lowered up to 0.3 units ( beyond what is considered a plausible reduction this century ) is beneficial , not damaging . Marine life has nothing whatsoever to fear from ocean acidification .",638.0,1
819,819,819,639,639,"Hence the need for a fallback position — an environmental theory which would justify the massively expensive and disruptive ongoing decarbonisation programme so assiduously championed by politicians , scientists , green campaigners and anyone making money out of the renewables business .",['ad hominem'],"Hence the need for a fallback position — an environmental theory which would justify the massively expensive and disruptive ongoing decarbonisation programme so assiduously championed by politicians , scientists , green campaigners and anyone making money out of the renewables business .",639.0,1
820,820,820,640,640,"What it does do is lend credence to something we much-maligned sceptics have long been saying : that in many environmental fields , the science is being abused and distorted to promote a political and financial agenda .",['intentional'],"What it does do is lend credence to something we much-maligned sceptics have long been saying : that in many environmental fields , the science is being abused and distorted to promote a political and financial agenda .",640.0,1
821,821,821,641,641,"It ’ s no wonder he should find it worrying , for it has been assiduously promoted by environmentalists for more than a decade now as ‘ global warming ’ s evil twin ’ .",['appeal to emotion'],"It ’ s no wonder he should find it worrying , for it has been assiduously promoted by environmentalists for more than a decade now as ‘ global warming ’ s evil twin ’ .",641.0,1
822,822,822,642,642,By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,['appeal to emotion'],By the time I get to Australia to see it the whole bloody lot will have dissolved . ’,642.0,1
823,823,823,643,643,"Last year , no fewer than 600 academic papers were published on the subject , so it must be serious , right ?",['ad populum'],"Last year , no fewer than 600 academic papers were published on the subject , so it must be serious , right ?",643.0,1
824,824,824,644,644,Even the great David Attenborough — presenter of the Great Barrier Reef series — has vouched for its authenticity : ‘,['fallacy of credibility'],Even the great David Attenborough — presenter of the Great Barrier Reef series — has vouched for its authenticity : ‘,644.0,1
825,825,825,645,645,"The impact on calcification , metabolism , growth , fertility and survival of calcifying marine species when pH is lowered up to 0.3 units ( beyond what is considered a plausible reduction this century ) is beneficial , not damaging .",['false causality'],"The impact on calcification , metabolism , growth , fertility and survival of calcifying marine species when pH is lowered up to 0.3 units ( beyond what is considered a plausible reduction this century ) is beneficial , not damaging .",645.0,1
826,826,826,646,646,"To those of us who have been studying the global warming scare in some detail , the answer is depressingly obvious . It ’ s because in the last decade or so , the climate change industry has become so vast and all encompassing , employing so many people , it simply can not be allowed to fail .",['fallacy of relevance'],"To those of us who have been studying the global warming scare in some detail , the answer is depressingly obvious . It ’ s because in the last decade or so , the climate change industry has become so vast and all encompassing , employing so many people , it simply can not be allowed to fail .",646.0,1
827,827,827,647,647,"An “ inherent bias ” in scientific journals in favour of more calamitous predictions has excluded research showing that marine creatures are not damaged by ocean acidification , which is caused by the sea absorbing carbon dioxide from the atmosphere .",['intentional'],"An “ inherent bias ” in scientific journals in favour of more calamitous predictions has excluded research showing that marine creatures are not damaged by ocean acidification , which is caused by the sea absorbing carbon dioxide from the atmosphere .",647.0,1
828,828,828,648,648,"The review found that many studies had used flawed methods , subjecting marine creatures to sudden increases in carbon dioxide that would never be experienced in real life .",['intentional'],"The review found that many studies had used flawed methods , subjecting marine creatures to sudden increases in carbon dioxide that would never be experienced in real life .",648.0,1
829,829,829,649,649,"“ In some cases it was levels far beyond what would ever be reached even if we burnt every molecule of carbon on the planet , ” Howard Browman , the editor of ICES Journal of Marine Science , who oversaw the review , said .",['intentional'],"“ In some cases it was levels far beyond what would ever be reached even if we burnt every molecule of carbon on the planet , ” Howard Browman , the editor of ICES Journal of Marine Science , who oversaw the review , said .",649.0,1
830,830,830,650,650,"Dr Browman , who is also principal research scientist at the Norwegian Institute of Marine Research , found there had been huge increase in articles on ocean acidification in recent years , rising from five in 2005 to 600 last year . He said that a handful of influential scientific journals and lobbying by international organisations had turned ocean acidification into a major issue .",['false causality'],"Dr Browman , who is also principal research scientist at the Norwegian Institute of Marine Research , found there had been huge increase in articles on ocean acidification in recent years , rising from five in 2005 to 600 last year . He said that a handful of influential scientific journals and lobbying by international organisations had turned ocean acidification into a major issue .",650.0,1
831,831,831,651,651,"Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn ’ t occurring , but scientists warned that it was caused by natural variations and circulations in the atmosphere .","['faulty generalization', 'intentional']","Skeptics have long pointed to ice gain in the Southern Hemisphere as evidence climate change wasn ’ t occurring , but scientists warned that it was caused by natural variations and circulations in the atmosphere .",651.0,1
832,832,832,652,652,"While it is too early to know if the recent , rapid decline in Antarctic sea ice is going to be a regular occurrence like in the Arctic , it “ certainly puts the kibosh on everyone saying that Antarctica ’ s ice is just going up and up , ” Meier said .",['faulty generalization'],"While it is too early to know if the recent , rapid decline in Antarctic sea ice is going to be a regular occurrence like in the Arctic , it “ certainly puts the kibosh on everyone saying that Antarctica ’ s ice is just going up and up , ” Meier said .",652.0,1
833,833,833,653,653,"Moreover , the study says , massive human greenhouse gas emissions since that time have likely “ postponed ” what might otherwise be another ice age “ by at least 100,000 years . ”",['faulty generalization'],"Moreover , the study says , massive human greenhouse gas emissions since that time have likely “ postponed ” what might otherwise be another ice age “ by at least 100,000 years . ”",653.0,1
834,834,834,654,654,"This idea is credited to University of Virginia climate scientist William Ruddiman , who was not involved with the current paper .",['fallacy of credibility'],"This idea is credited to University of Virginia climate scientist William Ruddiman , who was not involved with the current paper .",654.0,1
835,835,835,655,655,"Indeed , they note that about 800,000 years ago , orbital alignments were similar but carbon dioxide concentrations were around 240 parts per million , and glaciation did indeed occur .",['fallacy of credibility'],"Indeed , they note that about 800,000 years ago , orbital alignments were similar but carbon dioxide concentrations were around 240 parts per million , and glaciation did indeed occur .",655.0,1
836,836,836,656,656,"But as an energy expert asked by Congress to provide objective expert testimony , and invited by the Intergovernmental Panel on Climate Change ( IPCC ) to serve as Expert Reviewer of its next Assessment Report , I feel an obligation to apologize for how badly we environmentalists have misled the public .",['fallacy of credibility'],"But as an energy expert asked by Congress to provide objective expert testimony , and invited by the Intergovernmental Panel on Climate Change ( IPCC ) to serve as Expert Reviewer of its next Assessment Report , I feel an obligation to apologize for how badly we environmentalists have misled the public .",656.0,1
837,837,837,657,657,"In reality , the above facts come from the best-available scientific studies , including those conducted by or accepted by the IPCC , the Food and Agriculture Organization of the United Nations ( FAO ) , the International Union for the Conservation of Nature ( IUCN ) and other leading scientific bodies .",['fallacy of credibility'],"In reality , the above facts come from the best-available scientific studies , including those conducted by or accepted by the IPCC , the Food and Agriculture Organization of the United Nations ( FAO ) , the International Union for the Conservation of Nature ( IUCN ) and other leading scientific bodies .",657.0,1
838,838,838,658,658,"But there are also reasons to believe that environmental alarmism will , if not come to an end , have diminishing cultural power . The coronavirus pandemic is an actual crisis that puts the climate “ crisis ” into perspective . Even if you think we have overreacted , Covid-19 has killed nearly 500,000 people and shattered economies around the globe .",['fallacy of relevance'],"But there are also reasons to believe that environmental alarmism will , if not come to an end , have diminishing cultural power . The coronavirus pandemic is an actual crisis that puts the climate “ crisis ” into perspective . Even if you think we have overreacted , Covid-19 has killed nearly 500,000 people and shattered economies around the globe .",658.0,1
839,839,839,659,659,Climate change is happening . It ’ s just not the end of the world . It ’ s not even our most serious environmental problem .,['fallacy of relevance'],Climate change is happening . It ’ s just not the end of the world . It ’ s not even our most serious environmental problem .,659.0,1
840,840,840,660,660,"And in January , one out of five British children told pollsters they were having nightmares about climate change .","['ad populum', 'appeal to emotion']","And in January , one out of five British children told pollsters they were having nightmares about climate change .",660.0,1
841,841,841,661,661,” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,['appeal to emotion'],” Britain ’ s most high-profile environmental group claimed “ Climate Change Kills Children . ”,661.0,1
842,842,842,662,662,The trend is always in one direction . '',['faulty generalization'],The trend is always in one direction . '',662.0,1
843,843,843,663,663,"Still , the shift is precisely what he and other cyclone experts said would be expected from climate change .",['faulty generalization'],"Still , the shift is precisely what he and other cyclone experts said would be expected from climate change .",663.0,1
844,844,844,664,664,Their dispatches are often filled with raw emotion and suggest that residents are fleeing atolls swiftly sinking into the sea .,['fallacy of logic'],Their dispatches are often filled with raw emotion and suggest that residents are fleeing atolls swiftly sinking into the sea .,664.0,1
845,845,845,665,665,Plimer says every occurrence of icebergs expanding and shrinking happened with “ more carbon dioxide in the atmosphere than now ” .,['false causality'],Plimer says every occurrence of icebergs expanding and shrinking happened with “ more carbon dioxide in the atmosphere than now ” .,665.0,1
846,846,846,666,666,"“ We are getting towards the end of the warm period , the peak of the warmth was about 5,000 years ago and we are heading for the next inevitable ice age , ” he told Sky News host Cory Bernardi .",['intentional'],"“ We are getting towards the end of the warm period , the peak of the warmth was about 5,000 years ago and we are heading for the next inevitable ice age , ” he told Sky News host Cory Bernardi .",666.0,1
847,847,847,667,667,"They live in a world where conditions are so extreme that fire seasons in the northern and southern hemispheres overlap , stretching resources at a time when they ’ re needed most .",['appeal to emotion'],"They live in a world where conditions are so extreme that fire seasons in the northern and southern hemispheres overlap , stretching resources at a time when they ’ re needed most .",667.0,1
848,848,848,668,668,And when temperatures head towards this threshold it starts to impact the ability of people to lead normal lives .,['appeal to emotion'],And when temperatures head towards this threshold it starts to impact the ability of people to lead normal lives .,668.0,1
849,849,849,669,669,"At home , Australia emits less than 1.24 per cent of global emissions , but so do most countries . More than 170 countries emit less than Australia each year , and combined , this group of countries emits more than any of the largest emitters — 40 per cent of all emissions come from countries that each emit less than 2 per cent of global emissions . So , even if the major emitters decarbonise , it won ’ t be enough .",['ad populum'],"At home , Australia emits less than 1.24 per cent of global emissions , but so do most countries . More than 170 countries emit less than Australia each year , and combined , this group of countries emits more than any of the largest emitters — 40 per cent of all emissions come from countries that each emit less than 2 per cent of global emissions . So , even if the major emitters decarbonise , it won ’ t be enough .",669.0,1
850,850,850,670,670,"In this scenario , by 2100 , 73.9 per cent of the world ’ s population will be facing at least 20 days a year of deadly heat and humidity . And before you think that 20 days of this sort of heat is manageable , that ’ s just a minimum .",['faulty generalization'],"In this scenario , by 2100 , 73.9 per cent of the world ’ s population will be facing at least 20 days a year of deadly heat and humidity . And before you think that 20 days of this sort of heat is manageable , that ’ s just a minimum .",670.0,1
851,851,851,671,671,"By this point you ’ ve seen a few summers , probably run through a few sprinklers , burnt your feet on hot pavement — six-year-old you knows what hot feels like .",['appeal to emotion'],"By this point you ’ ve seen a few summers , probably run through a few sprinklers , burnt your feet on hot pavement — six-year-old you knows what hot feels like .",671.0,1
852,852,852,672,672,"Economic productivity decreases , and the sorts of activities that are a central part of Australian life — like playing sport or heading to the beach — are affected . As the globe continues to warm , this sort of heat will spread , affecting more and more people for longer and longer periods of time .",['appeal to emotion'],"Economic productivity decreases , and the sorts of activities that are a central part of Australian life — like playing sport or heading to the beach — are affected . As the globe continues to warm , this sort of heat will spread , affecting more and more people for longer and longer periods of time .",672.0,1
853,853,853,673,673,"The 2009 Black Saturday bushfires , which claimed the lives of 173 Australians , are etched into the national consciousness . But in the heatwave that led up to the fires , the number of deaths soared .",['appeal to emotion'],"The 2009 Black Saturday bushfires , which claimed the lives of 173 Australians , are etched into the national consciousness . But in the heatwave that led up to the fires , the number of deaths soared .",673.0,1
854,854,854,674,674,In this scenario they may still have the opportunity to visit a living Great Barrier Reef .,['appeal to emotion'],In this scenario they may still have the opportunity to visit a living Great Barrier Reef .,674.0,1
855,855,855,675,675,"As countries get more peaceful in Africa we could lose more tropical forests , which really worries me . ”",['false dilemma'],"As countries get more peaceful in Africa we could lose more tropical forests , which really worries me . ”",675.0,1
856,856,856,676,676,"“ It breaks my heart to think we ’ d lose half our tropical forests for plantations just to save ourselves , ” Lawrence said . “ It ’ s horrifying that we ’ d lose our biodiversity to avert climate change .",['appeal to emotion'],"“ It breaks my heart to think we ’ d lose half our tropical forests for plantations just to save ourselves , ” Lawrence said . “ It ’ s horrifying that we ’ d lose our biodiversity to avert climate change .",676.0,1
857,857,857,677,677,Losing tropical forests is not somehow cheaper than putting up wind farms in the US or Sahara . ”,['fallacy of extension'],Losing tropical forests is not somehow cheaper than putting up wind farms in the US or Sahara . ”,677.0,1
858,858,858,678,678,"Lawrence said a steep drop in emissions to zero by 2040 would negate the need for “ negative emissions ” technology that would damage forests ’ ability to suck up carbon , maintain local water supplies and weather patterns and provide a home for a riot of birds , mammals , insects and other creatures .",['false dilemma'],"Lawrence said a steep drop in emissions to zero by 2040 would negate the need for “ negative emissions ” technology that would damage forests ’ ability to suck up carbon , maintain local water supplies and weather patterns and provide a home for a riot of birds , mammals , insects and other creatures .",678.0,1
859,859,859,679,679,"But looking to the future , mass coral bleaching on the Great Barrier Reef will likely be an annual phenomenon within a decade , Torda said .",['faulty generalization'],"But looking to the future , mass coral bleaching on the Great Barrier Reef will likely be an annual phenomenon within a decade , Torda said .",679.0,1
860,860,860,0,0,The noted oceanographer Walter Munk referred to sea-level rise as an “ enigma ” ; it has also been called a riddle and a puzzle .,['fallacy of credibility'],The noted oceanographer Walter Munk referred to MSK<0> as an “ enigma ” ; MSK<0> has also been called a riddle and a puzzle . ,680.0,1
861,861,861,1,1,I therefore conclude—contrary to the general wisdom—that the temperature of sea water has no direct effect on sea-level rise .,['fallacy of logic'],I therefore conclude MSK<0> contrary to the general wisdom MSK<0> that the temperature of MSK<1> water has no direct effect on MSK<1> - level rise . ,681.0,1
862,862,862,2,2,"The onset of a new glaciation could cause the sea level to stop rising . It could even fall 400 feet , to the level at the last glaciation maximum 18,000 years ago .",['fallacy of extension'],"MSK<0> could cause the sea MSK<1> to stop rising . MSK<0> could even fall 400 feet , to the MSK<1> at the last glaciation maximum 18,000 years ago . ",682.0,1
863,863,863,3,3,"Currently , sea-level rise does not seem to depend on ocean temperature , and certainly not on CO2 .",['false dilemma'],"Currently , MSK<0> - level rise does not seem to depend on MSK<0> temperature , and certainly not on CO2 . ",683.0,1
864,864,864,4,4,"I conclude that it must be ice accumulation , through evaporation of ocean water , and subsequent precipitation turning into ice . Evidence suggests that accumulation of ice on the Antarctic continent has been offsetting the steric effect for at least several centuries .",['false causality'],"I conclude that it must be MSK<0> MSK<1> , through evaporation of ocean water , and subsequent precipitation turning into MSK<0> . Evidence suggests that MSK<1> of MSK<0> on the Antarctic continent has been offsetting the steric effect for at least several centuries . ",684.0,1
865,865,865,5,5,"Of course , a lot can happen in 7,000 years . The onset of a new glaciation could cause the sea level to stop rising .",['fallacy of logic'],"Of course , a lot can happen in 7,000 years . The onset of a new glaciation could cause the sea level to stop rising . ",685.0,1
866,866,866,6,6,There is nothing we can do about rising sea levels in the meantime .,['fallacy of logic'],There is nothing we can do about rising sea levels in the meantime . ,686.0,1
867,867,867,7,7,"But by studying a very short time interval , it is possible to sidestep most of the complications , like “ isostatic adjustment ” of the shoreline ( as continents rise after the overlying ice has melted ) and “ subsidence ” of the shoreline ( as ground water and minerals are extracted ) .",['intentional'],"But by studying a very short time interval , it is possible to sidestep most of the complications , like MSK<0> isostatic adjustment MSK<0> of MSK<1> ( as continents rise after the overlying ice has melted ) and MSK<0> subsidence MSK<0> of MSK<1> ( as ground water and minerals are extracted ) . ",687.0,1
