,Label,Argument,Claim,Type of Argument,Type of fallacy,Pros,Cons
2925,Through the consumption of meat that is raised by respecting the nature of ruminant animals we can regenerate land into highly productive prairie and farmland. It has been scientifically proven by the Rodale Institute and other regenerative farmers that ruminant animals and multi-specieated farms can and will regenerate land and help sequester carbon in our soil where it belongs. By mimicking nature we right the wrongs of factory farming and KAFO's.  rodaleinstitute.org ,"The fact that meat eating and production contributes to climate change is not an argument for complete abstention from eating meat, it is only an argument for reducing the impact of meat eating, either through reduction in per capital amounts eaten or more sustainable farming practices.",Eating and producing meat heavily contributes to climate change.,Con,,],]
2926,Farming cows and sheep are responsible for 37% of the total methane generated by human activity.,"Livestock account for an estimated 18% of human-caused greenhouse gas emissions, producing 40% of the world’s methane and 65% of the world’s nitrous oxide.",Eating and producing meat heavily contributes to climate change.,Pro,,],"'While the farming of cattle appears to emit methane due to digestion of grassars, grass  dies and rots \\(emitting methand\\) as part of its natural cycle if not eaten.', 'As noted in a comment to that claim, the FAO\'s more recent data significantly reduces this figure, to 14.5% of the total human-casued greenhouse gas emissions. ""Total emissions from global livestock: 7.1 Gigatonnes of Co2-equiv per year, representing 14.5 percent of all anthropogenic GHG emissions."" "
2927,"Researchers at Carnegie Mellon University \(CMU\) say that a diet with more fruits, vegetables, dairy and seafood would actually be worse in terms of emissions than what Americans currently eat.",The meat lover's diet has the worst carbon footprint: about double the amount of a vegan diet.,Eating and producing meat heavily contributes to climate change.,Pro,,"'Shifting consumption to eating more sustainable meats like chicken and pork is a better solution than phasing out all of meats. As the source above says, chicken and pork do not consume nearly as many fossil fuels as some vegetarian alternatives. Maybe a shift away from red meat \\(cow\\) is what is necessary.']","'The researchers did not find that producing vegetables is more harmful to the environment than producing meat. What they found, in light of the data they examined, is that producing some vegetables and other foods results in high use of natural resources – and that eating more of those foods \\(as recommended for health by the USDA\\) in two particular scenarios results in higher energy use, blue water footprint and greenhouse gas emissions.', '""\\T\\]he results showed that getting our weight under control and eating fewer calories, has a positive effect on the environment and reduces energy use, water use and GHG emissions from the food supply chain by approximately 9 percent."" cmu.edu"
2928,Humans can even outrun horses,Humans are superb endurance runners - an important skill for chasing prey.,Early humans were known as hunter-gatherers not only gatherers. Therefore hunting animals and consuming their meat was something typical human from the very beginning.,Pro,,],]
2929,The evolutionary physiology of human hands has been linked to the use of tools with the specific use of hunting.,"Human evolution, physiology and behavior are adapted to hunting and the consumption of meat. Humans have thus been called a ""fully evolved hunting animal"".",Early humans were known as hunter-gatherers not only gatherers. Therefore hunting animals and consuming their meat was something typical human from the very beginning.,Pro,,],]
2930,"It might be easier to gather a plant, but it is not easier to plant than to hunt. Taking into consideration that this involves a nuanced understanding of farming, having to plant, water, cultivate and wait, planting and eating only plants is not an option if you are starving. Hunting could potentially take minutes/hours, whereas farming involves constant attention over months.",It's easier to gather a plant than to hunt an animal. Therefore our ancestors were more gatherers than hunters.,Early humans were known as hunter-gatherers not only gatherers. Therefore hunting animals and consuming their meat was something typical human from the very beginning.,Con,,],]
2931,"Biologically speaking, the human dentition provides information on the proportions of different types of food we should be ingesting, and 1/8 of it should be meat \(4 canines out of 32 teeth\).","Human dentition is designed to mechanically process both meat and vegetables. Millions of years of evolution have shaped us with canine teeth to be able to pierce meat. We have genetic code for enzymes that process meat in our DNA and have been omnivorous since the earliest human relatives. The problem is not the humans should stop eating meat, the problem is the process for how the meat makes it to our plates.",Early humans were known as hunter-gatherers not only gatherers. Therefore hunting animals and consuming their meat was something typical human from the very beginning.,Pro,,],"'Exact numbers of teeth are not relevant, as evolution does not ""plan ahead"" in this manner or deliberately create specific ratios, rather creates or further emphasizes traits which prove useful. Humans would develop exactly as many canines \\(and molars\\) as they needed at the time, so the exact numbers or ratios do not prove what is described here, as it is possible that having more molars is more beneficial in ways that having more canines is not. \\(Also, molars are still used to chew meat.\\)']"
2932,Who we become is based on our decisions from today. Historical practices have been successfully abandoned without unduly negatively affecting society.,Eating meat has created social structure from group hunting which helped with intelligence and creating societies. We are who we are because we eat meat.,Early humans were known as hunter-gatherers not only gatherers. Therefore hunting animals and consuming their meat was something typical human from the very beginning.,Pro,,],]
2933,"Humans are for example able to outrun every animal in long enough distance they probably obtained meat mainly via “persistence hunting”—chasing an antelope, for instance, until it was nearly keeling over with heat exhaustion—and scavenging. The latter was very much a running game: When distant, circling vultures tipped them off about a lion kill, they had to get there before hyenas, which strip everything edible from carcasses. And they typically could only outrace hyenas in the hot sun. As a result, they carved out a new carnivore niche: the hot-day meat chaser.), which is likely to have been an advantage over other predators when hunting.","As a species we are good hunters, not only as a result of our superb reasoning skills, but because of possession of many biological adaptations which are specific to carnivorous animals.",Early humans were known as hunter-gatherers not only gatherers. Therefore hunting animals and consuming their meat was something typical human from the very beginning.,Pro,,],"'There are other plausible explanations for how that specific adaptation could have been acquired or emerged - it could equally be used to aid escape from predators, or cover more ground while searching for food, or - as the article also alludes to - beating other scavengers to a meal.']"
2934,That humans' anatomy enables them to stand upright allows for other hunting methods that do not require typical predator anatomy.,"Humans have not evolved to hunt, eat, or digest meat very successfully.",Early humans were known as hunter-gatherers not only gatherers. Therefore hunting animals and consuming their meat was something typical human from the very beginning.,Con,,'-> See 1.3.11.1.'],]
2935,"This argument doesn't say anything about strength or protein, only metabolism - so con.","The human metabolism is much different from that of elephants, gorillas, and cattle. These animals spend a majority of their time eating and their stomachs are designed to process hard to digest plant matter. Humans are not designed to eat purely plants in the same way and therefore cannot subsist on the same diet and expect the same results.",The idea of a meatless diet being weak or deficient in protein is not accurate as we know some of the strongest animals on Earth are vegetarian.,Con,,],]
2936,"There are several essential amino acids that are near impossible for a vegetarian to include in their diet daily. These amino acids are necessary for optimal functioning and protein synthesis. Animal proteins are closer to our protein source, providing a complete array of amino acids needed in our body","As the human metabolism is mainly designed to digest nuts and fruits, humans do not have any problem living on a vegetarian diet.",The idea of a meatless diet being weak or deficient in protein is not accurate as we know some of the strongest animals on Earth are vegetarian.,Pro,,],]
2937,This claim offers nothing about strength or protein and being on  plant based diet - so con.,"There are many nutrients ""vegans"" don't get: retinol, carnitine, saturated fat, cobalamin, cholecalciferol, copper and zinc, menaquinone-4, sphingomyelin, sphingosine, and carnosine.",The idea of a meatless diet being weak or deficient in protein is not accurate as we know some of the strongest animals on Earth are vegetarian.,Con,,],]
2938,"While human pleasures are temporary and often secondary to other experiences, animal suffering and death is always salient and permanent.","Since humans have a higher level of consciousness and experience than animals, it is possible that the pleasure of eating meat is greater than the suffering animals experience from a quick, painless death \(depending on the farm, treatment, etc.\).",Popularity and pleasure has no relevance to what is right or wrong.,Con,,],]
2939,"Just because other sources of pleasure are rare or stigmatized, does not mean it becomes ethical to indulge in morally questionable sources of pleasure.","Many people are pushed to give up many forms of satisfaction, such as taking time to have fun, learn a skill, or explore the world, because they are not productive ways to spend time. Cooking and eating are basic needs that can still be pleasurable, making food-related pleasures special and worthy of moral consideration.",Popularity and pleasure has no relevance to what is right or wrong.,Con,,],]
2940,The above claim seems dependent on specific ecosystems.,"Many of the animals that we kill for meat, such as kangaroos or deer, are pests that are bad for natural ecosystems or for agriculture. Demand for their meat actually creates net benefits for the environment.",Farming animals has severe impacts on the local environment due to its heavy resource use and impact upon the landscape.,Con,,],]
2941,"Overgrazing and compaction are not inevitable effects of livestock, but of improper management of livestock. compaction is more dependent on the type of soil and climate in which the livestock reside, than it is upon the presence of livestock. Erosion is always happening regardless of the presence of livestock.","Livestock have severe effects on their immediate environment, causing issues such as  overgrazing, compaction, and erosion",Farming animals has severe impacts on the local environment due to its heavy resource use and impact upon the landscape.,Pro,,],]
2942,77% of the worlds agricultural land is given over to livestock production.,The production of meat consumes disproportionately more resources than the production of crops.,Farming animals has severe impacts on the local environment due to its heavy resource use and impact upon the landscape.,Pro,,],]
2943,"According to a 2006 report by LEAD Livestock's Long Shadow, ""the livestock sector emerges as one of the top two or three most significant contributors to the most serious environmental problems, at every scale from local to global.""","A 2012 study, examining the impact of a typical week’s eating, showed that plant-based diets are better for the environment than those based on meat.",Farming animals has severe impacts on the local environment due to its heavy resource use and impact upon the landscape.,Pro,,],]
2944,Sensibly winding down \(animal\) farming would cause far less ecological damage in the long run than continuing it indefinitely.,"Many farm animals don't have their own native, wild habitat, and removing them from their farm habitat, by releasing them into the wild would very likely result in severe environmental, and ecological disruption. Many of these livestock would likely fail to survive in the wild, and others would likely displace existing species of plants and animals.",Farming animals has severe impacts on the local environment due to its heavy resource use and impact upon the landscape.,Con,,],"""This is debatable, and there is little, if any, credible research accounting for the actual differences in ecological damage. Part of the problem being that the very notion of ecological damage is highly subjective. Another part of the problem is that we don't even know what we don't know about the actual effects of either path.""]"
2945,"The ""natural balance"" was never stable, extinctions are as natural as the emergence of new species. Evolution is an ongoing process. It can be argued what the correct and moral action is for humans in any given situation, but species have been interfering with each other and forcing evolution since the beginnings of life.",There is no moral imperative for the environment to remain in stasis or for us regard it as 'fundamentally' in need of preserving so. Heat death awaits the entire universe.,Farming animals has severe impacts on the local environment due to its heavy resource use and impact upon the landscape.,Con,,],]
2946,More and more animals are being killed every day. All the remains of these animals are dumped in fields or waste piles. All this killing is polluting the world.,"Vegan foods offer little waste at the end since all of it could be turned to compost. This contrasts with the by-products of meat \(organs, fat, and bones\) that need to be re-purposed \(such as pet food\) for them not to get thrown away.",Farming animals has severe impacts on the local environment due to its heavy resource use and impact upon the landscape.,Pro,,],]
2947,The population of sea birds has fallen almost 70% from 1950 to 2010 as industrial fishing has depleted the oceans' fisheries.Seabirds suffering massive population declines,"Current industrialized fishing is responsable for getting many species of fish and other sea animals near extinction if not extinct already, which is detrimental to ocean's ecosystem.",Farming animals has severe impacts on the local environment due to its heavy resource use and impact upon the landscape.,Pro,,],]
2948,"The sources linked here are extremely tenuous. For scientific claims such as these, journalistic sources are simply insufficient, and scientific literature should be cited.","If eating meat is immoral because animals feel pain, then eating plants may also be immoral. Scientists have been applying the strategies of animal behavior research to plants and finding that plants share many of the characteristics of animals - including an awareness of their environment, of injury \(pain\), memory \(non-genetic\), and the ability to communicate. If consuming beings that feel pain is immoral, and both plants and animals feel pain, where does that leave us?\1\]",Consuming vegetables is also cruel to both the plants and to the workers responsible for the agricultural process.,Pro,,],]
2949,"If we were to outlaw meat 10 years ago, all the animals in the meat making process would probably be slaughtered to cut losses. In light of recent changes, it is plausible that in 10 years' time farm animals will be allowed to live beyond the time when they are 'useful'.","Animals are currently being treated horribly, but many meat eaters are using their sway as actual consumers to improve animals' living conditions. This combined attention and sway is sure to help animal rights in the long run.","Eating meat is not cruel and immoral if the animals that are being consumed are provided with humane living conditions, able to live full lives, and die of natural causes.",Pro,,],]
2950,"It can be argued that with higher levels of intelligence and moral reasoning, humans should be held to a higher standard than other predatory animals.","Cruelty, being a trait derived from the human mind, is only applicable to meat consumption if it is done irresponsibly as compared to other consumers of meat in the animal kingdom.","Eating meat is not cruel and immoral if the animals that are being consumed are provided with humane living conditions, able to live full lives, and die of natural causes.",Pro,,],'Possession of intelligence or moral reasoning do not imply the possession of the other.']
2951,"Following this line of logic, animals will be perpetually imprisoned because either shorelines will prevent them from ""moving freely"" to other continents or the earth's finite nature prevents them from ""moving freely"" to other planets.","Farm animals by definition cannot enjoy humane living conditions, since their freedom of movement will necessarily have to be violated.","Eating meat is not cruel and immoral if the animals that are being consumed are provided with humane living conditions, able to live full lives, and die of natural causes.",Con,,],]
2952,"The niacin in animal protein decreases VLDL and LDL, the mostly-fat bad cholesterol that clog arteries, and increases HDL, the mostly-protein good cholesterol that removes arterial plaque.","Eating plant foods instead of animal-based foods can bring about health benefits including reducing the chances of high blood pressure, diabetes, stroke, and some types of cancer.",Scientists have concluded that vegetarian diets can in fact provide benefits in the treatment and prevention of certain diseases.,Pro,,],]
2953,"Well planned diets are good for people who have time, and money for them, but many people just don't have that amount of time to invest, or the funds to accommodate them, so for them, a simple diet involving meat is a necessity.",The American Academy of Nutrition and Dietetics has stated that well planned vegetarian diets are nutritionally adequate and appropriate for individuals at all stages of life.,Scientists have concluded that vegetarian diets can in fact provide benefits in the treatment and prevention of certain diseases.,Pro,,],'Improved education may allow people to more easily compose adequate vegetarian diets.']
2954,This study confounds three or four causes and conflates them with a more plant-based diet when their effects are not correlated with a more plant-based diet.,A major study by Oxford University concluded that universal adoption of vegetarian diets could avoid 7.3 million deaths per year by 2050.,Scientists have concluded that vegetarian diets can in fact provide benefits in the treatment and prevention of certain diseases.,Pro,,],]
2955,"The flesh substitutes are crumbly instead of stringy and are made from beans whose estrogens are bad for males, from monoculture sources of saturated fat like coconuts, and from starch fillers.",Eating meat is no longer necessary due to the range of meat substitutes on offer.,Scientists have concluded that vegetarian diets can in fact provide benefits in the treatment and prevention of certain diseases.,Pro,,],]
2956,It's much easier to ruin your health on a vegetarian diet than omnivorose diet.,"This health claim was promoted by vegetarian societies that deceptively qualified their dietary recommendation with ""well-planned"" when this doesn't belong to any single food group.",Scientists have concluded that vegetarian diets can in fact provide benefits in the treatment and prevention of certain diseases.,Con,,],]
2957,Other species were able to survive this event due to their smaller relative size. A mass extinction event could still be considered natural selection due to inability to adapt.,"Tetrapods above 25 kilos, especially dinosaurs, where extinct by a meteroite rather than natural selection.","Mankind is most directly responsible for the elimination of species; therefore, mankind has a moral responsibility to de-extinct them.",Con,,],]
2958,"The process heavily assumes the type of solution needed. As such it is highly biased \(solution-begging\) and might end up in the ""solution in search of a problem"" pitfall.","Innovation is not about producing an interface or a solution, which is basically the promise made here: you just do it more quickly.","The Design Sprint process cannot solve ""big problems"" or lead to real innovation itself despite the mainstream narrative",Pro,,],]
2959,"From a complexity perspective, the DS process is context-reducing and solution-begging by artificially creating an urge to solve an issue through a predetermined result.","Big, organizational, complex problems are often intricated/entangled within a multitude of other issues and layers of complexity \1\] It seems hardly believable that reducing the issue to its surface ""solve"" really anything and approaches like Systems Change, Systems Innovation, or Cynefin \(distributed ethnography, distributed design\) tend to disprove this unsubstantiated claim.","The Design Sprint process cannot solve ""big problems"" or lead to real innovation itself despite the mainstream narrative",Pro,,],]
2960,"In many instances, it takes more than a few days to test a process.","The Design Sprint process prescribes a rigid 5d timeline to follow, some problems though take much longer than 5d to properly understand. Thus either the ""understanding"" of the issue is outside the process, which seems quite odd because it should be part of it or 5d is not feasible for some very complex issues.","The Design Sprint process cannot solve ""big problems"" or lead to real innovation itself despite the mainstream narrative",Pro,,"'Prototyping a new onboarding process can be quick, but it can take more than a few days to redesign an immersive and interaction-heavy experience.', 'It is usually not possible to design a new product in five days",]
2961,Design sprints can appeal to people who are looking for a panacea rather than confronting deeper and more fundamental questions around the product.,"The Design Sprint allows teams to learn more about the problem, align them around a common solution, and educate them on Design and Innovation.","The Design Sprint process cannot solve ""big problems"" or lead to real innovation itself despite the mainstream narrative",Con,,],]
2962,"It's easy to imitate the ""surface"" of a company's success \(what's visible\). It's harder to copy all the processes \(formal or informal\) that led to a shared understanding of the problem & the humans, and what people do with that.",Design sprints usually entail the early release of a Minumum Viable Product. This sometimes hurts a company as they risk imitation by competitors and have not set up barriers to imitation.,"The Design Sprint process cannot solve ""big problems"" or lead to real innovation itself despite the mainstream narrative",Pro,,],]
2963,There are Egyptian records that resemble parts of the Exodus story.,There are archeological finds that lend support.,There is no historical evidence of Exodus happening.,Con,,"'There are Egyptian records of the cities traveled by the Israelis.', ""In a papyrus titled 'The Admonition of an Egyptian', an Egyptian named Ipuwer described the plagues with resemblance to those mentioned in the Bible."", 'A papyrus kept in the Brooklyn Museum holds the names of slaves; one named Shiphra. In the Hebrew Bible, a woman with the same name was one told to kill all Hebrew children at the time when Moses was born.']",]
2964,Modern estimates based on information in the Book of Numbers indicates 2.5 to 3 million Israelites present during the Exodus. A number which the Sinai Desert would be completely incapable of sustaining.,The story doesn't make any logical sense.,There is no historical evidence of Exodus happening.,Pro,,],'The Biblical narrative accounts for this by saying that God miraculously provided manna to sustain the Israelites in the desert \\(Exodus 16:15-16
2965,"The Bible can not be considered a historical document at all, because most of its stories are historically inaccurate according to the scientific understanding that we have.",The Bible can be considered a historical document therefore it can be considered historical evidence that the Exodus happened.,There is no historical evidence of Exodus happening.,Con,,"'It is implausible that a mother would put her infant in a basket down the Nile, a river full of crocodiles.']","""The Bible is by far the world's best and most accurate historical document. For centuries archaeology thought theHittites existed only in the old testament and could not have represented a real civilization, yet they were found exactly where and when the Bible described."", 'The Bible does not need scientific evidence since it does not coincide with science.']"
2966,Recording that a large number of people left would be embarrassing for the Pharaoh and therefore could be deleted.,There aren't any Egyptian documents that tell any of the events described in the book of Exodus.,There is no historical evidence of Exodus happening.,Pro,,"""A large amount of people exiting under the Pharoah's reign make him appear weak, not in control of those under his ruling.""]",]
2967,"While this is true, all cultures have sexual taboos, they serve an important role in society, developing sexuality and courtship. For example, if you practice monogamy, it's important to have clear rules on when you have overstepped the boundaries. These rules must be agreed upon collectively, so we all understand if we are being courted and if someone is courting.",Taboos on nudity are social constructs which vary greatly between cultures and evolve over time. The clothing used in Western beaches today would have been extremely offensive just a century ago. It is natural to go towards more freedom and thus less restrictions on nudity.,"Some form of clothing is almost universal among the historical cultures of the world, suggesting that there is a good reason to wear clothes.",Con,,],]
2968,"The philosopher and scientist, Giordano Bruno was executed by the Church for advocating rational argument and empiricism despite it conflicting with religious dogma.","If people avoiding invoking ECREE in discussions out of fear that it will be received negatively, then it will lead to the demise of rational argument, which has been fought so hard for through history.",Using ECREE in a discussion has a negative effect on the discussion.,Con,,],]
2969,"Filtering out ""what has been experienced but has yet to be studied"" is good because we don't have an actual good reason to believe they're real.","Ruling out experiential inherited truths for lack of observable, reproducible evidence has the side effect of dismissing avenues of inquiry that have yet to be studied.",Using ECREE in a discussion has a negative effect on the discussion.,Pro,,],"'Any sufficiently advanced technology is indistinguishable from magic. A corollary to this might be that what was once considered magic or witchcraft, Mesmerism for instance, has since been studied and is now technology or methodology.']"
2970,It is better to politely and simply ask questions about the claim make sure the claim is fully understood and request evidence related to the claim than to carelessly dismiss someone's experience with cheap aphorisms.,ECREE is rhetoric not science Rhetoric is more about persuasion and even manipulation than truth-seeking.,Using ECREE in a discussion has a negative effect on the discussion.,Pro,,],]
2971,ECREE has only become a cliché because people so frequently ignore it. This is not something one should have to apologise for.,"ECREE can be used as a ""Thought-terminating cliché",Using ECREE in a discussion has a negative effect on the discussion.,Pro,,],]
2972,"There is self defensive use and intent, based on judgement. A weapon by itself makes no distinction between shooting an attacker or a victim.","Self defense weapons serve a useful purpose; deterring attacks and potentially stopping attacks. The presence of self defense weapons do not, by their nature undermine any other purpose.",People should be free to carry guns and teachers shouldn't be an exception to this.,Pro,,],]
2973,"Security guards increase safety by deterring criminals first, without even discharging their guns.","The fact that weapons of defense are a net increase in safety is clearly evident by security experts posting armed guards whenever attempting to increase security. There are armed guards at banks, airports, malls, the White House and even schools.",People should be free to carry guns and teachers shouldn't be an exception to this.,Pro,,],]
2974,"Teachers, like all other citizens, have a right to self protection. They should not be required to forfeit that right while teaching inside a school. They should have additional requirements if they want to exercise that right.","Tools and methods for self protection should be a personal decision. While many oppose guns in schools, that doesn't necessarily mean their views must be forced on those who fear for their own safety. Everyone should have the freedom to decide for themselves because everyone is responsible for defending themselves.",People should be free to carry guns and teachers shouldn't be an exception to this.,Pro,,],'It is by no means obvious that teachers have a right to defend themselves with guns just because they have a right to defend themselves.']
2975,"The same logic applies to vehicles. ""Accidentall discharge"" is like accidentally running a red light or a stop sign. The cause of death is human negligence and absent mindedness. Limiting the amount of vehicles and guns is not addressing the problem.",Societies with more weapons tend to use them more often. When a weapon is available it is always considered as a response - when it isn't that isn't an option. The more people who are armed the more often accidental discharges and fire-fights hitting bystanders will happen.,People should be free to carry guns and teachers shouldn't be an exception to this.,Con,,'More people die from automobile wrecks than from guns. Yet those deaths seem to be justifiable because you feel you have a strong need for a vehicle.'],]
2976,"If the only persons in a society with guns are members of ""unreliable institutions"", then it becomes very near to impossible for an unarmed populace to ""make them sufficiently reliable."".","In a society where the institutions designed to protect citizens can be relied upon, only trained officers should be carrying guns. If these institutions can't be relied upon, the primary objective should be to make them sufficiently reliable.",People should be free to carry guns and teachers shouldn't be an exception to this.,Con,,],]
2977,Decreasing the victimization of innocent students and school staff is more important than decreasing violence in general.,Arming teachers is likely to be counterproductive because more guns increases the likelihood of the issues that schools are trying to prevent: people shooting each other with guns in schools.,Armed teachers would lead to a net decrease in school safety.,Pro,,],]
2978,"Even well meaning kids will do bad things because they are curious, don't know any better, think it is cool, etc.","By having guns in schools it's possible there could be gun theft, placing guns in the hands of delinquent students.",Armed teachers would lead to a net decrease in school safety.,Pro,,],]
2979,"While the odds of a teacher killing a shooter are very low, the odds of a gun accident are also very low","The chances of a teacher killing an active shooter with a gun, are far less than the chances of a student being shot by that same gun in the meantime. Studies have shown that more guns equal more people being shot with guns, not less.",Armed teachers would lead to a net decrease in school safety.,Pro,,],"'Accidental gun deaths was the 4th most common cause of accidental death in the US in 2013. According to the CDCP, which tracks all gun deaths in the U.S, there were 586 unintentional firearm deaths in 2014.', 'While gun accidents are uncommon, the presence of armed teachers in an active shooter scenario would increase the likelihood of unintended deaths and injuries from stray fire.']"
2980,"Police officers, security guards, and other people armed for protection do not typically engage in celebratory gunfire.","Arming teachers may promote celebratory gunfire on various occasions, which can result in accidents.",Armed teachers would lead to a net decrease in school safety.,Pro,,],]
2981,"If keeping the districts secret was partially intended as a general deterrent for all districts, it is not working 100%. Texas has had armed teachers since 2013. Since then, the state has experienced gun violence incidents","Texas has a school marshal program \(instituted in 2013\) in which some districts have staff members equipped with and trained in firearms. \(An estimated 20 districts are participating, the precise number/identity being unknown due to safety concerns.\) There are approximately 100 school marshals trained and armed in the state. There are no reports of a negative impact to student safety",Armed teachers would lead to a net decrease in school safety.,Con,,],"'The fact that a particular measure has not prevented all school shootings is not evidence the measure has failed to serve as a general deterrent. One might just as well say, ""if background checks were intended as a general deterrent then they aren\'t working."" Preventing all school shootings is not possible.']"
2982,"Someone who is autistic may feel additional stress during a school shooting if a teacher whom they normally trust has a gun. This might make an autistic student less likely to comply with a teachers directions, putting them at a greater risk of becoming a casualty during the shooting.",Not all students can act appropriately because of special needs \(ex. Austism\) which could lead to them being incorrectly shot.,Armed teachers would lead to a net decrease in school safety.,Pro,,],]
2983,"If armed teachers pose a threat to the life of a shooter and subsequently their ability to reach a high body county before being stopped, attempting to get rid of that threat is likely to be a priority for the shooter.",Armed teachers will likely be targeted as the first victims by school shooters.,Armed teachers would lead to a net decrease in school safety.,Pro,,],"""The fact remains that active shooters typically seek out unarmed targets, not armed confrontations. Rationalizing reasons why they might hypothetically behave differently doesn't change the way that they actually behave.""]"
2984,We as a society can expect better self control from teachers than to inappropriately brandish firearms at school.,There’s plenty of drama in schools without guns. Throwing guns into the mix is going to lead to incidents with someone getting shot.,Armed teachers would lead to a net decrease in school safety.,Pro,,"'Teachers are employed to supervise and educate children, which necessitates hiring responsible and qualified applicants. The selection process should exclude people who would carelessly brandish firearms.']",'-> See 1.6.11.3.1.1.']
2985,"Forcing school attackers to bring more, deadlier weapons will deter attacks since it is more difficult to amass more, deadlier weapons.","Storing weapons in schools is an escalation of force - it will encourage school shooters to bring more, deadlier weapons.",Armed teachers would lead to a net decrease in school safety.,Pro,,],"'This would create a conflict escalation, which would probably have a net negative effect. Also, it is usually the tactics of the shooter that makes more of a difference, not the tool they use.']"
2986,School shooters are often students. Asking a teacher to potentially shoot at one of their own students - even in a life or death situation - could be doubly traumatic for those teachers.,"There is a chance that a well-trained, armed teacher could shoot and kill a rampaging shooter, saving lives.",Some teachers should be armed with guns.,Pro,,],"'Asking a teacher to be defenseless against the student that is shooting at them could also be doubly traumatic for those teachers.', 'No one is asking teachers to shoot anyone. Teachers who would prefer to be unarmed would be under no obligation to carry a weapon.']"
2987,The threat of being killed in the act of committing a shooting may deter shooters who are not planning to take their own life after committing the act,Armed teachers will deter potential shooters in schools.,Some teachers should be armed with guns.,Pro,,],]
2988,"Safety is primarily the responsibility of the citizen. We as citizens delegate a part of that responsibility to the government, but does not mean that the citizen has no responsibility for his or her own safety. The responsibility is shared between the government and the individual.",By wishing to arm teachers the government abdicates its responsibility to keep citizens safe by transferring it onto the teachers.,Some teachers should be armed with guns.,Con,,"'We give up our rights to government to execute justice on our attacker days after the attack. We should not approve of a vigilante mob pulling a shooter out of jail and hanging him publicly.', 'We do not give up our rights to government to prevent an attacker from attacking us in the first place. We retain the right to defend ourselves and other innocents when we are threatened with unwarranted harm.']",]
2989,"One underlying problem is that shooters know that students and teachers are defenseless against an attack. Therefore, arming teachers allows teachers to defend themselves and students from a shooter, in-turn treating an underlying problem.",Arming teachers treats a symptom without dealing with the underlying problems that lead to school shootings.,Some teachers should be armed with guns.,Con,,],]
2990,"Students would quickly be accustomed to seeing teachers wear a holster. It would not be distracting or damaging to the quality of their education; on the contrary, it would reaffirm the position of authority of the instructor, and bring attention to the topic of ""school shootings"" and mental health to the children at a young age.",Arming teachers undermines the purpose of schools: education.,Some teachers should be armed with guns.,Con,,],]
2991,"If some teachers carry guns, this would socialize students into the idea that guns are a necessary fact of life, even in supposedly peaceful and safe environments.",The presence of guns in schools contributes to the normalisation of gun presence in society.,Some teachers should be armed with guns.,Con,,"'The presence of guns creates an ""ecology of violence"" through which all social relations are interpreted and beliefs about the danger of everyday life become internalized \\(Wilkinson/Fagan, p. 86","'Guns are indeed a necessary fact of life.', 'In an environment that is only ""supposedly"" peaceful and safe, it is logical to have some sort of protection against those who would make it otherwise.']"
2992,Whether those affected by an idea support or reject it has no bearing on the validity of the argument.,Many of those who would be affected by this idea oppose it.,Some teachers should be armed with guns.,Con,,],]
2993,"Taking preparations, holding drills and investing in infrastructure \(such as reinforced doors\) could also achieve this.","Armed teachers can ensure that students can safely evacuate or hide, even without actively seeking out a shooter.",Some teachers should be armed with guns.,Pro,,"'An example are the lockdown procedures for schools implemented in Ontario. They ensure, for example, that the police has access to floor plans of schools.']","'Arming teachers would be more effective than drills and changes to school infrastructure.', ""While it's true that lockdown training does not require firearms, it also doesn't preclude the use of firearms. Therefore such a claim does not serve to refute that a gun could also aid in self defense."", ""Lockdown training is already common in US schools. It's a good idea as part of a comprehensive response to shooters, but it isn't enough on its own.""]"
2994,Arming teachers is likely to be counterproductive because more guns increases the likelihood of the issues that schools are trying to prevent: people shooting each other with guns in schools.,Armed teachers would lead to a net decrease in school safety.,Some teachers should be armed with guns.,Con,,"'Trying to defend oneself with a gun during an armed assault is more likely to get a person shot than without carrying a gun \\(by almost 5.5 times 'Armed citizens are more likely to behave aggressive and dangerous, as was shown for road rage behavior '-> See 1.6.2.4.1.']",'Decreasing the victimization of innocent students and school staff is more important than decreasing violence in general.']
2995,"In a school system where students of colour receive more punitive discipline and suspensions/expulsions than their white counterparts, arming teachers would contribute to the fear and danger students of colour already experience at school.",Arming teachers exacerbates racial discrimination in American schools.,Some teachers should be armed with guns.,Con,,],"'While students of colour might receive more discipline than white counterparts, this only demonstrates correlation, not causality. Race might not be a significant factor and does not support the assumption that armed teachers would add to student fear.']"
2996,Not arming teachers has the potential to lead to further mass murder at schools. The tragedy of even one more actual mass murder event outweighs a potential increase in legal issues.,Arming teachers has the potential to cause legal problems.,Some teachers should be armed with guns.,Con,,],]
